Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
DECCANCE,Deccan Cements Ltd.,,82.19,82.19,98.73,403.34,403.34,5.0,541.1,132.75,116.21,110.91,82.19,,24.53,21.47,20.49,15.18,20.37,24.18,13.36,0.15,87.98,,2,1.64,11,0,0.0,0,0.0,,404.84,0.53,2.18,0.76,0,1.03,0.76,0.2
DEEPAKFERT,Deepak Fertilisers And Petrochemicals Corporation Ltd.,,21.65,21.65,27.46,195.85,195.85,7.5,176.4,42.07,34.96,26.53,20.35,,23.84,19.81,15.03,11.53,10.39,13.15,6.4,0.32,55.53,,1.33,1.09,14.09,12.81,9.5,87.19,90.5,,"2,879.63",1.59,6.67,1.29,87.18,1.16,1.29,0.09
DELTAMAGNT,Delta Manufacturing Ltd.,,-8.06,-8.06,-3.43,17.71,17.71,0.0,65.4,-0.28,-4.92,-10.85,-8.06,,-0.42,-7.52,-16.59,-12.33,-45.53,-21.8,-7.95,2.63,64.53,,0.61,0.43,4.41,0,0.0,0,0.0,,83.06,1.17,-273.45,0.47,0,1.74,0.47,-0.26
DEN,Den Networks Ltd.,,5.16,5.16,8.49,61.79,61.79,0.0,26.01,8.57,5.24,5.17,5.16,,32.93,20.13,19.87,19.82,8.34,8.21,6.8,0.0,34.3,,4.67,4.67,0,0,0.0,0,0.0,,"2,092.47",1.69,5.12,1.89,0,0.8,1.89,0.1
DENORA,De Nora India Ltd.,,10.64,10.64,15.54,126.16,126.16,1.0,95.21,19.17,14.27,14.27,10.63,,20.13,14.98,14.98,11.17,8.42,11.3,7.09,0.0,63.48,,5.38,3.84,2.6,0,0.0,0,0.0,,103.33,2.04,10.15,2.64,0,1.99,2.64,0.04
DHAMPURSUG,Dhampur Sugar Mills Ltd.,,32.97,32.97,44.54,235.2,235.2,6.0,634.67,71.9,60.3,45.9,32.94,,11.32,9.5,7.23,5.18,14,20.36,6.3,0.66,121.51,,1.19,0.33,3.26,18.19,13.45,81.81,86.55,,"2,179.89",0.52,4.56,0.29,81.8,0.78,0.29,0.18
DHANBANK,Dhanlaxmi Bank Ltd.,,1.47,1.47,2.08,28.67,34.15,0.0,36.79,1.47,,"5,620,451.09","224,565.82","111,710,763.89",,"37,989,661.22","1,517,881.63","755,073,571.43",,0.82,33.37,3.99,-11.2,0.28,5.12,2.51,40.47,7.1,1.08,-0.79,2.79,4.58,,"11,635.00",12.5,0.52,0.4,100.0,0.1,
DHANUKA,Dhanuka Agritech Ltd.,,44.61,44.61,48.46,170.96,170.96,2.0,297.88,65.01,61.75,61.17,45.21,,21.82,20.73,20.53,15.17,26.44,33.62,18.61,0.01,122.66,,3.11,2.04,4.7,47.39,44.21,52.61,55.79,,"3,220.33",2.32,10.63,2.32,52.6,4.04,2.32,0.07
DHUNINV,Dhunseri Investments Ltd.,,5.66,5.66,5.73,524.59,524.59,2.5,19.02,17.37,17.31,24.17,5.66,,91.37,91.01,127.11,29.78,1.07,3.27,1.07,0.0,0.04,,726.11,726.11,0,26.48,26.16,73.52,73.84,,163.65,14.12,15.45,14.29,73.51,0.52,14.29,0.02
DIVISLAB,Divis Laboratories Ltd.,,73.63,73.63,83.23,349.28,349.28,20.0,256.12,108.62,99.02,99,73.64,,42.4,38.66,38.65,28.75,21.08,27.28,18.22,0.0,63.39,,5.63,3.75,3.33,0,0.0,0,0.0,,"94,218.02",13.86,32.68,14.17,0,10.39,14.17,0.02
DLINKINDIA,D-Link India Ltd.,,8.26,8.26,9.35,71.16,71.16,1.8,200.16,12.44,11.35,11.17,8.26,,6.21,5.67,5.58,4.12,11.6,15.78,7.06,0.0,171.35,,2.35,1.78,7.81,12.1,10.69,87.9,89.31,,322.75,0.45,7.31,0.52,87.89,1.48,0.52,0.08
DMART,Avenue Supermarts Ltd.,,17.99,17.99,23.72,189.96,189.96,0.0,367.22,30.11,24.38,23.85,17.99,,8.2,6.63,6.49,4.89,9.46,12.55,8.53,0.0,174.31,,3.7,1.67,10.98,0.0,0.0,0.0,0.0,,"183,444.81",7.71,94.04,7.77,0.0,15.02,7.77,0.01
DNAMEDIA,Diligent Media Corporation Ltd.,,-3.88,-3.88,-3.88,-49.18,-49.18,0.0,0.27,0.25,0.25,0.25,-3.88,,93.42,93.42,93.42,"-1,448.66",0,-2.06,-22.25,-0.75,1.53,,0.26,0.26,17.22,0,0.0,0,0.0,,444.24,141.08,151,2.54,0,-0.01,2.54,-5.7
DONEAR,Donear Industries Ltd.,,-1.21,-1.21,0.62,22.11,22.11,0.2,68.77,3.67,1.84,-1.69,-1.21,,5.33,2.67,-2.45,-1.75,-5.45,7.05,-1.35,1.93,77.37,,1.08,0.52,1.95,-16.58,32.07,116.58,67.93,,366.96,1.03,19.24,0.43,116.58,1.35,0.43,-0.04
DPSCLTD,DPSC Ltd.,,0.17,0.23,0.58,16.3,16.3,0.05,5.13,1.04,0.74,0.21,0.27,,20.3,14.36,4.12,5.33,1.67,3.49,1.06,0.17,19.92,,1.32,1.3,59.28,8.58,4.06,91.42,95.94,,"1,387.83",2.78,13.67,2.27,91.41,0.71,2.27,0.02
DRREDDY,Dr Reddys Laboratories Ltd.,,131.84,131.46,181.57,"1,020.66","1,020.66",25.0,802.23,236.65,186.47,183.67,131.39,,29.49,23.24,22.89,16.37,12.87,18.17,10.1,0.07,0.65,,2.4,1.78,1.3,18.96,13.72,81.04,86.28,,"74,673.98",5.59,18.96,5.63,81.03,4.42,5.63,0.03
DSSL,Dynacons Systems and Solutions Ltd.,,10.08,10.08,10.34,48.8,48.8,0.5,430.21,20.14,18.9,11.94,9.1,,4.68,4.39,2.77,2.11,18.65,33.6,5.1,0.83,241.43,,1.4,1.06,10.27,4.97,4.37,95.03,95.63,,93.83,0.22,4.6,0.17,95.02,1.53,0.17,0.12
DTIL,Dhunseri Tea & Industries Ltd.,,52.23,52.23,63.7,"1,007.77","1,007.77",5.0,354.32,97.97,86.5,60.64,52.23,,27.65,24.41,17.11,14.74,5.18,8.09,4.61,0.02,31.33,,3.98,3.1,6.53,4.78,3.92,95.22,96.08,,189.4,0.76,2.76,0.73,95.21,0.26,0.73,0.2
DUCON,Ducon Infratechnologies Ltd.,,0.02,0.01,0.04,8.25,8.25,0.0,19.35,0.74,0.73,0.03,0.02,,3.84,3.76,0.15,0.12,0.28,8.38,0.14,0.45,122.84,,2.12,2.12,0,0,0.0,0,0.0,,165.13,0.48,12.57,0.31,0,0.73,0.31,0.0
DVL,Dhunseri Ventures Ltd.,,35.16,35.16,35.77,307.96,307.96,2.5,28.55,41.49,40.87,39.8,35.15,,145.35,143.18,139.4,123.15,11.41,12.54,10.65,0.04,8.64,,21.27,21.27,0,1.42,1.39,98.58,98.61,,361.65,3.62,2.49,3.45,98.57,0.32,3.45,0.36
DWARKESH,Dwarikesh Sugar Industries Ltd.,,4.86,4.86,7.03,30.74,30.74,1.25,97.65,11.06,8.89,6.36,4.86,,11.33,9.1,6.51,4.97,15.81,22.33,6.33,0.96,1.2,,1.41,0.18,1.55,0,0.0,0,0.0,,"1,135.57",0.62,5.45,0.32,0,1.0,0.32,0.16
DYNAMATECH,Dynamatic Technologies Ltd.,,44.56,44.56,94.89,528.99,528.99,0.0,810.32,200.22,149.89,58.79,44.56,,24.7,18.49,7.25,5.49,8.42,12.99,2.79,1.28,0.5,,1.41,1.04,2.07,0,0.0,0,0.0,,"1,004.64",1.96,7.91,1.17,0,1.79,1.17,0.05
DYNPRO,Dynemic Products Ltd.,,25.05,25.05,28.18,137.27,137.27,0.0,181.48,38.84,35.8,33.79,25.15,,21.4,19.72,18.62,13.85,18.32,15.84,8.13,0.89,58.7,,1.19,0.81,5.69,0,0.0,0,0.0,,728.71,3.54,16.56,2.87,0,3.8,2.87,0.05
EASTSILK,Eastern Silk Industries Ltd.,,0.13,0.13,0.74,-2.82,-2.82,0.0,11.48,0.88,0.27,0.13,0.13,,7.63,2.38,1.15,1.15,-4.69,-27.4,0.6,-6.08,52.32,,0.44,0.22,2.24,0,0.0,0,0.0,,153.64,1.69,22.19,0.14,0,-0.57,0.14,0.08
ECLERX,eClerx Services Ltd.,,67.29,67.03,82.81,359.32,359.32,1.0,343.19,112.59,98.26,93,68.47,,32.8,28.63,27.09,19.95,19.05,24.57,14.96,0.0,75.01,,4.15,4.15,0,1.46,1.2,98.54,98.8,,"3,604.43",3.01,9.18,3.22,98.53,3.07,3.22,0.06
EDELWEISS,Edelweiss Financial Services Ltd.,,8.05,8.01,8.05,46.31,46.31,1.45,3.86,8.9,8.88,7.79,8.04,,230.68,230.27,201.95,208.43,17.35,15.97,11.97,0.2,5.74,,5.7,5.7,0,11.75,11.73,88.25,88.27,,"6,346.23",18.47,8.01,16.46,88.24,1.37,16.46,0.13
EIHAHOTELS,EIH Associated Hotels Ltd.,,-8.78,-8.78,-3.21,104.62,104.62,0.0,33.28,-5.16,-10.73,-12.19,-8.78,,-15.5,-32.23,-36.63,-26.37,-8.38,-9.43,-6.86,0.0,26.03,,2.05,1.81,9.82,0,0.0,0,0.0,,707.12,6.97,-44.97,7.05,0,2.24,7.05,-0.04
EIHOTEL,EIH Ltd.,,-5.72,-5.72,-3.57,46.78,46.78,0.0,6.92,-3.74,-5.65,-7.08,-5.49,,-54,-81.72,-102.39,-79.29,-11.72,-10.67,-9.38,0.08,11.83,,0.55,0.42,9.96,0,0.0,0,0.0,,"6,021.77",13.92,-25.77,13.4,0,1.98,13.4,-0.06
EIMCOELECO,Eimco Elecon (India) Ltd.,,19.51,19.51,32.17,562.14,562.14,5.0,218.15,38.48,25.82,24.74,19.51,,17.63,11.83,11.33,8.94,3.47,4.43,3.07,0.0,34.32,,4.11,2.91,3.38,25.62,15.54,74.38,84.46,,185.34,1.47,8.35,1.54,74.37,0.6,1.54,0.06
EKC,Everest Kanto Cylinder Ltd.,,9.16,9.16,10.85,32.94,32.94,0.3,66.9,16.37,14.67,14.14,9.16,,24.46,21.93,21.14,13.68,27.8,38.26,14.97,0.3,1.13,,1.49,1.01,3.05,0,0.0,0,0.0,,924.61,1.23,5.03,1.17,0,2.38,1.17,0.12
ELECON,Elecon Engineering Company Ltd.,,3.23,3.23,7,73.03,73.03,0.4,70.98,13.8,10.03,5.19,3.23,,19.44,14.13,7.31,4.55,4.42,11.42,2.13,0.25,46.79,,1.29,1.05,4.52,0,0.0,0,0.0,,865.98,1.09,5.59,0.89,0,0.87,0.89,0.05
ELECTCAST,Electrosteel Castings Ltd.,,1,1,2.22,60.16,60.16,0.25,51.65,6.59,5.38,1.13,1,,12.76,10.41,2.18,1.93,1.66,6.4,0.87,0.49,45.11,,1.17,0.67,3.34,30.03,13.54,69.97,86.46,,"2,270.85",1.02,7.96,0.48,69.96,0.42,0.48,0.04
ELECTHERM,Electrotherm (India) Ltd.,,49.69,49.69,141.41,-711.77,-711.77,0.0,"1,983.35",180.57,88.85,49.69,49.69,,9.1,4.47,2.5,2.5,-6.98,112.04,3.33,-1.11,1.32,,0.59,0.31,3.39,0,0.0,0,0.0,,"1,051.79",0.42,4.57,0.06,0,-0.16,0.06,0.45
ELGIEQUIP,Elgi Equipments Ltd.,,3.32,3.32,4.43,25.74,25.74,0.8,34.72,5.65,4.54,4.42,3.32,,16.28,13.07,12.74,9.55,12.88,17.47,8.98,0.12,94.06,,2.05,1.65,7.94,0,0.0,0,0.0,,"5,968.83",5.43,33.31,5.48,0,7.39,5.48,0.02
ELGIRUBCO,Elgi Rubber Company Ltd.,,2.01,2.01,3.42,54.82,54.82,0.0,30.18,5.38,3.96,2.37,2.01,,17.81,13.11,7.86,6.64,3.65,6.29,2.58,0.29,38.94,,1.84,1.16,3.05,0,0.0,0,0.0,,190.57,1.26,7.08,0.88,0,0.49,0.88,0.08
EMAMILTD,Emami Ltd.,,10.68,10.68,18.81,39.58,39.58,8.0,58.09,21.31,13.19,12.92,10.69,,36.68,22.7,22.23,18.39,27,32.45,20.62,0.03,112.07,,1.83,1.29,9.59,74.84,42.52,25.16,57.48,,"21,415.33",8.29,22.6,8.39,25.15,12.32,8.39,0.02
EMMBI,Emmbi Industries Ltd.,,4.34,4.34,8.44,76.41,76.41,0.4,154.88,16.19,12.09,5.67,4.34,,10.45,7.8,3.66,2.8,5.67,9.75,2.33,0.91,0.87,,1.55,0.72,2.13,8.54,4.39,91.46,95.61,,270.47,0.99,9.44,0.54,91.45,1.1,0.54,0.05
ENDURANCE,Endurance Technologies Ltd.,,27.88,27.88,42.34,192.54,192.54,6.0,339.32,52.97,38.51,37.37,27.88,,15.61,11.34,11.01,8.21,14.48,19.76,11.4,0.02,138.84,,2.22,1.75,14.48,0,0.0,0,0.0,,"20,456.69",4.29,27.45,4.28,0,7.55,4.28,0.02
ENERGYDEV,Energy Development Company Ltd.,,-0.1,-0.1,0.46,33.73,33.73,0.0,2.39,0.98,0.41,-0.09,-0.1,,40.79,17.22,-3.87,-4.35,-0.3,1.07,-0.19,0.13,4.53,,1.5,1.49,16.89,0,0.0,0,0.0,,61.81,5.44,13.33,3.71,0,0.26,3.72,-0.01
ENGINERSIN,Engineers India Ltd.,,4.16,4.16,5.03,30.26,30.26,2.0,55.24,9.48,9.06,6.24,4.62,,17.15,16.4,11.29,8.35,15.25,29.78,5.92,0.0,70.91,,0.94,0.94,"1,669.73",68.06,62.43,31.94,37.57,,"3,072.00",0.99,5.77,1.39,31.93,2.55,1.39,0.06
ENIL,Entertainment Network India Ltd.,,-22.92,-22.92,-3.04,168.74,168.74,1.0,55.97,7.13,-12.76,-32.18,-22.92,,12.73,-22.79,-57.49,-40.95,-13.58,-6.07,-9.86,0.0,24.07,,3.37,3.37,0,-4.36,-32.94,104.36,132.94,,688.97,2.58,20.27,2.6,104.36,0.86,2.6,-0.16
EPL,EPL Ltd.,,4.85,4.84,7.69,23.28,23.28,4.1,26.65,8.83,5.99,5.52,4.85,,33.13,22.47,20.71,18.19,20.83,22.18,14.16,0.19,77.84,,1.46,1.07,9.47,84.57,53.33,15.43,46.67,,"7,555.66",8.99,27.12,8.84,15.42,10.12,8.84,0.02
EROSMEDIA,Eros International Media Ltd.,,-17.74,-17.74,-17.08,22.02,22.02,0.0,25.51,-4.48,-5.12,-16.53,-17.72,,-17.56,-20.05,-64.81,-69.46,-80.47,-11.25,-12.71,2.36,0.17,,0.57,0.56,0,0,0.0,0,0.0,,701.33,2.87,-16.33,0.98,0,1.14,0.98,-0.71
ESABINDIA,Esab India Ltd.,,38.52,38.52,46.13,168.43,168.43,44.0,444.84,60.2,52.59,52.33,38.53,,13.53,11.82,11.76,8.66,22.87,30.41,15.27,0.0,176.35,,2.39,1.78,9.32,231.06,192.95,-131.06,-92.95,,"2,719.72",3.97,29.35,4.03,-131.06,10.65,4.03,0.02
ESSARSHPNG,Essar Shipping Ltd.,,-14.39,-14.39,-8.96,-147.19,-147.19,0.0,8.07,1.29,-4.15,-14.36,-14.39,,15.95,-51.45,-178.06,-178.44,0,7.2,-20.16,-0.61,0.11,,0.2,0.19,0,0,0.0,0,0.0,,"2,002.66",12,75.2,0.97,0,-0.05,0.97,-1.84
ESSENTIA,Integra Essentia Ltd.,,-0.17,-0.17,-0.12,-8.31,-8.31,0.0,0,-0.04,-0.09,-0.17,-0.17,,0,0,0,0,0,1.13,-385.7,-0.95,0.0,,0.01,0.01,2,0,0.0,0,0.0,,42.22,0,-260.28,0,0,-0.45,0,-0.04
ESTER,Ester Industries Ltd.,,17.04,17.04,21.26,61.95,61.95,3.4,118.92,29.23,25.01,22.78,17.04,,24.57,21.02,19.15,14.32,27.5,30.62,16.45,0.33,114.85,,1.93,1.18,7.26,23.47,18.81,76.53,81.19,,"1,120.45",1.13,4.6,0.98,76.52,1.89,0.98,0.15
EVEREADY,Eveready Industries India Ltd.,,-42.53,-42.53,-38.78,34.27,34.27,0.0,171.83,31.49,27.74,-66.05,-42.53,,18.32,16.14,-38.43,-24.75,-124.1,40.57,-30.2,1.36,122.05,,0.91,0.44,5.09,0,0.0,0,0.0,,"2,225.23",1.78,9.72,1.57,0,7.9,1.57,-0.16
EVERESTIND,Everest Industries Ltd.,,36.83,36.83,53.02,326.18,326.18,7.5,775.91,78.06,61.87,59.37,36.83,,10.06,7.97,7.65,4.74,11.29,17.87,6.18,0.0,130.37,,1.25,0.59,4.75,2.71,1.88,97.29,98.12,,315.16,0.26,2.58,0.37,97.28,0.88,0.37,0.13
EXCEL,Excel Realty N Infra Ltd.,,-0.04,-0.04,-0.01,18.18,18.18,0.0,0.8,0,-0.02,-0.03,-0.04,,0.01,-2.79,-3.48,-4.6,-0.2,-0.12,-0.19,0.0,4.26,,8.89,8.84,33.27,0,0.0,0,0.0,,21.72,2.88,"15,546.22",2.99,0,0.13,3,-0.02
EXCELINDUS,Excel Industries Ltd.,,55.84,55.84,77.44,569.47,569.47,11.25,596.21,102.65,81.05,79.31,55.84,,17.21,13.59,13.3,9.36,9.8,12.79,7.36,0.01,78.6,,2.04,1.6,10.87,0,0.0,0,0.0,,"1,011.55",1.35,7.84,1.41,0,1.48,1.41,0.07
EXPLEOSOL,Expleo Solutions Ltd.,,44.14,44.14,49.78,156.03,156.03,0.0,293.5,67.64,62,60.97,44.14,,23.04,21.12,20.77,15.04,28.29,38.09,19.83,0.0,131.86,,3.03,3.03,0,0,0.0,0,0.0,,428.47,1.42,6.18,1.76,0,3.31,1.76,0.09
FACT,Fertilisers and Chemicals Travancore Ltd.,,5.44,5.44,5.79,-2.7,-2.7,0.0,50.36,9.58,9.23,5.44,5.44,,19.02,18.32,10.8,10.8,-201.15,915.09,10.45,-0.09,1.09,,0.88,0.72,2.58,0,0.0,0,0.0,,"5,446.81",1.67,8.79,2.18,0,-40.57,2.18,0.05
FCL,Fineotex Chemical Ltd.,,3.25,3.25,3.38,16.35,16.35,0.3,11.69,4.22,4.09,4.06,3.25,,36.09,35,34.75,27.79,19.87,24.85,16.91,0.02,0.67,,3.57,2.85,4.27,0,0.0,0,0.0,,720.93,5.57,15.42,5.63,0,4.02,5.63,0.05
FCSSOFT,FCS Software Solutions Ltd.,,-0.07,-0.07,-0.04,1.74,1.74,0.0,0.2,0.06,0.03,-0.06,-0.07,,28.04,14.33,-31.06,-33.29,-3.76,1.48,-3.35,0.08,0.1,,2.02,2.02,0,0,0.0,0,0.0,,138.68,4.12,14.69,3.45,0,0.39,3.45,-0.1
FDC,FDC Ltd.,,17.32,17.32,19.67,102.02,102.02,0.0,78.52,24.97,22.74,22.54,17.45,,31.79,28.96,28.7,22.21,17.09,22.04,15.15,0.0,0.71,,4.57,3.52,1.64,0,0.0,0,0.0,,"4,796.38",3.62,11.38,3.64,0,2.8,3.64,0.06
FEDDERELEC,Fedders Electric and Engineering Ltd.,,-15.9,-15.9,-10.74,-204.44,-202.4,0.0,5.13,-9.08,-14.24,-16.51,-15.9,,-176.93,-277.51,-321.85,-309.86,0,7.2,-8.69,-1.13,0.03,,0.37,0.35,0.61,0,0.0,0,0.0,,0,0,0,0,0,0.0,0,0.0
FEDERALBNK,Federal Bank Ltd.,,7.97,7.94,8.49,80.75,80.77,0.7,68.92,7.97,,"10,925,907.16","1,262,942.58","241,838,533.59",,"108,159,609.28","12,502,337.26","2,394,049,382.86",,1.91,34,11.55,-2.57,0.78,9.86,2.74,37.49,6.83,0.96,-0.17,1.83,4.08,,"189,186.78",13.75,0.94,1.1,100.0,0.11,
FIEMIND,FIEM Industries Ltd.,,35.81,35.81,79.19,435.78,435.78,16.0,927.77,104.22,60.84,49.58,35.81,,11.23,6.55,5.34,3.85,8.21,12.11,5.08,0.04,131.87,,1.22,0.78,10.44,8.37,3.78,91.63,96.22,,645.8,0.53,4.71,0.6,91.62,1.28,0.6,0.06
FILATEX,Filatex India Ltd.,,7.51,7.47,10.15,34.5,34.5,0.4,100.86,16.16,13.52,10.85,7.51,,16.02,13.4,10.75,7.44,21.76,21.18,9.18,0.72,1.3,,1.34,0.7,7.35,0,0.0,0,0.0,,"1,993.18",0.89,5.59,0.66,0,1.94,0.66,0.11
FINCABLES,Finolex Cables Ltd.,,18.5,18.5,21.04,192.92,192.92,5.5,180.98,28.23,25.69,25.64,18.5,,15.6,14.19,14.16,10.21,9.58,13.09,8.69,0.0,85.12,,9.35,6.33,3.66,29.73,26.13,70.27,73.87,,"5,771.69",2.09,13.37,2.1,70.26,1.97,2.1,0.05
FINEORG,Fine Organics Industries Ltd.,,37.49,37.49,52.74,240.98,240.98,11.0,365.72,68.2,52.94,50.96,37.49,,18.64,14.47,13.93,10.24,15.55,20.29,12.02,0.08,117.36,,3.95,3.25,10.29,8,5.68,92,94.32,,"6,794.94",6.06,32.5,6.24,91.99,9.47,6.24,0.02
FLEXITUFF,Flexituff Ventures International  Ltd.,,-23.2,-23.2,6.03,58.62,58.62,0.0,348.79,26.44,-2.79,-32.09,-23.2,,7.58,-0.79,-9.2,-6.65,-39.57,-3.97,-5.32,2.34,80.03,,0.57,0.43,6.65,0,0.0,0,0.0,,369.88,0.43,5.62,0.05,0,0.31,0.05,-1.29
FSL,Firstsource Solutions Ltd.,,5.38,5.2,6.41,31.2,31.2,3.0,19.03,7.48,6.33,6.11,5.27,,39.28,33.26,32.1,27.67,16.88,18.53,13.94,0.0,50.39,,2.8,2.8,0,55.57,45.64,44.43,54.36,,"7,921.92",5.98,15.22,5.98,44.42,3.65,5.99,0.05
GABRIEL,Gabriel India Ltd.,,4.2,4.2,7.15,48.48,48.48,0.9,117.99,8.83,5.88,5.42,4.2,,7.48,4.98,4.59,3.55,8.65,11.42,5.04,0.0,1.56,,1.7,1.27,7.04,25.02,14.69,74.98,85.31,,"1,391.34",0.82,10.97,0.87,74.97,2.13,0.87,0.04
GAIL,GAIL India Ltd.,,10.85,10.85,15.31,104.97,104.97,5.0,127.76,19.03,14.73,14.38,11.01,,14.89,11.53,11.25,8.62,10.49,10.53,6.67,0.12,77.38,,0.86,0.63,21.79,45.75,32.91,54.25,67.09,,"64,393.24",1.14,7.62,1.06,54.24,1.29,1.06,0.08
GALAXYSURF,Galaxy Surfactants Ltd.,,50.17,50.17,64.22,286.83,286.83,18.0,516.36,83.92,69.87,67.51,50.17,,16.25,13.53,13.07,9.71,17.49,22.22,11.41,0.14,117.52,,1.62,1.01,6.77,27.9,21.8,72.1,78.2,,"9,174.74",5.01,30.84,4.95,72.09,8.91,4.95,0.02
GALLANTT,Gallantt Ispat Ltd.,,6.98,6.98,8.91,66.84,66.84,0.0,123.84,13.94,12.01,10.82,6.98,,11.25,9.7,8.73,5.63,10.44,17.3,7.7,0.21,136.7,,1.22,0.43,7.34,0,0.0,0,0.0,,460.95,0.46,4.07,0.35,0,0.65,0.35,0.16
GANDHITUBE,Gandhi Special Tubes Ltd.,,27.98,27.98,30.54,133.1,133.1,9.0,87.88,39.41,36.86,36.82,27.98,,44.84,41.94,41.89,31.84,21.02,26.23,18.78,0.0,59.0,,10.84,8.92,5.41,32.16,29.47,67.84,70.53,,340.8,3,6.69,3.03,67.83,2.0,3.03,0.11
GANECOS,Ganesha Ecosphere Ltd.,,20.7,20.7,33.14,237.67,237.67,2.0,344.09,43.74,31.3,27.31,20.7,,12.71,9.09,7.93,6.01,8.7,11.77,6.03,0.23,100.34,,2.22,1.19,4.35,9.66,6.03,90.34,93.97,,"1,397.76",1.86,14.64,1.71,90.33,2.47,1.71,0.04
GANESHHOUC,Ganesh Housing Corporation Ltd.,,-9.53,-9.53,-9.18,132.89,132.89,0.0,0.86,0.05,-0.3,-9.34,-9.53,,6.08,-34.74,"-1,087.87","-1,110.71",-7.17,-0.19,-4.78,0.28,0.0,,2.47,2.38,0,0,0.0,0,0.0,,447.46,105.92,"1,741.94",65.49,0,0.42,65.5,-0.17
GARFIBRES,Garware Technical Fibres Ltd.,,72.87,72.87,85.01,408.07,408.07,2.5,493.38,113.14,103.13,98.3,75,,22.93,20.9,19.92,15.2,18.37,23.91,11.68,0.12,76.89,,1.8,1.4,5.74,0,0.0,0,0.0,,"5,339.19",5.25,22.89,5.21,0,6.3,5.21,0.03
GEECEE,GeeCee Ventures Ltd.,,6.03,6.03,6.75,221.06,221.06,1.9,19.94,8.76,8.04,8.04,6.03,,43.92,40.31,40.31,30.22,2.72,3.58,2.43,0.0,8.05,,7.09,4.83,0.38,0,0.0,0,0.0,,208.05,4.99,11.36,5.06,0,0.46,5.06,0.06
GEEKAYWIRE,Geekay Wires Ltd.,,6.03,6.03,8.99,38.58,43.05,4.1,162.85,17.03,14.07,8.45,6.03,,10.45,8.64,5.18,3.7,15.63,16.75,4.46,2.06,120.54,,1.77,0.89,3.6,33.16,22.25,66.84,77.75,,159.14,0.93,8.94,0.48,66.83,2.01,0.48,0.08
GENESYS,Genesys International Corporation Ltd.,,-11.97,-11.6,-8.81,82.81,82.81,0.0,25.48,0.2,-2.94,-12.8,-11.96,,0.79,-11.54,-50.25,-46.92,-14.43,-3.38,-12.27,0.02,26.16,,2.98,2.98,0,0,0.0,0,0.0,,322.23,4.05,507.04,4.02,0,1.24,4.02,-0.12
GENUSPOWER,Genus Power Infrastructures Ltd.,,1.99,1.99,2.83,36.31,36.31,0.5,23.65,5,4.15,3.2,1.99,,21.14,17.56,13.54,8.4,5.47,10.78,3.66,0.21,0.43,,2.68,2.24,2.16,4.49,3.15,95.51,96.85,,"1,319.05",2.17,10.25,2.04,95.5,1.33,2.04,0.04
GEOJITFSL,Geojit Financial Services Ltd.,,4.78,4.78,5.7,18.99,18.99,3.5,16.91,7.43,6.5,6.37,4.78,,43.91,38.43,37.68,28.24,25.15,31.98,11.88,0.03,42.09,,1.82,1.82,0,31.39,26.29,68.61,73.71,,667.01,1.65,3.77,2.97,68.6,2.65,2.97,0.1
GEPIL,GE Power India Ltd.,,9.94,9.94,17.39,144.52,144.52,1.0,497.25,36.98,29.54,14.14,9.94,,7.43,5.93,2.84,1.99,6.87,16.3,1.67,0.32,0.91,,1.23,1.16,9.4,10.05,5.74,89.95,94.26,,"2,017.64",0.6,8.12,0.58,89.94,1.98,0.58,0.03
GESHIP,Great Eastern Shipping Company Ltd.,,70.09,69.96,99.94,414.91,414.91,9.0,181.95,117.84,87.99,72.52,70.09,,64.76,48.35,39.85,38.52,16.89,13.21,9.49,0.53,24.65,,3.44,3.33,22,3.85,2.7,96.15,97.3,,"5,982.76",2.24,3.45,1.72,96.14,0.75,1.72,0.22
GHCL,Gujarat Heavy Chemicals Ltd.,,32.62,32.54,46.64,263.32,263.32,5.5,297.14,67.97,53.95,44.46,32.63,,22.87,18.15,14.96,10.98,12.39,15.33,7.76,0.24,70.73,,1.7,0.56,3.81,0,0.0,0,0.0,,"2,746.47",0.97,4.25,0.77,0,0.87,0.77,0.14
