Symbol,Company Name,Per Share Ratios,Basic EPS (Rs.),Diluted EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),Revenue from Operations/Share (Rs.),PBDIT/Share (Rs.),PBIT/Share (Rs.),PBT/Share (Rs.),Net Profit/Share (Rs.),Profitability Ratios,PBDIT Margin (%),PBIT Margin (%),PBT Margin (%),Net Profit Margin (%),Return on Networth / Equity (%),Return on Capital Employed (%),Return on Assets (%),Total Debt/Equity (X),Asset Turnover Ratio (%),Liquidity Ratios,Current Ratio (X),Quick Ratio (X),Inventory Turnover Ratio (X),Dividend Payout Ratio (NP) (%),Dividend Payout Ratio (CP) (%),Earnings Retention Ratio (%),Cash Earnings Retention Ratio (%),Valuation Ratios,Enterprise Value (Cr.),EV/Net Operating Revenue (X),EV/EBITDA (X),MarketCap/Net Operating Revenue (X),Retention Ratios (%),Price/BV (X),Price/Net Operating Revenue,Earnings Yield
DEN,Den Networks Ltd.,,1.81,1.81,5.3,57.03,57.03,0.0,25.07,6.74,3.25,2.6,1.81,,26.87,12.95,10.36,7.21,3.17,5.36,2.33,0.08,32.37,,3.27,3.27,0,0,0.0,0,0,,-628.18,-0.53,-1.96,1.18,0,0.52,1.18,0.06
DENORA,De Nora India Ltd.,,15.31,15.31,20.19,115.53,115.53,0.0,90.94,24.39,19.5,19.5,15.31,,26.81,21.44,21.44,16.83,13.25,16.85,10.8,0.01,64.19,,4.48,2.6,1.86,0,0.0,0,0,,55.66,1.15,4.3,1.44,0,1.13,1.44,0.12
DHAMPURSUG,Dhampur Sugar Mills Ltd.,,31.84,31.84,43.15,206.94,206.94,6.0,510.84,59.55,48.2,30.55,31.81,,11.65,9.43,5.97,6.22,15.37,17.27,5.5,1.19,88.33,,1.08,0.27,2.12,34.07,25.11,65.93,74.89,,"2,175.63",0.64,5.5,0.16,65.92,0.4,0.16,0.38
DHANBANK,Dhanlaxmi Bank Ltd.,,2.6,2.6,3.13,27.18,32.68,0.0,39.03,2.6,,"5,761,900.23","383,771.88","101,517,901.40",,"39,983,388.66","2,663,097.17","704,460,255.06",,1.36,29.8,6.66,-4.76,0.53,9.56,3.04,38.18,8.05,0.92,-0.38,2.64,5.0,,"10,736.97",10.87,0.3,0.21,100,0.32,
DHANUKA,Dhanuka Agritech Ltd.,,29.73,29.73,33.17,148.74,148.74,12.0,235.42,41.73,38.29,37.97,29.73,,17.72,16.26,16.12,12.63,19.98,24.79,15.17,0.01,120.13,,3.37,2.11,4.48,42.37,37.98,57.63,62.02,,"1,521.34",1.36,7.66,1.37,57.62,2.18,1.37,0.09
DHUNINV,Dhunseri Investments Ltd.,,16.63,16.63,16.74,485.85,485.85,1.5,19.14,17.81,17.7,17.7,16.63,,93.03,92.46,92.46,86.89,3.42,3.62,3.4,0,3.91,,827.9,827.9,0,0,0.0,0,0,,66.53,5.7,6.13,6.17,0,0.24,6.17,0.14
DIVISLAB,Divis Laboratories Ltd.,,51.71,51.71,58.72,275.63,275.63,16.0,200.06,75.54,68.54,68.31,51.71,,37.76,34.25,34.14,25.84,18.76,23.9,16.12,0,62.37,,5.16,3.23,3.04,61.88,54.5,38.12,45.5,,"52,685.78",9.92,26.27,9.93,38.11,7.21,9.93,0.03
DLINKINDIA,D-Link India Ltd.,,9.6,9.6,10.78,63.9,63.9,1.5,204.34,13.52,12.33,13.51,9.6,,6.61,6.03,6.61,4.69,15.02,18.92,9.44,0,201.05,,2.46,1.69,7.29,15.62,13.91,84.38,86.09,,205.22,0.28,4.28,0.3,84.37,0.95,0.3,0.16
DMART,Avenue Supermarts Ltd.,,21.49,21.33,26.08,171.91,171.91,0.0,380.92,33.74,28.49,27.52,20.84,,8.85,7.47,7.22,5.47,12.12,16.24,11.17,0.0,204.19,,3.18,0.53,12.92,0.0,0.0,0.0,0.0,,"142,466.23",5.77,65.19,5.78,0.0,12.8,5.78,0.01
DNAMEDIA,Diligent Media Corporation Ltd.,,-5.5,-5.5,-5.5,-45.31,-45.31,0.0,0.11,0.01,0.01,0.01,-5.5,,7.84,7.84,7.84,"-5,112.86",0,-0.1,-15.98,-1.62,0.31,,0.22,0.22,0.78,0,0.0,0,0,,863.16,681.54,"8,692.50",3.07,0,-0.01,3.07,-16.67
DONEAR,Donear Industries Ltd.,,2.3,2.3,4.06,23.52,23.52,0.2,105.37,9.97,8.21,3.55,2.3,,9.46,7.78,3.36,2.18,9.76,30.7,2.49,2.14,114.26,,1.11,0.52,2.72,8.7,4.92,91.3,95.08,,357.57,0.65,6.9,0.2,91.29,0.9,0.2,0.11
DPSCLTD,DPSC Ltd.,,0.11,0.11,0.47,16.06,16.06,0.05,4.94,0.82,0.52,0.29,0.17,,16.58,10.53,5.91,3.46,1.06,2.48,0.64,0.19,18.7,,1.21,1.2,66.1,16.53,6.02,83.47,93.98,,838.44,1.74,10.51,1.24,83.46,0.38,1.24,0.03
DRREDDY,Dr Reddys Laboratories Ltd.,,177.23,176.88,224.24,914.07,914.07,25.0,713.02,217.38,169.89,167.02,176.76,,30.48,23.82,23.42,24.78,19.33,18.46,15.08,0.07,60.84,,2.42,1.89,5.41,13.32,10.5,86.68,89.5,,"52,829.90",4.46,14.62,4.37,86.67,3.41,4.37,0.06
DSSL,Dynacons Systems and Solutions Ltd.,,6.67,6.67,7.79,39.46,39.46,0.5,357.51,18.17,17.05,8.78,6.67,,5.08,4.76,2.45,1.86,16.9,39.92,5,1.02,268.48,,1.42,1.32,37.61,7.49,6.42,92.51,93.58,,33.54,0.1,2.01,0.04,92.5,0.36,0.04,0.46
DTIL,Dhunseri Tea & Industries Ltd.,,94.93,94.93,107.27,951.78,951.78,2.5,253.22,-1.68,-14.02,123.95,94.93,,-0.66,-5.53,48.95,37.49,9.97,-1.38,8.43,0.07,22.51,,2.02,1.68,6.72,5.26,4.66,94.74,95.34,,115.13,0.65,-97.67,0.43,94.73,0.11,0.43,0.87
DUCON,Ducon Infratechnologies Ltd.,,0.08,0.08,0.59,7.59,7.59,0.0,36.39,1.67,1.62,0.59,0.54,,4.57,4.44,1.61,1.48,7.11,19.13,2.04,1.55,137.99,,1.39,1.39,0,0,0.0,0,0,,141.68,0.37,8.13,0.07,0,0.32,0.07,0.22
DVL,Dhunseri Ventures Ltd.,,5.09,5.09,5.5,240.62,240.62,0.5,5.1,6.73,6.33,4.76,5.09,,132.15,124.2,93.4,99.89,2.11,2.48,1.97,0.06,1.97,,20.53,20.53,0,78.55,72.76,21.45,27.24,,188.39,10.55,7.98,9.27,21.44,0.2,9.27,0.11
DWARKESH,Dwarikesh Sugar Industries Ltd.,,3.9,3.9,5.86,25.69,25.69,1.0,70.96,7.51,5.56,3.8,3.9,,10.58,7.82,5.35,5.49,15.18,14.89,4.56,1.35,83.02,,1.21,0.21,1.46,51.27,34.13,48.73,65.87,,962.03,0.72,6.8,0.23,48.72,0.64,0.23,0.24
DYNAMATECH,Dynamatic Technologies Ltd.,,-327.66,-327.66,-274.21,486.37,486.37,0.0,898.47,250.66,197.21,-341.18,-327.67,,27.89,21.94,-37.97,-36.46,-67.36,17.59,-19.64,1.53,53.87,,1.07,0.74,4.98,0,0.0,0,0,,741.48,1.3,4.67,0.54,0,1,0.54,-0.68
DYNPRO,Dynemic Products Ltd.,,21.06,21.06,24.31,112.21,112.21,1.5,160.9,32.74,29.73,28.35,21.3,,20.34,18.47,17.61,13.23,18.98,15.8,9.65,0.8,72.94,,3.67,2.68,5.01,7.04,6.17,92.96,93.83,,205.03,1.12,5.53,0.71,92.95,1.02,0.71,0.19
EASTSILK,Eastern Silk Industries Ltd.,,0.13,0.13,0.86,-2.95,-2.95,0.0,13.07,1,0.28,0.13,0.13,,7.67,2.1,1.02,1.02,-4.52,-25.67,0.6,-5.72,59.71,,0.42,0.21,2.75,0,0.0,0,0,,144.76,1.4,18.28,0.06,0,-0.24,0.06,0.19
ECLERX,eClerx Services Ltd.,,33.05,33.05,45.47,300.49,300.49,1.0,302.89,79.61,67.55,49.57,33.41,,26.28,22.3,16.36,11.03,11.11,19.76,8.15,0,73.88,,3.85,3.85,0,3.6,2.65,96.4,97.35,,"1,134.81",1.01,3.85,1.21,96.39,1.22,1.21,0.09
EDELWEISS,Edelweiss Financial Services Ltd.,,0.93,0.92,0.96,38.84,38.84,1.4,2.49,1.29,1.26,0.89,0.93,,51.99,50.53,35.94,37.31,2.39,3.15,2.24,0.04,6.01,,25.68,25.68,0,32.27,31.06,67.73,68.94,,"3,537.82",15.98,30.74,15.33,67.72,0.98,15.33,0.02
EIHAHOTELS,EIH Associated Hotels Ltd.,,12.46,12.46,17.7,113.29,113.29,0.0,81.75,19.5,14.26,14.11,12.46,,23.85,17.44,17.26,15.24,10.99,11.31,8.49,0,55.76,,2.22,2.04,21.94,36.11,25.42,63.89,74.58,,600.41,2.41,10.1,2.57,63.88,1.85,2.57,0.06
EIHOTEL,EIH Ltd.,,2.18,2.18,4.53,51.07,51.07,0.0,23.62,5.41,3.07,1.91,2.18,,22.91,12.97,8.07,9.21,4.26,5.19,3.18,0.13,34.5,,0.61,0.52,25.83,0,0.0,0,0,,"4,122.16",3.05,13.32,2.79,0,1.29,2.79,0.03
EIMCOELECO,Eimco Elecon (India) Ltd.,,16.31,16.31,26.42,547.64,547.64,5.0,187.07,28.69,18.57,17.69,16.31,,15.33,9.92,9.45,8.71,2.97,3.26,2.68,0.01,30.79,,4.99,2.59,2.05,42.92,26.49,57.08,73.51,,107.91,1,6.52,1.04,57.07,0.36,1.04,0.08
EKC,Everest Kanto Cylinder Ltd.,,1.42,1.42,3.46,23.78,23.78,0.0,43.63,7.3,5.26,2.31,1.42,,16.73,12.06,5.3,3.24,5.96,18.28,2.48,0.44,76.6,,1.04,0.7,4.51,0,0.0,0,0,,220.89,0.45,2.7,0.25,0,0.46,0.25,0.13
ELECON,Elecon Engineering Company Ltd.,,6.45,6.45,10.35,69.72,69.72,0.2,74.49,10.21,6.32,0.11,6.45,,13.71,8.48,0.15,8.66,9.25,7.46,3.94,0.43,45.51,,1.15,0.9,3.66,3.09,1.93,96.91,98.07,,524.19,0.63,4.57,0.26,96.9,0.27,0.26,0.34
ELECTCAST,Electrosteel Castings Ltd.,,2.36,2.36,3.5,58.86,58.86,0.3,57.28,9.15,7.93,2.85,2.28,,15.97,13.84,4.98,3.97,3.86,9.47,1.97,0.51,49.74,,1.15,0.7,4.04,0,0.0,0,0,,"1,639.57",0.66,4.14,0.16,0,0.16,0.16,0.25
ELECTHERM,Electrotherm (India) Ltd.,,35.31,35.31,137.34,-762.5,-762.5,0.0,"2,226.34",124.59,22.56,35.31,35.31,,5.59,1.01,1.58,1.58,-4.63,9.84,2.34,-1.29,1.41,,0.64,0.34,3.73,0,0.0,0,0,,"1,320.47",0.47,8.32,0.04,0,-0.11,0.04,0.41
ELGIEQUIP,Elgi Equipments Ltd.,,6.34,6.34,8.65,44.81,44.81,1.65,68.23,10.65,8.34,8.07,6.34,,15.6,12.21,11.82,9.28,14.14,18.36,10.02,0.14,107.97,,1.82,1.36,8.3,49.53,36.28,50.47,63.72,,"1,825.98",1.69,10.82,1.64,50.46,2.5,1.64,0.06
ELGIRUBCO,Elgi Rubber Company Ltd.,,1.16,1.16,2.69,52.81,52.81,0.16,37.14,3.38,1.85,1.23,1.16,,9.11,4.99,3.3,3.11,2.19,2.97,1.44,0.39,46.46,,1.66,0.96,3.01,13.81,5.95,86.19,94.05,,137.91,0.74,8.14,0.3,86.18,0.21,0.3,0.1
EMAMILTD,Emami Ltd.,,6.37,6.37,13.58,39.76,39.76,4.0,52.74,15.14,7.94,7.46,6.38,,28.7,15.06,14.13,12.09,16.04,19.42,11.87,0.09,98.15,,1.35,0.96,10.58,125.6,59.02,-25.6,40.98,,"7,805.02",3.27,11.38,3.22,-25.6,4.28,3.22,0.04
EMMBI,Emmbi Industries Ltd.,,8.27,8.27,12.21,72.57,72.57,0.4,171.81,21.24,17.3,10.55,8.27,,12.36,10.06,6.14,4.81,11.39,16.11,4.89,0.84,101.81,,1.39,0.66,3.86,0,0.0,0,0,,184.25,0.61,4.9,0.26,0,0.63,0.26,0.18
ENDURANCE,Endurance Technologies Ltd.,,30.41,30.41,44.57,164.7,164.7,5.5,351.09,55.35,41.18,40.41,30.41,,15.76,11.72,11.51,8.66,18.46,24.59,14.33,0.06,165.56,,1.53,1.11,18.58,36.17,24.68,63.83,75.32,,"8,457.81",1.71,10.86,1.71,63.82,3.64,1.71,0.05
ENERGYDEV,Energy Development Company Ltd.,,-0.63,-0.63,-0.05,33.81,33.81,0.5,2.27,0.46,-0.11,-0.58,-0.63,,20.49,-5,-25.47,-27.9,-1.87,-0.3,-1.22,0.11,4.37,,1.48,1.47,14.95,-79.01,-918.05,179.01,"1,018.05",,37.83,3.51,17.13,1.96,179.01,0.13,1.96,-0.14
ENGINERSIN,Engineers India Ltd.,,6.81,6.81,7.19,37.12,37.12,5.15,50.69,11.09,10.72,10.69,6.81,,21.88,21.14,21.08,13.43,18.34,28.69,8.55,0,63.69,,1.49,1.48,483.92,76.71,72.68,23.29,27.32,,"1,072.12",0.33,1.53,1.18,23.28,1.62,1.18,0.11
ENIL,Entertainment Network India Ltd.,,3.05,3.05,23.84,192.62,192.62,1.0,113.4,28.59,7.8,3.95,3.05,,25.2,6.88,3.47,2.69,1.58,3.24,1.11,0,41.33,,2.57,2.57,0,32.74,4.19,67.26,95.81,,570.03,1.05,4.18,1.06,67.25,0.62,1.06,0.03
EPL,EPL Ltd.,,3.35,3.35,6.43,22.08,22.08,3.3,25.46,7.98,4.9,3.97,3.35,,31.35,19.25,15.59,13.16,15.18,18.37,9.8,0.2,74.49,,1.71,1.36,9.69,74.53,38.83,25.47,61.17,,"4,891.41",6.09,19.42,6.07,25.46,7,6.07,0.02
EROSMEDIA,Eros International Media Ltd.,,-121.48,-121.48,-120.52,39.72,39.72,0.0,69.96,-2.13,-2.99,-144.08,-121.38,,-3.05,-4.27,-205.95,-173.5,-305.61,-6.65,-75.65,1.3,0.29,,0.52,0.52,0,0,0.0,0,0,,539.7,0.81,-26.44,0.12,0,0.22,0.12,-14.16
ESABINDIA,Esab India Ltd.,,46.4,46.4,54.57,219.46,219.46,70.0,456.78,71.68,63.51,63.18,46.4,,15.69,13.9,13.83,10.15,21.14,28.34,15.54,0,153.01,,3.15,2.46,8.97,0,0.0,0,0,,"1,553.82",2.21,14.08,2.35,0,4.9,2.35,0.04
ESSARSHPNG,Essar Shipping Ltd.,,-142.69,-142.69,-137.36,-132.81,-132.81,0.0,26.02,7.12,1.79,-142.64,-142.69,,27.35,6.86,-548.28,-548.48,0,-4.79,-186.05,-0.72,33.92,,0.24,0.24,53.85,0,0.0,0,0,,"2,083.96",3.87,14.15,0.21,0,-0.04,0.21,-26.38
ESSENTIA,Integra Essentia Ltd.,,-3.69,-3.69,-3.27,-8.14,-8.14,0.0,0,-0.05,-0.47,-3.69,-3.69,,0,0,0,0,0,5.72,"-3,812.13",-0.96,0.0,,0.01,0.01,0,0,0.0,0,0,,33.83,0,-175.72,0,0,-0.18,0,-2.47
ESTER,Ester Industries Ltd.,,11.93,11.93,16.16,48.94,48.94,2.5,124.55,23.78,19.55,16.62,11.93,,19.09,15.69,13.34,9.57,24.37,30.7,14.39,0.32,150.3,,1.78,1.09,9.41,4.19,3.09,95.81,96.91,,319.58,0.31,1.61,0.19,95.8,0.49,0.19,0.5
EVEREADY,Eveready Industries India Ltd.,,24.7,24.7,28.69,76.65,76.65,0.0,166.59,23.09,19.11,30.28,24.7,,13.86,11.46,18.17,14.82,32.23,18.74,14.22,0.49,95.95,,1.57,1.17,5.76,0,0.0,0,0,,626.51,0.52,3.73,0.3,0,0.65,0.3,0.5
EVERESTIND,Everest Industries Ltd.,,8.99,8.99,24.17,290.75,290.75,1.0,821,33.37,18.19,13.69,8.99,,4.06,2.21,1.66,1.09,3.09,5.29,1.65,0.15,151.48,,1.35,0.35,4.13,83.46,31.03,16.54,68.97,,271.29,0.21,5.2,0.16,16.53,0.46,0.16,0.07
EXCEL,Excel Realty N Infra Ltd.,,0.01,0.01,0.04,18.21,18.21,0.0,1,0.05,0.02,0.02,0.01,,4.95,2.08,1.57,1.45,0.07,0.11,0.07,0,5.35,,41.9,41.9,0,0,0.0,0,0,,7.41,0.79,15.89,0.9,0,0.05,0.9,0.02
EXCELINDUS,Excel Industries Ltd.,,74.36,74.36,92.48,478.22,478.22,10.0,558.83,109.41,91.29,89.26,74.36,,19.57,16.33,15.97,13.3,15.54,17,11.36,0.04,85.38,,1.81,1.29,9.04,38.66,31.08,61.34,68.92,,564.94,0.8,4.11,0.8,61.33,0.93,0.8,0.17
EXPLEOSOL,Expleo Solutions Ltd.,,33.73,33.73,39.75,112.42,112.42,0.0,262.78,54.27,48.62,47.54,34.09,,20.65,18.5,18.08,12.97,30.32,40.55,19.01,0,146.53,,2.35,2.35,0,0,0.0,0,0,,79.58,0.3,1.43,0.56,0,1.3,0.56,0.23
FACT,Fertilisers and Chemicals Travancore Ltd.,,15.08,15.08,15.35,-7.6,-7.6,0.0,42.81,4.8,4.52,15.08,15.08,,11.21,10.56,35.21,35.21,-198.3,47.71,37.33,-1.89,106.02,,1.1,0.82,4.92,0,0.0,0,0,,"2,335.67",0.84,7.52,0.75,0,-4.25,0.75,0.47
FCL,Fineotex Chemical Ltd.,,0.97,0.97,1.07,13.25,13.25,0.05,11.58,2.79,2.69,1.53,0.97,,24.1,23.23,13.21,8.36,7.3,20.22,6.28,0.02,75.16,,3.29,2.74,9.96,5.16,4.68,94.84,95.32,,165.02,1.28,5.31,1.28,94.83,1.12,1.28,0.07
FCSSOFT,FCS Software Solutions Ltd.,,-0.06,-0.06,-0.03,1.75,1.75,0.0,0.22,0.01,-0.02,-0.06,-0.06,,3.9,-10.31,-26.41,-28.63,-3.52,-1.14,-3.13,0.09,10.94,,1.77,1.77,0,0,0.0,0,0,,95.41,2.59,66.24,1.9,0,0.23,1.9,-0.15
FDC,FDC Ltd.,,14.34,14.34,16.62,90.18,90.18,0.8,77.85,21.42,19.24,19.04,14.43,,27.51,24.7,24.45,18.53,16,21.06,13.66,0,73.72,,3.77,2.92,6.35,5.55,4.82,94.45,95.18,,"3,321.60",2.5,9.07,2.52,94.44,2.17,2.52,0.07
FEDDERELEC,Fedders Electric and Engineering Ltd.,,-16.33,-16.33,-11.15,-188.59,-186.55,0.0,20.75,-8.54,-13.72,-16.63,-16.33,,-41.13,-66.12,-80.14,-78.69,0,7.57,-8.54,-1.18,0.1,,0.39,0.37,1.91,0,0.0,0,0,,0,0,0,0,0,0,0,0.0
FEDERALBNK,Federal Bank Ltd.,,7.76,7.7,8.34,72.83,72.86,0.0,66.3,7.74,,"10,571,985.76","1,234,619.96","219,716,709.11",,"104,598,205.86","12,215,210.61","2,173,855,896.28",,1.8,30.71,11.67,-2.94,0.85,10.63,2.57,33.26,7.31,1.06,-0.21,1.86,4.73,,"164,667.48",12.46,0.56,0.62,100,0.19,
FIEMIND,FIEM Industries Ltd.,,59.98,59.98,100.04,401.96,401.96,13.0,"1,046.35",120.36,80.3,66.2,59.98,,11.5,7.67,6.32,5.73,14.92,16.14,8.54,0.11,149.14,,1.05,0.57,10.67,23.34,13.99,76.66,86.01,,343.53,0.25,2.17,0.24,76.65,0.63,0.24,0.24
FILATEX,Filatex India Ltd.,,5.53,5.53,7.86,27.04,27.04,0.0,126.64,10.68,8.34,5.55,5.53,,8.43,6.58,4.38,4.36,20.44,14.29,7.49,1.13,171.58,,1.19,0.69,16.2,0,0.0,0,0,,"1,042.64",0.37,4.45,0.14,0,0.67,0.14,0.31
FINCABLES,Finolex Cables Ltd.,,26.32,26.32,28.86,177.75,177.75,5.5,188.12,35.42,32.88,32.78,26.31,,18.82,17.47,17.42,13.98,14.8,18.13,13.36,0,95.53,,8.66,6.18,4.85,17.09,15.59,82.91,84.41,,"2,176.70",0.76,4.02,1.08,82.9,1.14,1.08,0.13
FINEORG,Fine Organics Industries Ltd.,,54.31,54.31,65.61,205.73,205.73,7.0,334.71,83.69,72.39,70.83,54.31,,25,21.62,21.16,16.22,26.39,30.41,19.3,0.14,118.99,,3.92,3.02,8.59,20.25,16.76,79.75,83.24,,"5,716.75",5.57,22.28,5.68,79.74,9.24,5.68,0.03
FLEXITUFF,Flexituff Ventures International  Ltd.,,-66.49,-66.49,-36.54,81.79,81.79,0.0,350.75,-19.66,-49.6,-79.27,-66.48,,-5.6,-14.14,-22.6,-18.95,-81.28,-54.1,-14.24,1.75,75.15,,0.58,0.43,6.25,0,0.0,0,0,,358.82,0.41,-7.33,0.02,0,0.07,0.02,-11.89
FSL,Firstsource Solutions Ltd.,,2.63,2.62,3.64,29.77,29.77,2.5,13.55,4.3,3.28,3.06,2.62,,31.73,24.22,22.55,19.36,8.81,10.14,7.69,0,39.73,,4.2,4.2,0,206.68,148.93,-106.68,-48.93,,"1,864.71",1.98,6.25,2.03,-106.68,0.92,2.03,0.1
GABRIEL,Gabriel India Ltd.,,5.9,5.9,8.94,45.38,45.38,1.3,130.18,10.27,7.23,6.98,5.9,,7.88,5.55,5.36,4.52,12.99,15.15,8.7,0.01,192.12,,1.76,1.21,11.98,28.62,18.88,71.38,81.12,,719.64,0.38,4.88,0.41,71.37,1.18,0.41,0.11
GAIL,GAIL India Ltd.,,14.68,14.68,18.75,97.49,97.49,6.4,159.35,21.7,17.63,17.61,14.68,,13.61,11.06,11.05,9.21,15.05,13.92,9.66,0.12,104.86,,0.97,0.71,24.28,49.62,38.85,50.38,61.15,,"39,087.93",0.54,3.99,0.48,50.37,0.78,0.48,0.19
GALAXYSURF,Galaxy Surfactants Ltd.,,51.38,51.38,62.66,251.01,251.01,14.0,505.82,80.83,69.56,64.8,51.39,,15.97,13.75,12.81,10.15,20.47,24.05,13.11,0.16,129.08,,1.6,1.04,8.87,33.08,27.13,66.92,72.87,,"4,280.06",2.39,14.94,2.32,66.91,4.67,2.32,0.04
GALLANTT,Gallantt Ispat Ltd.,,0.92,0.92,2.66,59.82,59.82,0.0,106.37,4.11,2.37,1.59,0.92,,3.86,2.22,1.49,0.86,1.53,3.51,1.12,0.19,130.42,,1.43,0.29,6.54,27.17,9.39,72.83,90.61,,246.58,0.29,7.38,0.18,72.82,0.32,0.18,0.05
GANDHITUBE,Gandhi Special Tubes Ltd.,,15.93,15.93,19.3,113.46,113.46,9.0,62.65,22.93,20.18,20.15,16.54,,36.6,32.2,32.15,26.4,14.58,16.62,13.21,0,50.05,,15.17,10.05,3.21,58.18,49.89,41.82,50.11,,262.72,3.25,8.87,3.27,41.81,1.81,3.27,0.08
GANECOS,Ganesha Ecosphere Ltd.,,29.26,29.26,42.12,218.83,218.83,2.0,407.17,54.65,41.8,38.24,29.26,,13.42,10.26,9.39,7.18,13.37,16.33,9.59,0.17,133.5,,3.23,1.88,6.14,6.83,4.74,93.17,95.26,,444.24,0.5,3.72,0.41,93.16,0.76,0.41,0.17
GANESHHOUC,Ganesh Housing Corporation Ltd.,,-12.86,-12.86,-12.43,142.42,142.42,0.5,0.35,-4.4,-4.82,-14.45,-12.86,,"-1,262.25","-1,383.24","-4,149.83","-3,691.05",-9.02,-2.75,-5.87,0.28,0.15,,2.88,2.85,0.25,-3.88,-4.02,103.88,104.02,,271.99,158.64,-12.57,51.83,103.88,0.13,51.87,-0.71
GARFIBRES,Garware Technical Fibres Ltd.,,81.35,81.35,90.15,353.22,353.23,17.0,431.73,112.73,103.92,98.8,81.35,,26.11,24.07,22.88,18.84,23.02,27.9,14.78,0.13,78.48,,1.58,1.1,5.05,27.04,24.4,72.96,75.6,,"2,407.77",2.55,9.76,2.47,72.95,3.02,2.47,0.08
GEECEE,GeeCee Ventures Ltd.,,7.18,7.18,7.99,197.96,197.96,0.0,20.4,9.75,9.02,9.02,7.26,,47.78,44.2,44.19,35.59,3.66,4.53,3.42,0,9.61,,13,8.98,0.38,0,0.0,0,0,,-53.96,-1.26,-2.65,2.13,0,0.22,2.13,0.17
GEEKAYWIRE,Geekay Wires Ltd.,,6.21,6.21,8.67,34.55,39.02,0.0,182.17,17.37,14.91,8.56,6.21,,9.53,8.18,4.69,3.4,17.96,26.78,5.98,1.52,175.56,,1.32,1.02,12.85,0,0.0,0,0,,101.2,0.53,5.57,0.27,0,1.44,0.27,0.12
GENESYS,Genesys International Corporation Ltd.,,1.77,1.76,5.65,94.91,94.91,0.0,35.89,5.96,2.09,1.28,1.78,,16.61,5.81,3.57,4.95,1.87,2.09,1.57,0.02,31.9,,3.34,3.34,0,8.47,2.66,91.53,97.34,,77.48,0.69,4.17,0.66,91.52,0.25,0.66,0.08
GENUSPOWER,Genus Power Infrastructures Ltd.,,3.64,3.64,4.5,34.4,34.4,0.1,41.2,7.45,6.59,5.32,3.64,,18.09,16,12.91,8.83,10.58,17.68,6.5,0.28,73.67,,2.27,1.95,7.01,14.23,11.5,85.77,88.5,,501.5,0.47,2.61,0.34,85.76,0.41,0.34,0.26
GEOJITFSL,Geojit Financial Services Ltd.,,1.58,1.58,2.58,15.69,15.69,1.5,11.98,3.73,2.74,2.19,1.58,,31.14,22.85,18.25,13.22,10.09,16.69,5.3,0,40.13,,1.87,1.87,0,190.29,116.94,-90.29,-16.94,,61.97,0.22,0.7,1.52,-90.29,1.16,1.52,0.09
GEPIL,GE Power India Ltd.,,12.65,12.65,22.54,136.89,136.89,2.0,363.8,38.14,28.25,25.82,12.65,,10.48,7.76,7.09,3.47,9.24,16.64,2.52,0,72.51,,1.25,1.15,10.63,47.41,26.62,52.59,73.38,,"2,823.25",1.15,11.01,1.31,52.58,3.48,1.31,0.03
GESHIP,Great Eastern Shipping Company Ltd.,,18.89,18.85,51.54,344.77,344.77,8.1,195.33,75.78,43.35,21.74,19.1,,38.79,22.19,11.13,9.77,5.53,6.95,2.8,0.66,28.69,,3.42,3.27,21.72,57.14,21.17,42.86,78.83,,"4,960.54",1.73,4.45,1.06,42.85,0.6,1.06,0.09
GHCL,Gujarat Heavy Chemicals Ltd.,,41.51,41.51,56.52,230.03,230.03,3.0,342.7,79.27,65.54,53.1,42.78,,23.13,19.12,15.49,12.48,18.59,19.06,9.67,0.49,77.5,,1.39,0.62,4.5,19.07,14.43,80.93,85.57,,"1,814.96",0.56,2.41,0.26,80.92,0.39,0.26,0.48
GICHSGFIN,GIC Housing Finance Ltd.,,8.47,8.47,9.6,234.43,234.43,2.0,231.52,197.44,196.3,20.84,8.47,,85.27,84.78,8.99,3.65,3.61,52.29,0.34,9.3,9.52,,1.17,1.17,0,78.27,68.99,21.73,31.01,,"11,956.75",9.58,11.24,0.26,21.72,0.25,0.26,0.14
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,-8.34,-8.34,-0.99,116.17,116.17,0.0,288.11,14.22,6.87,-8.34,-8.34,,4.93,2.38,-2.89,-2.89,-7.18,4.1,-2.44,0.99,84.35,,0.97,0.58,4.33,0,0.0,0,0,,272.4,0.44,8.97,0.07,0,0.16,0.07,-0.44
GILLETTE,Gillette India Ltd.,,70.64,70.64,86.29,279.62,279.62,49.0,515.21,113.67,98.01,96.34,70.63,,22.06,19.02,18.69,13.7,25.25,32.83,17.02,0,124.2,,2.02,1.27,5.91,35.38,28.96,64.62,71.04,,"15,994.41",9.53,43.17,9.66,64.61,17.81,9.66,0.01
GINNIFILA,Ginni Filaments Ltd.,,0.81,0.81,4.47,26.26,26.26,0.0,111.59,8.86,5.2,1.31,0.81,,7.94,4.65,1.16,0.72,3.07,12.44,0.95,1.61,132.6,,1.11,0.53,4.51,0,0.0,0,0,,336.68,0.43,5.38,0.05,0,0.23,0.05,0.13
