Company_Name,Revenue,Net Profit,EPS,BVPS,ROE,Debt to Equity,Symbol,URL
Century Extrusions Limited,372.0,5.0,0.75,8.14,9.16,0.72,CENTEXT,https://www.moneycontrol.com/india/stockpricequote/aluminium/centuryextrusions/CE02
Central Bank of India,25657.0,1609.0,1.93,29.45,6.56,,CENTRALBK,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/centralbankindia/CBO01
Centum Electronics Limited,925.0,5.0,7.62,158.37,4.65,1.25,CENTUM,https://www.moneycontrol.com/india/stockpricequote/electricals/centumelectronics/CE10
Century Plyboards (India) Limited,3646.0,384.0,17.25,85.86,20.02,0.16,CENTURYPLY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/centuryplyboards/CP9
Century Textiles & Industries Limited,4799.0,266.0,24.34,361.62,6.99,0.27,CENTURYTEX,https://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
Cera Sanitaryware Limited,1803.0,211.0,161.01,909.79,17.85,0.02,CERA,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/cerasanitaryware/CS18
Cerebra Integrated Technologies Limited,86.0,2.0,2.45,23.06,0.96,0.16,CEREBRAINT,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/cerebraintegratedtechnologies/CIT
CG Power and Industrial Solutions Limited,6972.0,796.0,5.25,11.73,53.76,0.0,CGPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/cgpowerindustrialsolutions/CG
Chalet Hotels Limited,1128.0,183.0,8.94,72.58,12.31,1.75,CHALET,https://www.moneycontrol.com/india/stockpricequote/hotels/chalethotels/CH03
Chambal Fertilizers & Chemicals Limited,27772.0,976.0,24.85,169.46,14.63,0.46,CHAMBLFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/chambalfertiliserschemicals/CFC
Chemfab Alkalis Limited,331.0,64.0,45.61,254.73,17.87,0.0,CHEMFAB,https://www.moneycontrol.com/india/stockpricequote/chemicals/chemfabalkalis/CA01
Chennai Petroleum Corporation Limited,76734.0,3525.0,237.16,434.83,54.54,0.58,CHENNPETRO,https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
Cholamandalam Investment and FiNaNce Company Limited,12884.0,2676.0,32.44,174.44,18.57,6.79,CHOLAFIN,https://www.moneycontrol.com/india/stockpricequote/finance-nbfc/cholamandalaminvestmentfinancecompany/CDB
Cigniti Technologies Limited,1657.0,168.0,61.32,216.22,28.56,0.05,CIGNITITEC,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/cignititechnologies/CI42
Cineline India Limited,140.0,-21.0,0.54,44.02,1.19,1.74,CINELINE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinelineindia/CI38
Cinevista Limited,0.0,-27.0,-4.75,-0.71,0.0,-5.56,CINEVISTA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cinevista/C97
Cipla Limited,22753.0,2835.0,34.72,293.79,11.96,0.02,CIPLA,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/cipla/C
CL Educate Limited,291.0,22.0,4.08,49.89,8.19,0.04,CLEDUCATE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cleducate/CE09
Cochin Shipyard Limited,2364.0,304.0,23.16,336.6,6.88,0.03,COCHINSHIP,https://www.moneycontrol.com/india/stockpricequote/ship-building/cochinshipyard/CS
Coffee Day Enterprises Limited,923.0,-391.0,-17.98,159.81,-11.8,0.5,COFFEEDAY,https://www.moneycontrol.com/india/stockpricequote/food-processing/coffeedayenterprises/CDE
Coforge Limited,8014.0,745.0,113.77,518.81,22.5,0.11,COFORGE,https://www.moneycontrol.com/india/stockpricequote/computers-software/coforgelimited/NII02
Colgate Palmolive (India) Limited,5226.0,1047.0,38.5,63.11,61.0,0.0,COLPAL,https://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI
Container Corporation of India Limited,8169.0,1152.0,19.26,185.92,10.45,0.0,CONCOR,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/containercorporationindia/CCI
Coral India FiNaNce & Housing Limited,29.0,18.0,4.55,37.11,12.24,0.0,CORALFINAC,https://www.moneycontrol.com/india/stockpricequote/finance-housing/coralindiafinancehousing/CIF02
Cords Cable Industries Limited,526.0,7.0,5.52,123.15,4.53,0.47,CORDSCABLE,https://www.moneycontrol.com/india/stockpricequote/cables-powerothers/cordscableindustries/CCI07
Coromandel International Limited,29627.0,2037.0,68.51,268.97,25.45,0.0,COROMANDEL,https://www.moneycontrol.com/india/stockpricequote/fertilisers/coromandelinternational/CI45
Country Condo's Limited,21.0,0.0,0.1,2.95,3.51,0.07,COUNCODOS,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/countrycondos/CC28
Creative Eye Limited,1.0,0.0,-0.19,11.31,-1.64,0.25,CREATIVEYE,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/creativeeye/CE08
Crompton Greaves Consumer Electricals Limited,6869.0,476.0,7.29,48.86,17.41,0.35,CROMPTON,https://www.moneycontrol.com/india/stockpricequote/electricals/cromptongreavesconsumerelectrical/CGC01
City Union Bank Limited,4714.0,937.0,12.67,100.72,12.57,,CUB,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/cityunionbank/CUB
Cubex Tubings Limited,191.0,2.0,1.85,45.37,4.09,0.2,CUBEXTUB,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/cubextubings/CT05
Cummins India Limited,7772.0,1020.0,44.31,207.73,21.32,0.06,CUMMINSIND,https://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02
Cupid Limited,159.0,31.0,23.68,125.3,18.89,0.04,CUPID,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cupid/CR02
Cybertech Systems And Software Limited,176.0,21.0,7.64,56.34,13.52,0.01,CYBERTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/cybertechsystemssoftware/CSS
Dabur India Limited,11529.0,1702.0,9.64,53.29,19.02,0.11,DABUR,https://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI
Dalmia Bharat Sugar and Industries Limited,3252.0,248.0,30.9,334.15,9.24,0.17,DALMIASUG,https://www.moneycontrol.com/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB
Damodar Industries Limited,682.0,0.0,0.34,49.34,0.69,2.3,DAMODARIND,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/damodarindustries/DT
Datamatics Global Services Limited,1459.0,185.0,32.05,176.51,18.03,0.0,DATAMATICS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/datamaticsglobalservices/DGS01
D.B.Corp Limited,2129.0,169.0,9.53,109.45,8.68,0.02,DBCORP,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dbcorp/C13
Dilip Buildcon Limited,10643.0,-1.0,-0.1,273.46,0.02,1.66,DBL,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/dilipbuildcon/DB04
DB (International) Stock Brokers Limited,29.0,6.0,1.82,16.34,11.14,0.02,DBSTOCKBRO,https://www.moneycontrol.com/india/stockpricequote/finance-general/dbinternationalstockbrokers/DBI
Dishman Carbogen Amcis Limited,2412.0,-29.0,-1.9,370.51,-0.51,0.31,DCAL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dishmancarbogenamcis/DCA
DCB Bank Limited,4200.0,466.0,14.96,137.05,10.9,,DCBBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/dcbbank/DCB01
DCM FiNaNcial Services Limited,0.0,-4.0,-2.19,-21.61,0.0,-1.54,DCMFINSERV,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/dcmfinancial/DCM01
DCM Shriram Limited,11546.0,910.0,58.41,395.14,14.7,0.26,DCMSHRIRAM,https://www.moneycontrol.com/india/stockpricequote/diversified/dcmshriram/DCM02
DCW Limited,2633.0,191.0,6.5,34.73,18.72,0.49,DCW,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/dcw/DCW
Deccan Cements Limited,781.0,49.0,35.19,490.77,7.17,0.39,DECCANCE,https://www.moneycontrol.com/india/stockpricequote/cement-mini/deccancements/DC
Deepak Fertilizers and Petrochemicals Corporation Limited,11300.0,1220.0,97.7,411.38,23.88,0.71,DEEPAKFERT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/deepakfertiliserspetrochemicalscorporation/DFP
Delta Manufacturing Limited,79.0,-16.0,-15.65,34.59,-44.58,1.07,DELTAMAGNT,https://www.moneycontrol.com/india/stockpricequote/electricals/deltamanufacturing/DM04
Den Networks Limited,1130.0,236.0,5.09,68.3,7.57,0.0,DEN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dennetworks/DN02
De Nora India Limited,73.0,20.0,38.19,191.53,19.94,0.0,DENORA,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/denoraindia/DNI
Dhampur Sugar Mills Limited,2874.0,157.0,23.8,157.13,15.1,0.7,DHAMPURSUG,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampursugarmills/DSM
Dhanlaxmi Bank Limited,1071.0,49.0,1.95,31.66,6.16,,DHANBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/dhanlaxmibank/DB01
Dhanuka Agritech Limited,1700.0,233.0,50.35,232.85,22.0,0.0,DHANUKA,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/dhanukaagritech/DA01
Dhunseri Investments Limited,242.0,-130.0,480.16,5071.7,12.89,0.15,DHUNINV,https://www.moneycontrol.com/india/stockpricequote/finance-general/dhunseriinvestments/DI27
Divi's Laboratories Limited,7767.0,1823.0,68.69,480.96,14.28,0.0,DIVISLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03
D-Link (India) Limited,1180.0,86.0,24.32,106.58,22.82,0.0,DLINKINDIA,https://www.moneycontrol.com/india/stockpricequote/computers-hardware/d-linkindia/DLI01
Avenue Supermarts Limited,42839.0,2378.0,36.72,248.02,14.79,0.0,DMART,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19
Diligent Media Corporation Limited,9.0,95.0,13.65,-33.49,-40.76,-1.11,DNAMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/diligentmediacorporationltd/DMC05
Donear Industries Limited,825.0,36.0,6.97,32.9,21.18,2.07,DONEAR,https://www.moneycontrol.com/india/stockpricequote/textiles-weaving/donearindustries/DI25
DPSC Limited,623.0,17.0,0.1,9.71,1.67,0.3,DPSCLTD,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/dpsc/DPS
Dr. Reddy's Laboratories Limited,24669.0,4470.0,271.47,1397.73,19.35,0.05,DRREDDY,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/drreddyslaboratories/DRL
Dynacons Systems & Solutions Limited,804.0,33.0,27.78,82.53,31.93,0.62,DSSL,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/dynaconssystemssolutions/DSS01
Dhunseri Tea & Industries Limited,337.0,-23.0,-22.64,663.43,-3.41,0.25,DTIL,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/dhunseriteaindustries/DTI03
Ducon Infratechnologies Limited,395.0,4.0,0.16,4.71,3.34,0.78,DUCON,https://www.moneycontrol.com/india/stockpricequote/computers-software/duconinfratechnologies/DT9
Dhunseri Ventures Limited,231.0,-127.0,154.88,754.04,20.56,0.13,DVL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/dhunseriventures/DTI
Dwarikesh Sugar Industries Limited,2102.0,104.0,5.57,39.29,14.16,0.5,DWARKESH,https://www.moneycontrol.com/india/stockpricequote/sugar/dwarikeshsugarindustries/DSI01
Dynamatic Technologies Limited,1315.0,42.0,67.32,798.19,7.89,1.14,DYNAMATECH,https://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05
Dynemic Products Limited,295.0,-2.0,-2.57,156.57,-1.6,0.81,DYNPRO,https://www.moneycontrol.com/india/stockpricequote/dyespigments/dynemicproducts/DP12
Eastern Silk Industries Limited,38.0,-14.0,-1.83,-5.47,0.0,-3.05,EASTSILK,https://www.moneycontrol.com/india/stockpricequote/textiles-syntheticsilk/easternsilkindustries/ESI06
eClerx Services Limited,2647.0,489.0,98.76,357.36,28.5,0.0,ECLERX,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/eclerxservices/eS06
Edelweiss FiNaNcial Services Limited,8481.0,273.0,3.83,87.34,5.1,3.22,EDELWEISS,https://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01
EIH Associated Hotels Limited,337.0,64.0,21.21,130.16,16.29,0.0,EIHAHOTELS,https://www.moneycontrol.com/india/stockpricequote/hotels/eihassociatedhotels/EIH01
EIH Limited,2018.0,319.0,5.19,55.52,9.32,0.02,EIHOTEL,https://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
Eimco Elecon (India) Limited,172.0,19.0,33.85,608.02,5.56,0.0,EIMCOELECO,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/eimcoeleconindia/EEI
Everest Kanto Cylinder Limited,1274.0,75.0,6.79,89.08,7.62,0.1,EKC,https://www.moneycontrol.com/india/stockpricequote/packaging/everestkantocylinder/EKC
Elecon Engineering Company Limited,1529.0,234.0,21.17,114.0,18.56,0.0,ELECON,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/eleconengineeringcompany/EEC
Electrosteel Castings Limited,7275.0,316.0,5.31,73.73,7.2,0.6,ELECTCAST,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/electrosteelcastings/EC02
Electrotherm (India) Limited,3074.0,-11.0,-9.28,-860.45,0.0,-1.81,ELECTHERM,https://www.moneycontrol.com/india/stockpricequote/engineering/electrothermindia/EI02
Elgi Equipments Limited,3040.0,368.0,11.72,43.27,27.04,0.37,ELGIEQUIP,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01
Elgi Rubber Company Limited,394.0,6.0,1.35,36.77,3.66,1.47,ELGIRUBCO,https://www.moneycontrol.com/india/stockpricequote/tyres/elgirubbercompany/ERC01
Emami Limited,3405.0,634.0,14.5,52.43,27.77,0.03,EMAMILTD,https://www.moneycontrol.com/india/stockpricequote/personal-care/emami/E06
Emmbi Industries Limited,371.0,8.0,4.67,90.83,5.14,0.91,EMMBI,https://www.moneycontrol.com/india/stockpricequote/packaging/emmbiindustries/EP09
Endurance Technologies Limited,8804.0,479.0,34.09,313.67,10.86,0.11,ENDURANCE,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/endurancetechnologies/ET01
Energy Development Company Limited,37.0,4.0,0.89,20.38,4.07,1.53,ENERGYDEV,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/energydevelopmentcompany/EDC
Engineers India Limited,3330.0,344.0,6.16,34.9,17.65,0.0,ENGINERSIN,https://www.moneycontrol.com/india/stockpricequote/engineering/engineersindia/EI14
Entertainment Network (India) Limited,439.0,-6.0,-2.21,156.56,-1.44,0.0,ENIL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/entertainmentnetworkindia/ENI
EPL Limited,3694.0,233.0,7.15,62.67,11.39,0.39,EPL,https://www.moneycontrol.com/india/stockpricequote/packaging/epl/EP11
Eros International Media Limited,680.0,-119.0,-12.48,108.09,-11.34,0.18,EROSMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM
Esab India Limited,1090.0,135.0,88.16,169.12,52.13,0.0,ESABINDIA,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/esabindia/EI06
Essar Shipping Limited,60.0,1650.0,79.74,-126.76,-60.18,-0.99,ESSARSHPNG,https://www.moneycontrol.com/india/stockpricequote/shipping/essarshipping/ES10
Integra Essentia Limited,241.0,6.0,0.14,1.65,8.76,0.38,ESSENTIA,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/integraessentia/IGT
Ester Industries Limited,1114.0,11.0,16.42,89.15,18.41,1.1,ESTER,https://www.moneycontrol.com/india/stockpricequote/packaging/esterindustries/EI20
Eveready Industries India Limited,1327.0,27.0,3.8,43.95,8.64,1.17,EVEREADY,https://www.moneycontrol.com/india/stockpricequote/dry-cells/evereadyindustriesindia/EII02
Everest Industries Limited,1647.0,42.0,26.98,369.5,7.28,0.11,EVERESTIND,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/everestindustries/EI19
Excel Realty N Infra Limited,6.0,0.0,-0.01,1.22,-0.19,0.0,EXCEL,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/excelrealtyninfra/EI07
Excel Industries Limited,1089.0,79.0,63.59,987.82,6.43,0.0,EXCELINDUS,https://www.moneycontrol.com/india/stockpricequote/chemicals/excelindustries/EI10
Expleo Solutions Limited,903.0,133.0,86.27,512.06,25.5,0.0,EXPLEOSOL,https://www.moneycontrol.com/india/stockpricequote/computers-software/expleosolutions/TGS01
Fertilizers and Chemicals Travancore Limited,6198.0,612.0,9.47,19.69,48.11,1.42,FACT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT
Fineotex Chemical Limited,517.0,89.0,7.97,32.12,25.32,0.02,FCL,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/fineotexchemical/FC02
FCS Software Solutions Limited,34.0,1.0,0.01,1.34,0.63,0.08,FCSSOFT,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/fcssoftwaresolutions/FCS
FDC Limited,1783.0,193.0,11.66,119.43,9.78,0.0,FDC,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC
Fedders Electric and Engineering Limited,114.0,22.0,7.62,46.28,16.46,0.23,FEDDERELEC,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/fedderselectricengineering/FL
The Federal Bank  Limited,17811.0,3176.0,15.01,104.51,14.3,,FEDERALBNK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/federalbank/FB
Fiem Industries Limited,1848.0,139.0,106.26,578.4,18.37,0.0,FIEMIND,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/fiemindustries/FIE
Filatex India Limited,4303.0,89.0,2.02,24.81,8.17,0.27,FILATEX,https://www.moneycontrol.com/india/stockpricequote/textiles-manmade/filatexindia/FI06
Finolex Cables Limited,4481.0,434.0,32.97,285.74,11.53,0.0,FINCABLES,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/finolexcables/FC01
Fine Organic Industries Limited,3023.0,619.0,201.6,502.69,40.1,0.02,FINEORG,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fineorganicsindustries/FOI
Flexituff Ventures International Limited,915.0,-126.0,-48.05,-25.81,0.0,-10.68,FLEXITUFF,https://www.moneycontrol.com/india/stockpricequote/packaging/flexituffventuresinternational/FI08
Firstsource Solutions Limited,6022.0,513.0,7.55,48.31,15.25,0.25,FSL,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/firstsourcesolutions/FS07
Gabriel India Limited,2971.0,132.0,9.21,60.59,15.2,0.0,GABRIEL,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/gabrielindia/GI02
GAIL (India) Limited,145668.0,4087.0,8.52,99.02,8.64,0.25,GAIL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/gailindia/GAI
Galaxy Surfactants Limited,4445.0,380.0,107.46,531.04,20.23,0.14,GALAXYSURF,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/galaxysurfactantsltd/GSL06
Gallantt Ispat Limited,4034.0,140.0,5.84,92.22,6.33,0.24,GALLANTT,https://www.moneycontrol.com/india/stockpricequote/ironsteel/gallanttispat/GM02
Gandhi Special Tubes Limited,167.0,47.0,38.95,149.85,25.99,0.0,GANDHITUBE,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/gandhispecialtubes/GST
Ganesha Ecosphere Limited,1179.0,69.0,31.82,292.21,10.88,0.79,GANECOS,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/ganeshaecosphere/GP01
Ganesh Housing Corporation Limited,616.0,102.0,12,141.25,9.2,0.0,GANESHHOUC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-housing/ganeshhousingcorporation/GHC02
Garware Technical Fibres Limited,1305.0,172.0,83.54,498.77,16.94,0.13,GARFIBRES,https://www.moneycontrol.com/india/stockpricequote/textiles-general/garwaretechnicalfibres/GWR
GeeCee Ventures Limited,40.0,11.0,5.55,269.16,2.07,0.0,GEECEE,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/geeceeventures/GCI05
Geekay Wires Limited,399.0,24.0,23.37,65.97,35.43,1.34,GEEKAYWIRE,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/geekaywires/GW01
Genesys International Corporation Limited,181.0,14.0,5.44,107.93,4.7,0.08,GENESYS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/genesysinternationalcorporation/GIC10
Genus Power Infrastructures Limited,808.0,29.0,1.26,42.61,2.95,0.35,GENUSPOWER,https://www.moneycontrol.com/india/stockpricequote/electricals/genuspowerinfrastructures/GPI08
Geojit FiNaNcial Services Limited,439.0,96.0,4.06,33.36,13.44,0.11,GEOJITFSL,https://www.moneycontrol.com/india/stockpricequote/finance-general/geojitfinancialservices/GBN01
GE Power India Limited,1795.0,-443.0,-65.54,34.59,-189.48,1.25,GEPIL,https://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/gepowerindia/AP29
The Great Eastern Shipping Company Limited,5690.0,2575.0,180.36,719.71,25.06,0.35,GESHIP,https://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
Gujarat Heavy Chemicals Limited,4545.0,1115.0,120.06,413.83,28.85,0.09,GHCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC
GIC Housing FiNaNce Limited,1114.0,213.0,39.6,315.39,12.54,5.38,GICHSGFIN,https://www.moneycontrol.com/india/stockpricequote/finance-housing/gichousingfinance/GIC
Gillanders Arbuthnot & Company Limited,449.0,14.0,6.95,129.69,5.35,0.48,GILLANDERS,https://www.moneycontrol.com/india/stockpricequote/diversified/gillandersarbuthnotco/GAC03
Gillette India Limited,2477.0,355.0,109.15,303.42,35.96,0.0,GILLETTE,https://www.moneycontrol.com/india/stockpricequote/personal-care/gilletteindia/GI22
Ginni Filaments Limited,953.0,-14.0,-1.67,32.56,-5.13,0.92,GINNIFILA,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/ginnifilaments/GF01
Gujarat Industries Power Company Limited,1355.0,188.0,12.48,208.55,5.98,0.15,GIPCL,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/gujaratindustriespowerco/GIP
GKW Limited,20.0,8.0,14.71,3698.7,0.39,0.0,GKWLIMITED,https://www.moneycontrol.com/india/stockpricequote/fasteners/gkw/GKW
GlaxoSmithKline Pharmaceuticals Limited,3251.0,607.0,36.08,102.79,35.41,0.0,GLAXO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK
Gujarat Lease FiNaNcing Limited,,,-0.12,-2.68,,-2.06,GLFL,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/gujaratleasefinancing/GLF01
Global Vectra Helicorp Limited,411.0,-16.0,-11.88,20.07,-59.17,1.55,GLOBALVECT,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/globalvectrahelicorp/GVH
Globus Spirits Limited,2109.0,122.0,42.43,307.83,13.78,0.31,GLOBUSSPR,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
GM Breweries Limited,593.0,99.0,54.61,372.83,14.64,0.0,GMBREW,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB
Gujarat Mineral Development Corporation Limited,3876.0,1213.0,38.23,182.34,20.96,0.0,GMDCLTD,https://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
GMM Pfaudler Limited,3177.0,213.0,37.52,181.37,20.72,0.99,GMMPFAUDLR,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gmmpfaudler/GMM01
Gujarat Narmada Valley Fertilizers and Chemicals Limited,10226.0,1463.0,94.68,585.84,16.16,0.0,GNFC,https://www.moneycontrol.com/india/stockpricequote/fertilizers/gujaratnarmadavalleyfertchem/GNV
Goa Carbon Limited,1364.0,80.0,88.24,203.28,43.4,2.27,GOACARBON,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/goacarbon/GC04
Godfrey Phillips India Limited,3562.0,606.0,132.8,683.17,19.46,0.01,GODFRYPHLP,https://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
Godrej Properties Limited,2252.0,661.0,20.55,334.05,6.16,0.69,GODREJPROP,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/godrejproperties/GP11
Gokaldas Exports Limited,2222.0,172.0,28.6,146.3,19.51,0.04,GOKEX,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/gokaldasexports/GE05
Gokul Agro Resources Limited,10739.0,132.0,9.18,44.1,20.35,0.72,GOKULAGRO,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/gokulagroresources/GAR
Goldstone Technologies Limited,92.0,0.0,0.13,19.98,0.65,0.09,GOLDTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/aion-techsolutions/GT04
Goodluck India Limited,3072.0,87.0,33.31,219.88,14.65,1.0,GOODLUCK,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/goodluckindia/GLS
Gujarat Pipavav Port Limited,916.0,291.0,6.48,47.8,13.55,0.0,GPPL,https://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03
GPT Infraprojects Limited,811.0,28.0,5.4,47.65,11.32,0.88,GPTINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/gptinfraprojects/GPT01
Granules India Limited,4511.0,516.0,21.05,117.13,18.22,0.37,GRANULES,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25
Graphite India Limited,3180.0,199.0,10.19,254.09,4.01,0.09,GRAPHITE,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/graphiteindia/GI13
Grasim Industries Limited,117627.0,10869.0,103.98,1866.8,8.67,1.29,GRASIM,https://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01
Gravita India Limited,2800.0,204.0,29.72,87.14,34.14,0.58,GRAVITA,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/gravitaindia/GI09
Orient Green Power Company Limited,258.0,35.0,0.43,6.86,6.7,2.05,GREENPOWER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/orientgreenpowercompany/OGP
Grindwell Norton Limited,2541.0,363.0,32.69,163.79,20.07,0.01,GRINDWELL,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN
The Grob Tea Company Limited,102.0,0.0,5.2,668.99,0.77,0.15,GROBTEA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/thegrobteacompany/TGT
GRP Limited,451.0,13.0,104.61,1105.68,9.46,0.6,GRPLTD,https://www.moneycontrol.com/india/stockpricequote/rubber/grp/GRR
Garden Reach Shipbuilders & Engineers Limited,2561.0,228.0,19.91,123.42,16.13,0.21,GRSE,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gardenreachshipbuildersengineers/GRS01
