Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
EMMBI,Emmbi Industries Ltd.,,510.37,74.75,435.62,435.62,0.11,435.73,,281.91,0,50.51,-5.19,19.74,14.66,8.74,39.56,409.92,25.81,0,25.81,,5,0,1.49,0.28,6.78,19.03,19.03,19.03,,,10.76,10.76,,17.65,264.27,,0,9.17,,0.64,0.06,6
ENDURANCE,Endurance Technologies Ltd.,,"5,604.43",0,"5,604.43","5,697.09",24.39,"5,721.48",,"3,745.18",54.07,0,-40.93,290.31,1.82,203.74,919.79,"5,173.99",547.49,-31.45,516.04,,136.59,0,-2.29,0,134.3,381.74,381.74,381.74,,,27.14,27.14,,0,0,,0,0.0,,84.4,0.0,63
ENERGYDEV,Energy Development Company Ltd.,,12.94,0,12.94,12.94,3.88,16.82,,0.22,0,0,0.14,2.25,2.62,2.64,6.01,13.87,2.95,0,2.95,,0,0,-0.05,0,-0.05,3,3,3,,,0.63,0.63,,0,0,,0,0.0,,0,0.0,0
ENGINERSIN,Engineers India Ltd.,,"2,870.40",0,"2,870.40","2,870.40",136.73,"3,007.13",,0,0,"1,370.78",0,904.88,0.85,23.19,259.59,"2,559.29",447.84,0,447.84,,116.68,0,-9.57,-3.67,103.44,344.41,344.41,344.41,,,6.13,6.13,,0,0,,0,0.0,,146.13,0.0,60
ENIL,Entertainment Network India Ltd.,,303.99,0,303.99,305.92,15.98,321.9,,0,0,0,0,105.75,16.16,78.84,157.5,358.26,-36.36,0,-36.36,,0,0,-8.88,0,-8.88,-27.48,-27.48,-27.48,,,-5.76,-5.76,,0,0,,0,0.0,,4.77,0.0,10
EPL,EPL Ltd.,,981.1,0,981.1,981.1,123.2,"1,104.30",,483.7,0,0,-13.7,123.6,14.7,77.6,224.9,910.8,193.5,0,193.5,,27.1,0,-4.4,-2.9,19.8,173.7,173.7,173.7,,,5.5,5.49,,0,0,,0,0.0,,132.6,0.0,215
EROSMEDIA,Eros International Media Ltd.,,218.68,0,218.68,218.68,38.93,257.61,,0,0,103.91,0,32.27,56.35,3.12,58.36,254.01,3.6,0,3.6,,0,0,0,0,0,3.6,3.6,3.6,,,0.38,0.38,,0,0,,0,0.0,,0,0.0,0
ESABINDIA,Esab India Ltd.,,887.12,0,887.12,892.8,8.18,900.98,,441.61,135.19,0,-12.57,94.81,0.29,11.33,116.76,787.42,113.56,0,113.56,,29.67,0,-0.42,0,29.25,84.31,84.31,84.31,,,54.78,54.78,,0,0,,0,0.0,,100.05,0.0,600
ESSARSHPNG,Essar Shipping Ltd.,,137.87,0,137.87,140.03,162.06,302.09,,0,0,61.22,0,33.39,180.22,45.26,6.56,326.65,-24.56,-225.15,-249.71,,0.26,0,0,0,0.26,-249.97,-249.97,-249.97,,,-1.2,-1.2,,0,0,,0,0.0,,0,0.0,0
ESSENTIA,Integra Essentia Ltd.,,68.53,0,68.53,68.53,0.08,68.61,,0,66.42,0,0,0.2,0.05,0,0.85,67.52,1.09,0,1.09,,0,0,0,0,0,1.09,1.09,1.09,,,0.1,0.1,,0,0,,0,0.0,,0,0.0,0
ESTER,Ester Industries Ltd.,,"1,392.25",0,"1,392.25","1,405.66",8.8,"1,414.46",,914.83,0,139.14,-33.91,66.81,24.86,38.56,75.82,"1,226.11",188.35,0,188.35,,48.85,0,-0.72,1.37,49.49,138.86,138.86,138.86,,,16.65,16.65,,0,0,,0,0.0,,27.52,0.0,66
EVEREADY,Eveready Industries India Ltd.,,"1,206.76",0,"1,206.76","1,206.76",4.69,"1,211.44",,456.69,253.73,0,10.66,148.44,48.03,27.47,216.95,"1,161.97",49.47,0,49.47,,7.68,0,-5.69,0,1.99,47.48,47.48,47.48,,,6.53,6.53,,0,0,,0,0.0,,0,0.0,0
EVERESTIND,Everest Industries Ltd.,,"1,341.25",0,"1,341.25","1,361.19",29.16,"1,390.35",,775.99,2.99,0,-35.88,129.18,3.15,28.64,419.73,"1,323.79",66.56,0,66.56,,22.4,0,0.04,0,22.44,44.12,44.12,44.12,,,28.2,28.2,,0,0,,0,0.0,,11.73,0.0,60
EXCEL,Excel Realty N Infra Ltd.,,8.66,0,8.66,8.66,1.58,10.24,,0,8.41,0,0,0.22,0.03,0.21,3.92,12.8,-2.56,0,-2.56,,0,0,0.02,0.07,0.09,-2.64,-2.64,-2.64,,,-0.28,-0.28,,0,0,,0,0.0,,0,0.0,0
EXCELINDUS,Excel Industries Ltd.,,"1,172.34",0,"1,172.34","1,178.02",14.21,"1,192.23",,621.38,4.53,0,-19,106.2,1.92,30.66,234.45,980.13,212.1,0,212.1,,50.72,0,1.22,0,51.94,160.16,160.16,160.16,,,127.41,127.41,,0,0,,0,0.0,,14.14,0.0,450
EXPLEOSOL,Expleo Solutions Ltd.,,404.51,0,404.51,404.51,2.39,406.9,,0,0,0,0,172.5,0.76,7.92,158.45,339.64,67.26,0,67.26,,17.25,0,0.18,0,17.43,49.83,49.83,49.83,,,48.6,48.6,,0,0,,0,0.0,,0,0.0,0
FACT,Fertilisers and Chemicals Travancore Ltd.,,"2,719.02",0,"2,719.02","4,424.80",117.65,"4,542.45",,"2,770.86",2.98,0,6.56,231.76,244.41,27.14,816.4,"4,100.11",442.34,-89.06,353.28,,0,0,0,0,0,353.28,353.28,353.28,,,5.46,5.46,,0,0,,2.45,33.72,,0,0.0,0
FCL,Fineotex Chemical Ltd.,,248.76,0,248.76,250.08,6.14,256.22,,152.62,0.58,0,-1.6,11.5,0.51,2.25,33.6,199.46,56.76,0,56.76,,12.39,0,0.39,0,12.78,43.98,43.98,43.98,,,3.97,3.97,,0,0,,0,0.0,,3.32,0.0,20
FCSSOFT,FCS Software Solutions Ltd.,,34.32,0,34.32,34.32,1.86,36.17,,0,0,6.33,0,22.1,2.29,3.86,0,34.56,1.61,-1.08,0.53,,0.25,0,0.2,0,0.45,0.08,0.08,0.08,,,0,0,,0,0,,0,0.0,,0,0.0,0
FDC,FDC Ltd.,,"1,514.71",0,"1,514.71","1,518.97",78.73,"1,597.70",,453.5,139.6,0,-65.26,339.97,3.05,37.08,404.3,"1,312.25",285.45,0,285.45,,68,0,-2.18,0,65.82,219.64,219.64,219.64,,,13.01,13.01,,0,0,,0,0.0,,0,0.0,0
FEDDERELEC,Fedders Electric and Engineering Ltd.,,46.48,0,46.48,46.48,68.49,114.97,,45.42,0,0,2.14,2.53,1.78,9.71,27.18,88.76,26.21,720.85,747.06,,0,0,-1.67,0,-1.67,748.73,748.73,748.73,,,249.58,249.58,,0,45.42,,0,0.0,,0,0.0,0
FEDERALBNK,Federal Bank Ltd.,,"10,829.75","2,338.67",220.27,272.07,"13,660.75","2,089.09","15,749.85",,"7,698.80","2,320.55",122.96,"1,849.68","4,293.19",797.74,-151.48,"1,221.77","1,868.03","13,860.02","1,889.82","1,889.82","3,305.38","5,195.20",,472.46,87.4,266.72,0,139.74,0.0,"4,105.55","5,195.20",,,9.13,9.06,,90,,,,,
FIEMIND,FIEM Industries Ltd.,,"1,557.73",0,"1,557.73","1,572.26",2.6,"1,574.86",,978.73,5.86,123.81,1.49,204.8,8.59,58.65,64.12,"1,446.06",128.8,0,128.8,,36.84,0,-3.62,0.32,33.54,95.26,95.26,95.26,,,72.39,72.39,,0,0,,0,0.0,,21.06,0.0,200
FILATEX,Filatex India Ltd.,,"3,819.54",0,"3,819.54","3,828.09",25.23,"3,853.32",,"2,860.41",33.59,273.73,-37.14,85.87,36,63.38,80.54,"3,396.38",456.95,1.64,458.59,,140.11,0,15.76,0,155.86,302.73,302.73,302.73,,,13.53,13.48,,0,0,,0,0.0,,8.9,0.0,10
FINCABLES,Finolex Cables Ltd.,,"3,698.57",0,"3,698.57","3,768.14",151.81,"3,919.95",,"2,793.62",93.83,0,78.83,146.08,1.52,38.85,240.6,"3,393.33",526.62,0,526.62,,127.92,0,-5.91,0,122.01,404.61,404.61,404.61,,,26.46,26.46,,0,0,,0,0.0,,84.12,0.0,300
FINEORG,Fine Organics Industries Ltd.,,"1,858.18",0,"1,858.18","1,858.43",33.2,"1,891.63",,"1,219.98",0,0,-25.8,85.37,5.06,39.9,230.35,"1,554.86",336.77,0,336.77,,87.5,0,-1.4,0,86.1,250.67,250.67,250.67,,,81.76,81.76,,0,0,,0,0.0,,33.73,0.0,180
FLEXITUFF,Flexituff Ventures International  Ltd.,,"1,035.93",0.00,"1,035.93","1,039.09",19.66,"1,058.75",,634.92,8.02,0.00,18.58,187.68,66.81,69.48,187.27,"1,172.76",-114.01,0.00,-114.01,,0.00,0.00,-24.0,4.56,-19.44,-94.57,-94.57,-94.57,,,-38.01,-38.01,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
FSL,Firstsource Solutions Ltd.,,"1,535.60",0,"1,535.60","1,592.01",30.75,"1,622.76",,0,0,0,0,800.05,20.07,88.2,261.09,"1,169.40",453.36,0,453.36,,74.79,0,-9.02,0,65.77,387.59,387.59,387.59,,,5.7,5.49,,0,0,,0,0.0,,238.4,0.0,35
GABRIEL,Gabriel India Ltd.,,"2,314.51",0,"2,314.51","2,331.99",26.17,"2,358.16",,"1,763.12",31.01,0,-7.83,159.7,4.27,41.36,240.06,"2,231.70",126.46,0,126.46,,32.65,0,4.29,0,36.94,89.52,89.52,89.52,,,6.23,6.23,,0,0,,0,0.0,,17.96,0.0,155
GAIL,GAIL India Ltd.,,"91,425.57",19.24,"91,406.33","91,626.48","2,046.86","93,673.34",,"5,044.04","66,064.91",0,-326.77,"1,711.17",174.43,"2,111.17","5,304.10","80,083.05","13,590.29",0,"13,590.29",,"3,248.41",0,55.48,-77.57,"3,226.32","10,363.97","10,363.97","10,363.97",,,23.34,23.34,,0,0,,0,0.0,,"3,996.35",0.0,100
GALAXYSURF,Galaxy Surfactants Ltd.,,"2,628.59",0,"2,628.59","2,628.59",-1.21,"2,627.38",,"1,999.53",17.59,0,-67.8,113.62,7.75,43.75,331.9,"2,446.34",181.04,0,181.04,,47.83,0,-0.66,0,47.17,133.87,133.87,133.87,,,37.76,37.76,,0,0,,0,0.0,,14.18,0.0,180
GALLANTT,Gallantt Ispat Ltd.,,"2,984.72",0,"2,984.72","3,017.38",53.61,"3,070.98",,"2,457.04",6.57,0,-50.83,72.04,20.46,92.09,236.31,"2,833.68",237.3,0,237.3,,41.46,2.58,22.58,0,61.46,175.84,175.84,175.84,,,21.62,7.29,,0,0,,0,0.0,,0,0.0,0
GANDHITUBE,Gandhi Special Tubes Ltd.,,136.99,0.00,136.99,136.99,4.78,141.77,,48.57,0.00,0.00,-0.10,8.90,0.05,3.25,30.62,91.29,50.49,0.00,50.49,,12.02,0.00,-0.1,0.0,11.92,38.57,38.57,38.57,,,30.66,30.66,,0.0,0.00,,0.0,0.0,,11.63,0.0,200.00
GANECOS,Ganesha Ecosphere Ltd.,,"1,007.71",0,"1,007.71","1,022.35",11.49,"1,033.85",,655.02,21.01,122.08,-18.82,57.84,9.76,28.37,67.85,943.11,90.74,0,90.74,,22.64,0,-1.44,0,21.19,69.55,69.55,69.55,,,31.86,31.86,,0,0,,0,0.0,,4.37,0.0,20
GANESHHOUC,Ganesh Housing Corporation Ltd.,,121.76,0,121.76,125.12,0.58,125.7,,0,0,271.6,-198.29,12.52,25.45,1.96,12.09,125.32,0.38,0,0.38,,0.08,0,0.26,0,0.34,0.04,0.04,0.04,,,0.01,0.01,,0,0,,0,0.0,,0,0.0,0
GARFIBRES,Garware Technical Fibres Ltd.,,"1,158.25",0,"1,158.25","1,176.05",25.47,"1,201.52",,337.55,30.66,0,-12.48,147.65,10.45,21.41,456.27,991.52,210.01,0,210.01,,51.56,0,-2.29,0,49.28,160.73,160.73,160.73,,,77.96,77.96,,0,0,,0,0.0,,5.16,0.0,70
GEECEE,GeeCee Ventures Ltd.,,93.13,0.00,93.13,93.13,0.78,93.91,,0.00,0.00,168.67,-110.34,4.51,0.01,1.49,5.53,69.87,24.04,0.00,24.04,,5.93,0.00,-0.14,0.0,5.79,18.25,18.25,18.25,,,8.73,8.73,,0.0,0.00,,0.0,0.0,,3.97,0.0,19.00
GEEKAYWIRE,Geekay Wires Ltd.,,257.88,0,257.88,257.88,14.14,272.02,,211.53,0,7.49,-0.09,11.46,7.48,3.5,17.85,259.22,12.8,0,12.8,,3.37,0,0.43,0,3.8,9,9,9,,,8.61,8.61,,0,0,,0,0.0,,2.19,0.0,25
GENESYS,Genesys International Corporation Ltd.,,119.63,0,119.63,119.63,4.41,124.04,,0,0,34.5,0,45.79,2.46,10.18,11.29,104.22,19.82,-100.39,-80.57,,2.5,0,1.31,0,3.81,-84.38,-84.38,-84.38,,,-27,-25.01,,0,0,,0,0.0,,0,0.0,0
GENUSPOWER,Genus Power Infrastructures Ltd.,,685.07,0,685.07,685.07,26.79,711.86,,442.22,0,0,-7.15,106.61,25.65,20.45,83.75,671.54,40.32,0,40.32,,14.52,0,0.65,-0.67,14.5,25.82,25.82,25.82,,,1,0.99,,0,0,,0,0.0,,11.5,0.0,25
GEOJITFSL,Geojit Financial Services Ltd.,,480.79,0,480.79,480.79,1.76,482.55,,0,0,78.28,0,128.88,5.16,23.61,53.6,291.44,191.11,0,191.11,,48.94,0,-0.81,0,48.12,142.98,142.98,142.98,,,5.99,5.98,,0,0,,0,0.0,,47.68,0.0,300
GEPIL,GE Power India Ltd.,,"2,615.42",0,"2,615.42","2,620.44",138.26,"2,758.70",,"1,434.29",0,661.99,7.87,410.27,82.43,43.72,266.38,"2,906.95",-148.25,-145.21,-293.46,,-1.75,0,0,0,-1.75,-291.71,-291.71,-291.71,,,-43.39,-43.39,,0,0,,0,0.0,,0,0.0,0
GESHIP,Great Eastern Shipping Company Ltd.,,"2,832.03",0,"2,832.03","2,832.03",134.36,"2,966.39",,0,0,837.07,0,478.04,276.29,435.94,108.5,"2,135.84",830.55,0,830.55,,25,0,-6.12,0,18.88,811.67,811.67,811.67,,,55.42,55.31,,0,0,,0,0.0,,198.4,0.0,99
GHCL,Gujarat Heavy Chemicals Ltd.,,"3,778.36",0,"3,778.36","3,778.36",10.81,"3,789.17",,"1,489.12",236.28,0,-38.47,152.94,63.57,116.78,957.01,"2,977.23",811.94,-24.97,786.97,,204.1,0,8.43,-0.03,212.5,574.47,574.47,633.94,,,60.31,60.31,,0,0,,0,0.0,,52.27,0.0,150
GICHSGFIN,GIC Housing Finance Ltd.,,"1,140.73",0,"1,140.73","1,149.78",6.62,"1,156.40",,0,0,0.58,0,48.2,700.95,8.58,49.39,926,230.4,0,230.4,,64,0,-7.17,0,56.83,173.57,173.57,173.57,,,32.23,32.23,,0,0,,0,0.0,,21.54,0.0,45
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,363.49,0,363.49,368.41,17.15,385.55,,103.71,42.46,83.03,-31.29,109.99,18.95,8.89,36.52,372.25,13.3,0,13.3,,0,0,-0.61,0,-0.61,13.91,13.91,13.91,,,6.52,6.52,,0,0,,0,0.0,,0,0.0,0
GILLETTE,Gillette India Ltd.,,"2,256.16",0,"2,256.16","2,256.16",7.74,"2,263.90",,591.41,439.51,0,18.54,150.11,10.53,68.36,574.11,"1,852.57",411.33,0,411.33,,118.47,0,-5.53,9.06,122,289.33,289.33,289.33,,,88.79,88.79,,0,0,,0,0.0,,224.84,0.0,690
GINNIFILA,Ginni Filaments Ltd.,,"1,070.00",0,"1,070.00","1,084.46",5.04,"1,089.50",,674.65,0,0,-20.33,72.93,24.37,25.81,243.45,"1,020.87",68.63,5.74,74.37,,26.33,0,-0.43,0.11,26.01,48.36,48.36,48.36,,,5.82,5.82,,0,0,,0,0.0,,0,0.0,0
GIPCL,Gujarat Industries Power Co. Ltd.,,"1,166.90",0,"1,166.90","1,172.41",21.13,"1,193.54",,478.18,0,149.89,0,98.47,28.76,150.93,40.01,946.24,247.3,0,247.3,,43.67,0,32.31,0,75.98,171.32,171.32,171.32,,,11.33,11.33,,0,0,,0,0.0,,43.86,0.0,25
GKWLIMITED,GKW Ltd.,,23.96,0,23.96,23.96,0.38,24.34,,0,0,0,0,2.02,0.02,0.91,4.24,7.19,17.15,0,17.15,,3.14,0,0.97,-0.35,3.75,13.4,13.4,13.4,,,22.46,22.46,,0,0,,0,0.0,,0,0.0,0
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,,"3,190.08",0,"3,190.08","3,217.51",76.22,"3,293.72",,552.47,729.44,93.46,13.83,610.23,1.99,68.19,462.25,"2,531.86",761.87,11.58,773.44,,219.43,0,-10.49,187.94,396.87,376.58,376.58,"1,690.53",,,99.05,99.79,,0,0,,0,0.0,,508.22,0.0,900
GLFL,Gujarat Lease Financing Ltd.,,0,0,0,0,0.29,0.29,,0,0,0,0,0.1,0,0.03,0.24,0.37,-0.08,0,-0.08,,0,0,0,0,0,-0.08,-0.08,-0.08,,,-0.03,-0.03,,0,0,,0,0.0,,0,0.0,0
GLOBALVECT,Global Vectra Helicorp Ltd.,,332.07,0,332.07,332.07,40.98,373.05,,0,0,0,0,85.18,15.88,78.36,85.4,380.73,-7.67,0,-7.67,,0,0,-2.23,0,-2.23,-5.44,-5.44,-5.44,,,-3.89,-3.89,,0,0,,0,0.0,,0,0.0,0
GLOBUSSPR,Globus Spirits Ltd.,,"2,343.28",764.67,"1,578.61","1,579.17",6.63,"1,585.79",,830.2,0,0,8.18,50.08,11.43,42.56,362.09,"1,304.55",281.24,0,281.24,,54.7,0,39.29,0,93.99,187.25,187.25,187.25,,,65.01,65.01,,0,0,,0,0.0,,5.76,0.0,30
GMBREW,GM Breweries Ltd.,,"1,778.13","1,319.66",458.46,458.46,28.58,487.05,,330.57,0,0,-2.23,7.89,0.01,6.06,26.69,369,118.05,0,118.05,,25.25,0,-0.56,0,24.7,93.36,93.36,93.36,,,51.08,51.08,,0,0,,0,0.0,,7.31,0.0,50
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,,"2,858.01",0,"2,858.01","2,858.01",29.57,"2,887.59",,0,0,0,6.06,132.89,2.13,97.98,"1,912.50","2,151.56",736.02,0,736.02,,195.84,0,129.84,6.05,331.74,404.28,404.28,404.28,,,12.71,12.71,,0,0,,0,0.0,,6.36,0.0,215
GMMPFAUDLR,GMM Pfaudler Ltd.,,795.44,0,795.44,814.82,3.76,818.58,,402.12,0,58.86,-41.11,86.55,15,33.57,136.57,691.56,127.02,0,127.02,,32.65,0,-0.01,-0.58,32.06,94.96,94.96,94.96,,,64.96,64.95,,0,0,,0,0.0,,7.31,0.0,300
GNFC,Gujarat Narmada Valley Fert & Chem. Ltd.,,"8,623.46",0,"8,623.46","8,642.29",209.42,"8,851.71",,"5,015.68",65.27,0,18.83,467.93,3.46,291.69,690.8,"6,553.66","2,298.05",0,"2,298.05",,615.66,0,-23.5,2.14,594.3,"1,703.75","1,703.75","1,703.75",,,109.62,109.62,,0,0,,0,0.0,,124.34,0.0,100
GOACARBON,Goa Carbon Ltd.,,765.67,0,765.67,766.12,2.55,768.67,,672.26,0,0,-43.37,23.66,16.21,2.1,56.89,727.75,40.91,0,40.91,,0.95,0,2.19,0,3.14,37.78,37.78,37.78,,,41.28,41.28,,0,0,,0,0.0,,0,0.0,100
GODFRYPHLP,Godfrey Phillips India Ltd.,,"3,215.33",541.04,"2,674.29","2,674.29",110.49,"2,784.78",,607.17,610.15,0.00,7.73,250.97,33.79,142.16,571.22,"2,223.18",561.60,0.00,561.60,,131.38,0.00,-1.75,0.0,129.63,431.97,431.97,431.97,,,83.08,83.08,,0.0,0.00,,0.0,0.0,,124.79,0.0,"1,400.00"
GODREJPROP,Godrej Properties Ltd.,,"1,473.45",0,"1,473.45","1,473.45",858.48,"2,331.93",,0,0,815.76,107.49,88.35,222.26,17.77,366.75,"1,618.38",713.55,0,713.55,,173.75,0,13.82,0,187.57,525.98,525.98,525.98,,,18.92,18.92,,0,0,,0,0.0,,0,0.0,0
GOKEX,Gokaldas Exports Ltd.,,"1,667.29",0,"1,667.29","1,789.09",10.95,"1,800.03",,"1,002.83",14.03,27.77,-129.77,538.5,39.95,58.29,131.69,"1,683.31",116.73,0,116.73,,11.7,0,-4.98,-6.72,0,116.73,116.73,116.73,,,23.01,22.07,,0,0,,0,0.0,,0,0.0,0
GOKULAGRO,Gokul Agro Resources Ltd.,,"10,151.76",0,"10,151.76","10,217.42",16.35,"10,233.77",,"9,440.09",392.57,0,-72.78,30.43,50.83,28.92,231.21,"10,101.27",132.5,0,132.5,,35.35,0,-6.62,0.8,29.52,102.98,102.98,102.98,,,7.55,7.55,,0,0,,0,0.0,,0,0.0,0
GOLDTECH,AION-TECH SOLUTIONS Ltd.,,54.91,0,54.91,54.91,2.74,57.64,,0,0,36.06,0,15.55,0.14,0.38,4.21,56.34,1.31,0,1.31,,0.19,0,0.15,0,0.34,0.97,0.97,0.97,,,0.37,0.37,,0,0,,0,0.0,,0,0.0,0
GOODLUCK,Good Luck India Ltd.,,"2,577.72",0,"2,577.72","2,613.21",3.89,"2,617.10",,"1,918.49",0.01,0,-35.4,96.6,57.35,28.97,450.51,"2,516.52",100.58,0,100.58,,25.37,0,0.75,-0.55,25.56,75.02,75.02,75.02,,,29.48,29.48,,0,"1,918.49",,0.07,49.86,,9.1,0.0,175
GPPL,Gujarat Pipavav Port Ltd.,,688.3,0,688.3,743.54,28.59,772.13,,0,0,146.52,0,73.9,4.77,129.27,110.55,465.02,307.11,-4.61,302.5,,108.57,0,1.86,-1.16,109.26,193.24,193.24,193.24,,,4,4,,0,0,,0,0.0,,193.38,0.0,40
GPTINFRA,GPT Infraprojects Ltd.,,667.52,0,667.52,671.07,3.48,674.55,,68.24,0,391.81,-0.48,36.29,38.26,14.5,90.2,638.82,35.73,0,35.73,,6.56,0,4.44,0,11.01,24.73,24.73,24.73,,,8.5,8.5,,0,0,,0,0.0,,7.27,0.0,30
GRANULES,Granules India Ltd.,,"3,200.69",0,"3,200.69","3,238.44",17.51,"3,255.95",,"1,864.16",0,4.08,-106.41,282.8,16.35,126.16,549.16,"2,736.30",519.65,0,519.65,,133.51,0,-0.38,0,133.13,386.51,386.51,386.51,,,15.6,15.55,,0,0,,0,0.0,,37.17,0.0,150
GRAPHITE,Graphite India Ltd.,,"2,769.91",0,"2,769.91","2,798.93",279.27,"3,078.20",,"1,381.06",0,0,-245.78,222.62,3.56,45.63,917.76,"2,324.85",753.35,0,753.35,,158.14,0,21,0,179.14,574.21,574.21,574.21,,,29.39,29.39,,0,0,,0,0.0,,97.69,0.0,500
GRASIM,Grasim Industries Ltd.,,"20,632.93",0,"20,632.93","20,856.84",895.31,"21,752.15",,"13,228.73",152.9,"1,299.20",-538.59,"1,774.29",247.24,913.96,"1,724.15","18,801.88","2,950.27",-69.11,"2,881.16",,434.5,0,71.82,-320.61,185.71,"2,695.45","2,695.45","3,051.27",,,46.47,46.4,,0,0,,0,0.0,,592.26,0.0,500
GRAVITA,Gravita India Ltd.,,"1,888.68",0,"1,888.68","1,894.18",7.29,"1,901.47",,"1,441.44",231.45,0,-10.06,69.91,27.87,8.93,83.18,"1,852.72",48.75,0,48.75,,9.68,0,-0.68,0,9,39.75,39.75,39.75,,,5.76,5.76,,0,0,,0,0.0,,20.71,0.0,150
GREENPOWER,Orient Green Power Company Ltd.,,29.78,0,29.78,29.78,1.87,31.65,,0,0,29.19,0,3.01,15.03,0.03,4.17,51.43,-19.78,0,-19.78,,0,0,0,0,0,-19.78,-19.78,-21.73,,,-0.29,-0.29,,0,0,,0,0.0,,0,0.0,0
GRINDWELL,Grindwell Norton Ltd.,,"1,994.99",0,"1,994.99","2,005.62",53.06,"2,058.68",,711.17,258.55,0,-72.05,248.12,3.96,51.24,458.07,"1,659.06",399.62,0,399.62,,107.8,0,-6.18,0,101.63,298,298,298,,,26.91,26.91,,0,0,,0,0.0,,105.18,0.0,240
GROBTEA,The Grob Tea Company Ltd.,,92.62,0,92.62,92.99,2.14,95.13,,2.76,6.05,0,-6.11,56.06,0.44,2.74,28.18,90.12,5.01,0,5.01,,0.5,-0.4,-0.02,-0.02,0.85,4.15,4.15,4.15,,,35.72,35.72,,0,0,,0,0.0,,0.35,0.0,20
GRPLTD,GRP Ltd.,,407.12,23.31,383.82,388.13,1.14,389.27,,192.34,0,68.37,-9.36,57.89,4.49,12.27,55.81,381.82,7.45,0,7.45,,3.31,0,-1.64,0,1.66,5.78,5.78,5.78,,,43.39,43.39,,0,0,,0,0.0,,0.33,0.0,90
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,,"1,757.51",0,"1,757.51","1,757.51",160.65,"1,918.17",,935.2,8.37,278.08,0.39,290.29,0.76,35.71,104.44,"1,653.24",264.93,-7.69,257.24,,62.82,0,4.89,0,67.71,189.53,189.53,189.53,,,16.55,16.55,,0,0,,0,0.0,,69.88,0.0,58
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,,"8,995.63",0,"8,995.63","8,995.63",182.5,"9,178.13",,"4,881.60",581.34,0,-168.89,655.85,9.63,178.18,"1,735.54","7,873.24","1,304.89",0,"1,304.89",,328.94,0,79.57,5.48,413.99,890.9,890.9,890.9,,,22.36,22.36,,0,0,,0,0.0,,87.66,0.0,125
GSS,GSS Infotech Ltd.,,20.52,0,20.52,20.52,0.71,21.23,,0,0,5.8,0,7.85,0.11,0.03,5.95,19.73,1.5,0,1.5,,0.58,0,0.11,0,0.69,0.81,0.81,0.81,,,0.48,0.41,,0,0,,0,0.0,,0,0.0,0
GTL,GTL Ltd.,,193.43,0,193.43,193.51,4.85,198.36,,0,0,47.69,0,66.02,22.84,4.44,75.15,216.14,-17.78,449.65,431.87,,0,0,0,0,0,431.87,431.87,431.87,,,27.45,27.45,,0,0,,0,0.0,,0,0.0,0
GTLINFRA,GTL Infrastructure Ltd.,,"1,462.73",0,"1,462.73","1,462.73",14.16,"1,476.89",,0,0,880.81,0,62.07,733.88,503.19,96.55,"2,288.10",-811.21,-663.46,"-1,474.67",,0,0,0,0,0,"-1,474.67","-1,474.67","-1,474.67",,,-1.14,-1.14,,0,0,,0,0.0,,0,0.0,0
GTPL,GTPL Hathway Ltd.,,"1,484.09",0,"1,484.09","1,531.23",36.45,"1,567.68",,0,0,970.32,0,59.26,10.4,138.21,208.94,"1,387.14",180.54,0,180.54,,34.48,0,8.4,0.45,43.34,137.2,137.2,137.2,,,12.2,12.2,,0,0,,0,0.0,,44.99,0.0,40
GUJAPOLLO,Gujarat Apollo Industries Ltd.,,29.42,0,29.42,29.57,12.64,42.21,,26.38,0,0,-3.48,5.28,0.92,2.27,10.67,42.04,0.17,0,0.17,,0,-0.27,-0.68,-0.3,-0.71,0.88,0.88,0.88,,,0.74,0.74,,0.23,26.16,,0,0.0,,2.36,0.0,20
