Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
DENORA,De Nora India Ltd.,,48.23,0,48.23,48.28,2.41,50.69,,20.73,0,0,-0.63,5.2,0,2.59,12.44,40.34,10.35,0,10.35,,2.62,0,-0.28,-0.12,2.23,8.13,8.13,8.13,,,15.31,15.31,,0,0,,0,0,,0,0,0
DHAMPURSUG,Dhampur Sugar Mills Ltd.,,"3,244.71",0,"3,244.71","3,394.56",29.35,"3,423.91",,"2,497.19",60.89,0,69.35,136.36,100.07,75.39,264.41,"3,203.66",220.25,-17.26,202.99,,31.61,0,-39.99,0,-8.38,211.37,211.37,211.37,,,31.84,31.84,,0,0,,0,0,,72.02,0,60
DHANBANK,Dhanlaxmi Bank Ltd.,,694.26,269.24,8.48,15.61,987.59,112.85,"1,100.44",,614.41,184.62,13.32,126.12,324.06,0,-19.7,115.89,96.19,"1,034.66",65.78,65.78,-862.63,-796.85,,16.45,7.79,0,0,0,0.0,-836.75,-796.85,,,2.6,2.6,,0,,,,,
DHANUKA,Dhanuka Agritech Ltd.,,"1,108.62",0,"1,108.62","1,120.07",25.09,"1,145.16",,582.45,140.6,0,-11.36,105.23,1.56,16.36,129.68,964.52,180.64,0,180.64,,46.04,0,-6.87,0,39.18,141.47,141.47,141.47,,,29.73,29.73,,0,0,,0,0,,59.95,12.32,600
DHUNINV,Dhunseri Investments Ltd.,,11.67,0,11.67,11.67,0.07,11.74,,0,0,0,0,0.24,0,0.07,0.64,0.95,10.79,0,10.79,,0.26,0,0.4,0,0.65,10.14,10.14,10.14,,,16.63,16.63,,0,0,,0,0,,0,0,15
DIVISLAB,Divis Laboratories Ltd.,,"5,207.32",0,"5,207.32","5,310.57",189.86,"5,500.43",,"2,182.66",0,0,-94.1,608.36,6.06,185.95,798.21,"3,687.14","1,813.29",0,"1,813.29",,387.79,0,52.79,0,440.58,"1,372.71","1,372.71","1,372.71",,,51.71,51.71,,0,0,,0,0,,849.5,174.62,800
DLINKINDIA,D-Link India Ltd.,,725.19,0.00,725.19,725.53,7.71,733.23,,0.00,613.94,0.00,-16.59,26.14,0.38,4.20,61.75,689.82,43.41,4.57,47.98,,10.95,0.0,2.54,0.40,13.90,34.08,34.08,34.08,,,9.6,9.6,,0.0,0.00,,0.0,0.00,,5.33,1.09,75.00
DMART,Avenue Supermarts Ltd.,,"27,014.48","2,372.18","24,642.30","24,675.01",63.33,"24,738.34",,0,"21,349.14",0,-333.21,424.74,62.76,339.81,"1,112.21","22,955.45","1,782.89",0,"1,782.89",,448.84,0,-15.87,0.03,433,"1,349.89","1,349.89","1,349.89",,,21.49,21.33,,0,0,,0,0,,0,0,0
DNAMEDIA,Diligent Media Corporation Ltd.,,1.27,0,1.27,1.27,0,1.27,,0,0,0,0,0,0,0,1.17,1.17,0.1,0,0.1,,0,0,0,0,0,0.1,0.1,-64.75,,,-5.5,-5.5,,4.81,3.43,,0,0,,0,0,0
DONEAR,Donear Industries Ltd.,,544.39,0,544.39,547.94,4.63,552.57,,217.96,44.74,0,10.49,70.25,24.22,9.16,157.3,534.11,18.46,0,18.46,,3.96,0,2.52,0.03,6.51,11.95,11.95,11.95,,,2.3,2.3,,0,0,,0,0,,1.04,0.21,10
DPSCLTD,DPSC Ltd.,,478.09,0,478.09,481.11,28.08,509.2,,0,0,0,0,49.02,45.62,29.1,41.94,504.12,5.08,23.36,28.44,,11.6,0,0.15,0,11.75,16.69,16.69,16.69,,,0.11,0.11,,0,0,,0,0,,2.76,0,5
DRREDDY,Dr Reddys Laboratories Ltd.,,"11,803.00",0,"11,803.00","11,850.40",743.2,"12,593.60",,"2,556.50","1,117.20",0,-99.9,"2,030.20",47.8,789.2,"3,376.80","9,817.80","2,775.80",0,"2,775.80",,483.9,0,-645.8,0,-161.9,"2,937.70","2,937.70","2,937.70",,,177.23,176.88,,0,0,,0,0,,391.4,0,500
DSSL,Dynacons Systems and Solutions Ltd.,,327.95,0,327.95,327.95,2.24,330.18,,0,0,275.58,8.07,22.38,7.58,1.03,7.49,322.13,8.06,0,8.06,,2.16,0,-0.22,0,1.94,6.12,6.12,6.12,,,6.67,6.67,,0,0,,0,0,,0.46,0,5
DTIL,Dhunseri Tea & Industries Ltd.,,177.2,0,177.2,177.38,3.88,181.26,,40.1,6.61,0,-2.66,70.5,4.05,8.64,67.89,195.13,-13.87,100.7,86.83,,19.71,0,0.61,0,20.33,66.5,66.5,66.5,,,94.93,94.93,,0,0,,0,0,,3.5,0.72,25
DUCON,Ducon Infratechnologies Ltd.,,380.93,0,380.93,380.93,0.62,381.56,,357.69,0,0,0,4.09,10.78,0.5,2.34,375.41,6.15,0,6.15,,0.37,0,0.12,0,0.49,5.65,5.65,5.65,,,0.08,0.08,,0,0,,0,0,,0,0,0
DVL,Dhunseri Ventures Ltd.,,17.85,0,17.85,17.85,44.44,62.3,,0,0,0,0,6.04,5.5,1.42,32.66,45.62,16.68,0,16.68,,2.4,0,-3.55,0,-1.16,17.83,17.83,17.83,,,5.09,5.09,,0,0,,0,0,,14.01,2.88,5
DWARKESH,Dwarikesh Sugar Industries Ltd.,,"1,273.16",0.0,"1,273.16","1,336.13",5.4,"1,341.53",,"1,115.73",0.00,0.0,-86.47,78.78,33.03,36.87,92.01,"1,269.96",71.57,0.0,71.57,,12.66,0.0,-14.47,-0.06,-1.88,73.45,73.45,73.45,,,3.9,3.9,,0.0,"1,115.73",,0.0,0.0,,37.66,7.74,100.0
DYNAMATECH,Dynamatic Technologies Ltd.,,551.59,0,551.59,569.63,16.36,585.99,,252,0,0,-7.06,83.79,70.26,33.89,98.34,531.22,54.77,-271.08,-216.31,,0,0,-24.57,0,-24.57,-191.74,-191.74,-207.74,,,-327.66,-327.66,,0,0,,0,0,,0,0,0
DYNPRO,Dynemic Products Ltd.,,175.83,0,175.83,182.27,0.85,183.12,,97.64,9.33,30.11,-7.52,9.3,1.57,3.41,7.17,151.01,32.11,0,32.11,,8.32,0,-0.79,0.45,7.98,24.13,24.13,24.13,,,21.06,21.06,,0,0,,0,0,,1.7,0.7,15
EASTSILK,Eastern Silk Industries Ltd.,,100.63,0,100.63,103.18,4.7,107.88,,9.81,21.09,16.74,21.97,7.45,1.12,5.74,22.89,106.82,1.05,0,1.05,,0,0,0,0,0,1.05,1.05,1.05,,,0.13,0.13,,0,0,,0,0,,0,0,0
ECLERX,eClerx Services Ltd.,,"1,118.63",0,"1,118.63","1,120.17",54,"1,174.17",,0,0,19.95,0,484.49,17.66,44.59,375.31,942.01,232.16,-48.84,183.32,,58.21,0,1.28,0.26,59.75,123.57,123.57,123.57,,,33.05,33.05,,0,0,,0,0,,4.46,0,10
EDELWEISS,Edelweiss Financial Services Ltd.,,177.57,0.00,177.57,221.33,24.21,245.54,,0.00,0.00,-13.47,0.0,79.77,32.31,3.22,62.29,165.99,79.55,0.00,79.55,,0.19,0.0,-3.22,0.00,-3.03,82.58,82.58,82.58,,,0.93,0.92,,0.0,0.00,,0.0,0.00,,26.65,0.0,140.00
EIHAHOTELS,EIH Associated Hotels Ltd.,,249.08,0.00,249.08,249.08,8.99,258.07,,0.00,0.00,19.86,0.0,56.47,0.45,15.97,122.32,215.07,43.00,0.00,43.00,,12.59,0.0,-7.56,0.00,5.04,37.96,37.96,37.96,,,12.46,12.46,,0.0,0.00,,0.0,0.00,,13.71,2.82,0.00
EIHOTEL,EIH Ltd.,,"1,350.30",0,"1,350.30","1,350.30",84.01,"1,434.31",,0,0,168.83,0,410.89,49.52,134.2,545.17,"1,308.61",125.7,-16.61,109.1,,20.99,0,-36.36,0,-15.37,124.47,124.47,124.47,,,2.18,2.18,,0,0,,0,0,,0,0,0
EIMCOELECO,Eimco Elecon (India) Ltd.,,107.51,0,107.51,107.91,10.7,118.61,,46.62,24.53,2.13,-15.96,13.33,0.51,5.84,31.41,108.41,10.2,0,10.2,,2.43,1.95,0.29,0.03,0.8,9.41,9.41,9.41,,,16.31,16.31,,0,0,,0,0,,4.04,0.83,50
EKC,Everest Kanto Cylinder Ltd.,,485.49,0,485.49,489.55,5.27,494.82,,266.74,17.58,0,8.97,24.18,26.28,22.88,95.41,462.04,32.78,-6.82,25.96,,4.99,0,5.06,0,10.05,15.91,15.91,15.91,,,1.42,1.42,,0,0,,0,0,,0,0,0
ELECON,Elecon Engineering Company Ltd.,,819.42,0,819.42,835.74,9.31,845.04,,372.32,0,139.61,6.47,71.45,69.63,43.69,140.6,843.77,1.28,0,1.28,,1.18,0,-72.32,0,-71.14,72.42,72.42,72.42,,,6.45,6.45,,0,0,,0,0,,2.24,0.46,10
ELECTCAST,Electrosteel Castings Ltd.,,"2,434.49",0,"2,434.49","2,479.89",41.82,"2,521.71",,"1,118.42",31.67,0,-5.57,171.93,219.9,52.74,809.08,"2,398.17",123.54,0,123.54,,13.51,0,11.6,-0.16,24.95,98.59,98.59,98.59,,,2.36,2.36,,0,0,,0,0,,0,0,30
ELECTHERM,Electrotherm (India) Ltd.,,"2,831.20",0,"2,831.20","2,836.36",25.73,"2,862.09",,"1,871.20",110.3,0,-4.91,147,19.3,129.99,579.77,"2,852.65",9.44,35.54,44.98,,0,0,0,0,0,44.98,44.98,44.98,,,35.31,35.31,,0,0,,0,0,,0,0,0
ELGIEQUIP,Elgi Equipments Ltd.,,"1,069.45",0,"1,069.45","1,081.14",49.43,"1,130.58",,536.36,106.75,0,-19.04,163.13,4.31,36.65,174.62,"1,002.78",127.79,0,127.79,,32.67,0,-5.3,0,27.37,100.42,100.42,100.42,,,6.34,6.34,,0,0,,0,0,,49.74,0,165
ELGIRUBCO,Elgi Rubber Company Ltd.,,184.98,0,184.98,185.87,17.88,203.76,,93.78,22.14,0,-3.56,23.47,10.95,7.65,50.98,205.43,-1.67,7.81,6.14,,0,0,-0.1,0.44,0.34,5.8,5.8,5.8,,,1.16,1.16,,12.09,82.3,,0.56,1.11,,0.8,0.17,16
EMAMILTD,Emami Ltd.,,"2,342.07",0,"2,342.07","2,389.92",94.09,"2,484.01",,710.45,99.36,0,-3.56,255.7,18.9,326.1,735.95,"2,142.90",341.11,-3.26,337.86,,64.27,0,-15.53,0,48.74,289.12,289.12,289.12,,,6.37,6.37,,0,0,,0,0,,363.15,74.65,400
EMMBI,Emmbi Industries Ltd.,,333.14,29.21,303.93,303.93,0.16,304.1,,206.39,0,31.18,-6.71,16.85,11.94,6.97,18.79,285.43,18.66,0,18.66,,3.19,0,0.84,0,4.04,14.63,14.63,14.63,,,8.27,8.27,,2.45,203.94,,0,7.68,,0,0,4
ENDURANCE,Endurance Technologies Ltd.,,"4,820.16",0,"4,820.16","4,938.57",36.19,"4,974.76",,"3,000.67",27.84,0,18.81,296.13,10.82,199.25,861.06,"4,406.32",568.44,0,568.44,,147.53,0,-6.78,0,140.75,427.69,427.69,427.69,,,30.41,30.41,,0,0,,0,0,,154.73,31.81,55
ENERGYDEV,Energy Development Company Ltd.,,10.77,0,10.77,10.77,4.06,14.83,,0.87,0,0,0.7,4.31,2.2,2.75,6.75,17.58,-2.74,0,-2.74,,0,0,0.26,0,0.26,-3.01,-3.01,-3.01,,,-0.63,-0.63,,0,0,,0,0,,2.38,0.49,5
ENGINERSIN,Engineers India Ltd.,,"3,187.83",0,"3,187.83","3,203.05",258.03,"3,461.09",,0,0,"1,557.59",0,844.36,1.74,23.83,358.06,"2,785.58",675.51,0,675.51,,219.36,0,26.4,-0.49,245.27,430.24,430.24,430.24,,,6.81,6.81,,0,0,,0,0,,330.05,0,103
ENIL,Entertainment Network India Ltd.,,530.6,0,530.6,540.59,12.76,553.35,,0,0,0,0,134.83,18.39,99.07,282.25,534.55,18.81,0,18.81,,4.67,0,0.35,-0.77,4.25,14.56,14.56,14.56,,,3.05,3.05,,0,0,,0,0,,4.77,0.98,10
EPL,EPL Ltd.,,757.96,0,757.96,803.27,79.03,882.3,,344.5,0,0,5.3,100.36,19.96,97.25,180.24,747.61,134.69,-9.39,125.3,,29.68,0,-10.15,0,19.53,105.77,105.77,105.77,,,3.35,3.35,,0,0,,0,0,,78.84,8.1,165
EROSMEDIA,Eros International Media Ltd.,,669,0,669,669,55.47,724.47,,0,0,235.56,2.97,29.74,70.75,8.18,476.61,823.81,-99.34,"-1,278.50","-1,377.84",,0,0,-187.9,-29.21,-217.11,"-1,160.73","-1,160.73","-1,160.73",,,-121.48,-121.48,,0,0,,0,0,,0,0,0
ESABINDIA,Esab India Ltd.,,698.69,0,698.69,702.98,8.49,711.47,,350,89.84,0,-4,75.56,0.5,12.58,89.75,614.23,97.24,0,97.24,,24.39,0,-0.03,1.47,25.83,71.41,71.41,71.41,,,46.4,46.4,,0,0,,0,0,,0,0,700
ESSARSHPNG,Essar Shipping Ltd.,,522.63,0,522.63,538.47,12.53,551,,0,0,300.23,0,55.4,209.87,110.35,48.06,723.91,-172.91,"-2,779.42","-2,952.33",,1.11,0,0,0,1.11,"-2,953.44","-2,953.44","-2,953.44",,,-142.69,-142.69,,0,0,,0,0,,0,0,0
ESSENTIA,Integra Essentia Ltd.,,0,0,0,0,0.15,0.15,,0,0,0,0,0,0.28,1.5,0.35,2.12,-1.97,-11.43,-13.4,,0,0,0,0,0,-13.4,-13.4,-13.4,,,-3.69,-3.69,,0,0,,0,0,,0,0,0
ESTER,Ester Industries Ltd.,,"1,031.71",0,"1,031.71","1,038.70",8.89,"1,047.60",,613.53,0,111.45,9.7,54.05,24.46,35.28,60.56,909.03,138.57,0,138.57,,30.12,0,8.95,0,39.07,99.5,99.5,99.5,,,11.93,11.93,,0,0,,0,0,,4.17,0.86,50
EVEREADY,Eveready Industries India Ltd.,,"1,198.15",0,"1,198.15","1,210.93",46.73,"1,257.66",,446.38,271.37,0,9.68,149.46,70.41,28.97,212.91,"1,189.17",68.48,151.59,220.07,,39.93,0,0.58,0,40.51,179.57,179.57,179.57,,,24.7,24.7,,0,0,,0,0,,0,0,0
EVERESTIND,Everest Industries Ltd.,,"1,269.29",0,"1,269.29","1,283.75",9.05,"1,292.80",,719.34,2.66,0,17.21,115.71,7.04,23.74,385.7,"1,271.40",21.4,0,21.4,,4.2,0,3.16,0,7.35,14.05,14.05,14.05,,,8.99,8.99,,0,0,,0,0,,11.73,2.41,10
EXCEL,Excel Realty N Infra Ltd.,,9.26,0,9.26,9.41,3.96,13.37,,0,8.1,0,0,0.64,0.05,0.27,4.16,13.22,0.15,0,0.15,,0.03,0.03,0.01,0,0.01,0.14,0.14,0.14,,,0.01,0.01,,0,0,,0,0,,0,0,0
EXCELINDUS,Excel Industries Ltd.,,694.87,0,694.87,702.48,8.08,710.56,,331.29,5.03,0,-7.75,84.61,2.55,22.78,159.85,598.36,112.21,0,112.21,,26.27,0,-7.54,0,18.73,93.47,93.47,93.47,,,74.36,74.36,,0,0,,0,0,,36.14,7.43,200
EXPLEOSOL,Expleo Solutions Ltd.,,269.4,0,269.4,269.4,6.77,276.17,,0,0,0,0,134.72,1.11,5.8,85.81,227.44,48.73,0,48.73,,12.47,0,1.31,0,13.79,34.95,34.95,34.95,,,33.73,33.73,,0,0,,0,0,,0,0,0
FACT,Fertilisers and Chemicals Travancore Ltd.,,"2,769.91",0,"2,769.91","2,769.91",31.63,"2,801.54",,"1,523.67",72.14,0,8.6,233.02,289.34,18.02,653.42,"2,798.21",3.34,972.17,975.5,,0,0,0,0,0,975.5,975.5,975.5,,,15.08,15.08,,0,0,,0.52,27.27,,0,0,0
FCL,Fineotex Chemical Ltd.,,127.56,0,127.56,128.85,3.26,132.11,,76.6,0,0,-0.87,6.92,0.29,1.11,18.39,102.46,29.65,-12.62,17.03,,7.24,0,-0.74,-0.25,6.25,10.78,10.78,10.78,,,0.97,0.97,,0,0,,0,0,,0.56,0,3
FCSSOFT,FCS Software Solutions Ltd.,,36.88,0,36.88,36.88,3.33,40.21,,0,0,0,0,19.59,2.88,5.24,19.17,46.89,-6.68,-3.06,-9.74,,0.8,0,0.01,0,0.82,-10.56,-10.56,-10.56,,,-0.06,-0.06,,0,0,,0,0,,0,0,0
FDC,FDC Ltd.,,"1,322.64",0,"1,322.64","1,331.09",82.66,"1,413.75",,338.38,81.54,0,4.61,276.18,3.41,37.36,346.8,"1,088.29",325.46,0,325.46,,82.8,0,-4.12,0,78.68,246.78,246.78,246.78,,,14.34,14.34,,0,0,,0,0,,13.7,0,80
FEDDERELEC,Fedders Electric and Engineering Ltd.,,70.5,0,70.5,70.5,0.53,71.03,,49.34,0,0,3.02,8.15,9.88,17.62,39.52,127.53,-56.5,0,-56.5,,0,0,-1.02,0,-1.02,-55.48,-55.48,-55.48,,,-16.33,-16.33,,0.04,49.3,,0,0,,0,0,0
FEDERALBNK,Federal Bank Ltd.,,"10,670.87","2,184.07",139.96,215.85,"13,210.75","1,931.41","15,142.16",,"8,561.85","1,772.36",119.46,"1,483.80","3,375.61",489.75,0,"1,172.17","1,661.92","13,599.38","1,542.78","1,542.78","2,174.28","3,717.07",,385.7,135.83,147.46,335.41,0,0.0,"2,616.67","3,717.07",,,7.76,7.7,,0,,,,,
FIEMIND,FIEM Industries Ltd.,,"1,366.25",0,"1,366.25","1,376.98",1.73,"1,378.71",,808.24,7.77,120.49,23.95,195.52,17.67,52.72,64.35,"1,290.71",88,-0.88,87.12,,21.78,0,-13.8,0.21,8.19,78.93,78.93,78.93,,,59.98,59.98,,0,0,,0,0,,18.42,3.79,130
FILATEX,Filatex India Ltd.,,"2,775.98",0,"2,775.98","2,782.07",12.42,"2,794.49",,"2,217.90",37.7,212.11,-41.6,74.66,61.29,51.27,59.16,"2,672.50",121.99,0,121.99,,21.29,0,-20.78,0,0.52,121.47,121.47,121.47,,,5.53,5.53,,0,0,,0,0,,0,0,0
FINCABLES,Finolex Cables Ltd.,,"2,840.68",0,"2,840.68","2,877.30",171.89,"3,049.19",,"2,026.15",57.17,0,0.03,149.53,1.55,38.91,274.52,"2,547.86",501.33,0,501.33,,123.24,0,-24.39,0,98.85,402.48,402.48,402.48,,,26.32,26.32,,0,0,,0,0,,68.82,14.15,275
FINEORG,Fine Organics Industries Ltd.,,"1,026.21",0,"1,026.21","1,026.22",20.51,"1,046.73",,636.01,0,0,-29.64,69.44,4.78,34.65,114.34,829.57,217.16,0,217.16,,56.09,0,-5.44,0,50.66,166.5,166.5,166.5,,,54.31,54.31,,0,0,,0,0,,33.73,6.93,140
FLEXITUFF,Flexituff Ventures International  Ltd.,,855.85,0.00,855.85,872.76,20.01,892.77,,521.79,69.33,0.00,7.95,177.00,73.83,74.50,165.62,"1,090.03",-197.26,0.00,-197.26,,0.00,0.0,-31.83,0.00,-31.83,-165.43,-165.43,-165.43,,,-66.49,-66.49,,0.0,0.00,,0.0,0.00,,0.00,0.0,0.00
FSL,Firstsource Solutions Ltd.,,896.24,0,896.24,939.91,30.8,970.71,,0,0,0,0,480.86,15.68,70.58,191.6,758.72,211.99,0,211.99,,30.22,0,-0.25,0,29.98,182.02,182.02,182.02,,,2.63,2.62,,0,0,,0,0,,376.2,0,25
GABRIEL,Gabriel India Ltd.,,"1,859.37",0,"1,859.37","1,869.96",9.7,"1,879.66",,"1,349.95",23.5,0,-3.76,155.35,3.58,43.65,207.12,"1,779.39",100.27,0,100.27,,27.24,0,-11.52,-0.16,15.56,84.71,84.71,84.71,,,5.9,5.9,,0,0,,0,0,,24.25,0,130
GAIL,GAIL India Ltd.,,"71,729.57",5.39,"71,724.18","71,870.96","1,416.84","73,287.80",,"4,411.97","53,547.19",0,-598.62,"1,519.25",108.5,"1,835.99","4,621.79","65,446.07","7,841.73",101.63,"7,943.36",,"2,077.23",0,"-1,654.81",900.31,"1,322.73","6,620.63","6,620.63","6,620.63",,,14.68,14.68,,"1,788.72","2,623.25",,186.42,269.88,,"3,285.63",656.87,64
GALAXYSURF,Galaxy Surfactants Ltd.,,"1,767.14",0,"1,767.14","1,793.12",5.36,"1,798.48",,"1,166.64",9.83,0,22.05,94.37,16.9,39.94,219.05,"1,568.78",229.7,0,229.7,,58.12,0,-10.6,0,47.52,182.18,182.18,182.18,,,51.38,51.38,,0,0,,0,0,,60.28,12.39,140
GALLANTT,Gallantt Ispat Ltd.,,849.85,0,849.85,865.05,1.14,866.19,,717.17,2.34,0,-15.86,29.21,6.38,14.15,99.91,853.3,12.89,0,12.89,,2.8,0,2.61,0,5.41,7.48,7.48,7.48,,,0.92,0.92,,0,0,,0,0,,2.03,0.42,0
GANDHITUBE,Gandhi Special Tubes Ltd.,,77.67,0.00,77.67,80.94,5.71,86.65,,30.02,0.00,0.00,-0.11,6.56,0.04,3.55,20.56,60.62,26.03,0.00,26.03,,6.62,0.0,-1.97,0.00,4.65,21.37,21.37,21.37,,,15.93,15.93,,0.0,0.00,,0.0,0.00,,12.44,2.56,180.00
GANECOS,Ganesha Ecosphere Ltd.,,883.36,0,883.36,888.83,7.5,896.33,,557,14.26,123.66,-25.75,60.02,7.77,28.05,47.84,812.86,83.47,0,83.47,,19.61,4.17,4.14,0,19.59,63.88,63.88,63.88,,,29.26,29.26,,0,0,,0,0,,4.37,0.9,20
GANESHHOUC,Ganesh Housing Corporation Ltd.,,-0.73,0,-0.73,1.71,2.12,3.84,,0,0,0.76,-0.18,15.74,47.43,2.07,9.17,74.99,-71.15,0,-71.15,,10.75,0,-18.62,0,-7.87,-63.28,-63.28,-63.28,,,-12.86,-12.86,,0,0,,0,0,,2.46,0.51,5
GARFIBRES,Garware Technical Fibres Ltd.,,932.12,0,932.12,944.72,69.13,"1,013.85",,250.58,35.14,0,-13.6,136.18,11.21,19.26,358.89,797.65,216.2,0,216.2,,44.47,0,-6.27,0,38.2,178,178,178,,,81.35,81.35,,0,0,,0,0,,48.14,2.28,170
GEECEE,GeeCee Ventures Ltd.,,42.67,0.00,42.67,42.67,0.84,43.50,,0.00,0.00,47.73,-33.5,4.35,0.00,1.53,4.53,24.65,18.86,0.00,18.86,,5.10,0.0,-1.43,0.00,3.67,15.19,15.19,15.19,,,7.18,7.18,,0.0,0.00,,0.0,0.00,,0.00,0.0,0.00
GEEKAYWIRE,Geekay Wires Ltd.,,190.4,0,190.4,190.4,7.11,197.51,,139.82,0,7.23,4.41,7.76,6.63,2.57,20.13,188.56,8.95,0,8.95,,2.14,0,0.32,0,2.46,6.49,6.49,6.49,,,6.21,6.21,,0,0,,0,0,,0,0,0
GENESYS,Genesys International Corporation Ltd.,,111.78,0,111.78,111.78,5.05,116.83,,0,0,12.21,0,67.28,2.5,12.07,18.76,112.83,3.99,0,3.99,,0.69,0,-2.23,0,-1.54,5.53,5.53,5.53,,,1.77,1.76,,0,0,,0,0,,0.47,0,0
GENUSPOWER,Genus Power Infrastructures Ltd.,,"1,056.17",0,"1,056.17","1,060.40",19.12,"1,079.51",,645.73,0,0,18.29,108.72,32.72,22.15,114.93,942.53,136.98,0,136.98,,46.68,0,-5.16,1.79,43.32,93.67,93.67,93.67,,,3.64,3.64,,0,0,,0,0,,13.33,2.74,10
GEOJITFSL,Geojit Financial Services Ltd.,,285.45,0,285.45,285.45,1.42,286.88,,0,0,46.13,0,101.31,2.94,23.67,49.95,224.57,62.3,-10.2,52.1,,17.17,0,-0.02,-2.79,14.36,37.74,37.74,37.74,,,1.58,1.58,,0,0,,0,0,,71.82,0,150
GEPIL,GE Power India Ltd.,,"2,437.58",0,"2,437.58","2,445.86",125.22,"2,571.08",,"1,246.87",0,446.75,8.64,371.45,49.25,66.47,240.97,"2,430.40",140.68,32.91,173.59,,26.85,0,58.31,3.36,88.52,85.07,85.07,85.07,,,12.65,12.65,,0,0,,0,0,,40.34,8.01,20
GESHIP,Great Eastern Shipping Company Ltd.,,"2,842.49",0,"2,842.49","2,870.76",298.14,"3,168.90",,0,0,989.62,0,443.02,317.52,476.74,622.47,"2,849.37",319.53,0,319.53,,26,0,12.84,0,38.84,280.69,280.69,280.69,,,18.89,18.85,,0,0,,0,0,,160.4,21.17,81
GHCL,Gujarat Heavy Chemicals Ltd.,,"3,256.01",0,"3,256.01","3,256.01",16.43,"3,272.44",,"1,253.45",182.39,0,-14.02,188.36,118.18,130.51,909.1,"2,767.97",504.47,0,504.47,,143.38,0,-42.93,-2.48,97.97,406.5,406.5,406.5,,,41.51,41.51,,0,0,,0,0,,77.52,15.93,30
GICHSGFIN,GIC Housing Finance Ltd.,,"1,247.45",0,"1,247.45","1,247.45",7.46,"1,254.91",,0,0,0.82,0,42.53,945.38,6.13,48.08,"1,142.64",112.27,0,112.27,,38,0,23.64,5.02,66.66,45.61,45.61,45.61,,,8.47,8.47,,0,0,,0,0,,35.7,0,20
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,600.62,0,600.62,614.9,15.92,630.82,,190.93,75.95,131.33,14.54,143.41,42.04,15.69,44.31,658.2,-27.38,9.58,-17.8,,0,0,0,0,0,-17.8,-17.8,-17.8,,,-8.34,-8.34,,0,0,,0,0,,0,0,0
GILLETTE,Gillette India Ltd.,,"1,678.67",0,"1,678.67","1,679.06",11.42,"1,690.48",,188.82,565.28,0,-25.03,119.18,5.44,51.05,471.77,"1,376.51",313.97,0,313.97,,82.43,0,9.53,-8.17,83.79,230.18,230.18,230.18,,,70.64,70.64,,0,0,,0,0,,81.46,16.59,490
GINNIFILA,Ginni Filaments Ltd.,,781.76,0,781.76,788.36,3.14,791.5,,488.39,0,0,-1.69,61.37,33,25.9,180.83,787.79,3.71,5.51,9.22,,4.25,0,-0.8,0.07,3.52,5.7,5.7,5.7,,,0.81,0.81,,0,0,,0,0,,0,0,0
GIPCL,Gujarat Industries Power Co. Ltd.,,"1,373.66",0,"1,373.66","1,378.83",41.89,"1,420.72",,589.58,0,130.91,0,108.41,50.73,190.76,44.95,"1,115.34",305.38,0,305.38,,54.61,0,2.79,0,57.4,247.98,247.98,247.98,,,16.4,16.4,,0,0,,0,0,,43.86,9.02,29
GKWLIMITED,GKW Ltd.,,10.82,0,10.82,10.93,0.53,11.46,,0,0,0,0,3.68,0.2,1.09,4.95,9.92,1.54,0,1.54,,0,0,-1.08,0,-1.08,2.62,2.62,2.62,,,4.39,4.39,,0,0,,0,0,,0,0,0
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,,"3,187.35",0,"3,187.35","3,224.68",77.56,"3,302.24",,474.38,868.92,0,-35.43,628.55,6.34,82.68,629.81,"2,655.24",646.99,-324.49,322.5,,235.31,0,-47.72,24.86,212.45,110.05,110.05,110.05,,,6.5,6.5,,0,0,,0,0,,338.81,69.64,400
GLFL,Gujarat Lease Financing Ltd.,,0,0,0,0,0.96,0.96,,0,0,0,0,0.1,0,0.02,0.46,0.59,0.37,0,0.37,,0,0,0,0,0,0.37,0.37,0.37,,,0.14,0.14,,0,0,,0,0,,0,0,0
