Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
EXCEL,Excel Realty N Infra Ltd.,,9.76,0,9.76,10.58,1.34,11.93,,0,8.47,0,0,0.68,0.7,0.34,1.52,11.7,0.22,0,0.22,,0.04,0.04,0,0,0,0.22,0.22,0.22,,,0.02,0.02,,0,0,,0,0,,0,0,0
EXCELINDUS,Excel Industries Ltd.,,797.28,0,797.28,806,4.4,810.4,,353.06,0,0,-9.25,71.57,2.44,17.8,142.27,577.88,232.52,0,232.52,,75.87,0,4.75,0,80.61,151.9,151.9,152.06,,,120.97,120.97,,0,0,,0,0,,15.71,3.23,375
EXPLEOSOL,Expleo Solutions Ltd.,,282.77,0,282.77,282.77,5.55,288.33,,0,0,0,0,124.98,0.07,5.48,109.78,240.3,48.03,0,48.03,,17.35,0,-0.76,0,16.59,31.44,31.44,31.44,,,29.35,29.35,,0,0,,0,0,,0,0,0
FACT,Fertilisers and Chemicals Travancore Ltd.,,"1,368.10",0,"1,368.10","1,954.98",456.75,"2,411.73",,"1,369.03",2.4,0,-76.98,230.15,280.53,22.52,420.93,"2,248.59",163.14,0,163.14,,0,0,0,0,0,163.14,163.14,163.14,,,2.52,2.52,,0,0,,0.56,26.71,,0,0,0
FCL,Fineotex Chemical Ltd.,,111.55,0,111.55,112.64,0.97,113.61,,66.92,0,0,-0.73,5.94,0.57,0.94,15.2,88.85,24.76,0.17,24.93,,7.32,0,0.35,-0.06,7.6,17.32,17.32,17.32,,,1.56,1.56,,0,0,,0,0,,0,0,5
FCSSOFT,FCS Software Solutions Ltd.,,36.88,0,36.88,36.88,3.33,40.21,,0,0,0,0,19.59,2.88,5.24,19.17,46.89,-6.68,-3.06,-9.74,,0.8,0,0.01,0,0.82,-10.56,-10.56,-10.56,,,-0.06,-0.06,,0,0,,0,0,,0,0,0
FDC,FDC Ltd.,,"1,067.68",0,"1,067.68","1,075.87",54.8,"1,130.67",,299.97,66.44,0,-21.93,224.27,1.43,33.14,287.07,890.4,240.27,-3.97,236.3,,66.6,0,-1.84,0,64.76,171.54,171.54,171.54,,,9.84,9.84,,0,0,,0,0,,0,0,0
FEDDERELEC,Fedders Electric and Engineering Ltd.,,130.4,0,130.4,130.4,2.33,132.73,,114.66,0,0,5.26,26.2,31.47,18.49,472.37,668.45,-535.72,0,-535.72,,0,0,-1.25,0,-1.25,-534.47,-534.47,-534.47,,,-157.34,-157.34,,1.12,113.54,,0,0,,0,0,0
FEDERALBNK,Federal Bank Ltd.,,"9,089.62","2,037.45",73.47,218.49,"11,419.02","1,351.02","12,770.05",,"7,242.68","1,377.76",120.38,"1,266.13","2,764.27",663.36,0,855.85,"1,519.21","11,526.16","1,243.89","1,243.89","1,742.49","2,986.37",,310.97,34.48,143.93,0,198.01,40.7,"2,174.28","2,986.37",,,6.28,6.24,,70,,,,,
FIEMIND,FIEM Industries Ltd.,,"1,433.96",0,"1,433.96","1,444.00",0.86,"1,444.86",,895.6,7.42,128.29,-4.92,195.7,22.1,48.92,66.65,"1,359.75",85.11,0,85.11,,25.41,0,4.06,0.15,29.62,55.49,55.49,55.49,,,42.16,42.16,,0,0,,0,0,,22.37,4.6,120
FILATEX,Filatex India Ltd.,,"2,868.44",0,"2,868.44","2,874.10",11.79,"2,885.89",,"2,327.90",23.1,164.03,13.56,63.24,54.7,44.97,65.76,"2,757.26",128.63,2.34,130.97,,28.3,0,17.82,0,46.12,84.85,84.85,84.85,,,3.9,3.83,,0,0,,0,0,,0,0,0
FINCABLES,Finolex Cables Ltd.,,"3,030.07",0,"3,030.07","3,077.79",121.83,"3,199.62",,"2,292.09",45.88,0,-73.03,140.7,0.92,40.55,220.65,"2,667.76",531.86,0,531.86,,165.68,0,22.09,0,187.77,344.09,344.09,344.09,,,22.5,22.5,,0,0,,0,0,,61.18,12.57,225
FINEORG,Fine Organics Industries Ltd.,,"1,043.97",0,"1,043.97","1,043.97",20.23,"1,064.20",,647.84,0.11,0,6.49,59.89,1.79,17.45,107.39,840.96,223.24,0,223.24,,80,0,6.97,7.26,94.23,129.01,129.01,129.01,,,42.08,42.08,,0,0,,0,0,,21.46,4.37,140
FLEXITUFF,Flexituff Ventures International  Ltd.,,"1,133.45",0,"1,133.45","1,174.81",26.89,"1,201.70",,643.8,44.18,0,12.64,196.37,108.98,70.41,146.88,"1,223.26",-21.56,0,-21.56,,0,0,-6.36,0.58,-5.79,-15.78,-15.78,-15.78,,,-6.34,-6.34,,0,0,,0,0,,0,0,0
FSL,Firstsource Solutions Ltd.,,724.75,0,724.75,768.11,61.92,830.03,,0,0,0,0,383.33,1.55,24.32,197.96,607.16,222.87,0,222.87,,16.89,0,6.96,0,23.85,199.02,199.02,199.02,,,2.89,2.87,,0,0,,0,0,,0,0,20
GABRIEL,Gabriel India Ltd.,,"2,055.29",0,"2,055.29","2,076.46",9.24,"2,085.70",,"1,491.10",19.81,0,-3.86,154.05,2.93,41.06,237.56,"1,942.65",143.05,0,143.05,,44.99,0,1.79,1.28,48.07,94.99,94.99,94.99,,,6.61,6.61,,0,0,,0,0,,20.83,4.28,150
GAIL,GAIL India Ltd.,,"74,807.98",0.46,"74,807.52","75,126.30","1,544.81","76,671.11",,"4,584.26","54,662.34",0,-382.45,"1,778.37",138.54,"1,550.22","4,928.68","67,259.96","9,411.15",-326.33,"9,084.82",,"2,464.26",0,620.51,-25.62,"3,059.15","6,025.67","6,025.67","6,025.67",,,26.72,26.72,,"1,221.00","3,363.26",,158.99,289.32,,"1,734.14",356.46,71
GALAXYSURF,Galaxy Surfactants Ltd.,,"1,966.95",0,"1,966.95","1,996.36",35.91,"2,032.27",,"1,422.22",11.14,0,-0.63,87.31,20.44,28.7,208.72,"1,777.90",254.37,0,254.37,,73.58,0,12.34,0,85.92,168.45,168.45,168.45,,,47.51,47.51,,0,0,,0,0,,42.55,8.74,80
GALLANTT,Gallantt Ispat Ltd.,,"1,053.72",0,"1,053.72","1,063.79",5.4,"1,069.19",,791.14,17.88,0,-14.33,29.9,5.99,14.09,114.52,959.19,110,0,110,,35.86,0,2.39,0.12,38.37,71.63,71.63,71.63,,,8.81,8.81,,0,0,,0,0,,2.03,0.42,3
GANDHITUBE,Gandhi Special Tubes Ltd.,,118.27,0,118.27,122.91,7.71,130.62,,43.76,0,0,-1.22,8.47,0,3.69,26.17,80.86,49.75,0,49.75,,10.68,0,0.44,0,11.12,38.63,38.63,38.63,,,27.96,27.96,,0,0,,0,0,,14.99,0,180
GANECOS,Ganesha Ecosphere Ltd.,,"1,016.02",0,"1,016.02","1,020.49",6.19,"1,026.67",,616.91,16.27,135.89,19.44,50.43,10.49,25.8,54.18,929.4,97.27,0,97.27,,33.38,-0.08,1.85,0,35.32,61.95,61.95,61.95,,,28.74,28.74,,0,0,,0,0,,3.27,0.67,20
GANESHHOUC,Ganesh Housing Corporation Ltd.,,7.38,0,7.38,94.83,5.2,100.03,,0,0,1.79,-0.51,15.2,52.67,2.26,10.11,81.51,18.52,0,18.52,,7,0,0.34,0,7.34,11.18,11.18,11.18,,,2.27,2.27,,0,0,,0,0,,8.86,1.82,5
GARFIBRES,Garware Technical Fibres Ltd.,,"1,013.68",0,"1,013.68","1,017.82",20.98,"1,038.80",,292.45,39.14,0,-1.67,129.95,13.72,17.24,365.97,856.8,182,0,182,,53.66,0,3.98,-1.25,56.39,125.61,125.61,125.61,,,57.4,57.4,,0,0,,0,0,,9.85,2,50
GEECEE,GeeCee Ventures Ltd.,,146.99,0,146.99,146.99,5.97,152.96,,0,0,87.33,4.47,4.99,0.03,1.47,10.57,108.86,44.1,0,44.1,,8.74,0,0.26,0,9,35.1,35.1,35.1,,,16.15,16.15,,0,0,,0,0,,0,0,0
GEEKAYWIRE,Geekay Wires Ltd.,,217.83,0,217.83,217.83,6.83,224.66,,182.42,0,6.83,0.54,6.17,7.79,2.23,13.74,219.72,4.94,0.03,4.97,,1.02,0,1.08,0,2.11,2.86,2.86,2.86,,,2.74,2.74,,0,0,,0,0,,0,0,0
GENESYS,Genesys International Corporation Ltd.,,118.79,0,118.79,118.79,3.88,122.67,,0,0,16.04,0,63.21,2.57,9.78,15.82,107.42,15.25,0,15.25,,3.24,0,-0.5,0.21,2.96,12.3,12.3,12.3,,,3.97,3.89,,0,0,,0,0,,0.47,0,3
GENUSPOWER,Genus Power Infrastructures Ltd.,,"1,051.40",0,"1,051.40","1,055.47",17.92,"1,073.39",,736.72,0,0,-18.69,98.15,33.91,19.4,111.36,980.85,92.54,0,92.54,,19.74,0,-1.67,2.1,20.16,72.37,72.37,72.37,,,2.81,2.81,,0,0,,0,0,,9.42,1.94,58
GEOJITFSL,Geojit Financial Services Ltd.,,284.25,0,284.25,284.25,1.17,285.42,,0,0,49.75,0,105.42,2.34,19.55,56.35,235.01,50.41,-7.5,42.91,,19.38,0,-0.59,-0.42,18.37,24.55,24.55,24.55,,,1.03,1.02,,0,0,,0,0,,57.41,0,100
GEPIL,GE Power India Ltd.,,"1,885.54",0,"1,885.54","1,902.72",132.62,"2,035.34",,890.11,0,178.77,54.83,341.87,41.13,31.42,258.52,"1,796.65",238.69,-92.29,146.4,,85.94,0,-35.84,20.25,70.35,76.05,76.05,76.05,,,11.31,11.31,,0,0,,0,0,,20.17,4.19,60
GESHIP,Great Eastern Shipping Company Ltd.,,"2,614.86",0,"2,614.86","2,651.27",262.14,"2,913.41",,0,0,"1,000.80",0,468.36,361.64,509.45,579.63,"2,919.88",-6.47,0,-6.47,,33,20,0,0,13,-19.47,-19.47,-19.47,,,-1.29,-1.29,,0,0,,0,0,,108.56,17.52,54
GHCL,Gujarat Heavy Chemicals Ltd.,,"3,371.18",0,"3,371.18","3,371.18",13.54,"3,384.72",,"1,246.46",237.17,0,-31.77,200.91,126.32,116.29,948.23,"2,843.61",541.11,0,541.11,,153.84,0,25.4,0.84,180.08,361.03,361.03,361.03,,,36.88,36.56,,0,0,,0,0,,48.74,10.01,50
GICHSGFIN,GIC Housing Finance Ltd.,,"1,224.78",0,"1,224.78","1,224.78",2.88,"1,227.66",,0,0,1.39,0,32.22,865.28,0.72,47.99,980.6,247.06,0,247.06,,78.4,0,-3.15,0,75.25,171.81,171.81,171.81,,,31.9,31.9,,0,0,,0,0,,29.63,6.1,55
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,688.75,0,688.75,705.37,10.94,716.32,,250.34,66.59,147.32,1.42,148.92,44.99,16.94,46.97,723.49,-7.17,0,-7.17,,0,0,1.63,0,1.63,-8.8,-8.8,-8.8,,,-4.12,-4.12,,0,0,,0,0,,0,0,0
GILLETTE,Gillette India Ltd.,,"1,861.15",0,"1,861.15","1,861.65",13.6,"1,875.25",,233.58,608.47,0,-22.71,108.3,7.85,47.7,553.01,"1,536.20",339.05,0,339.05,,135.2,0,-12.99,-36.08,86.13,252.92,252.92,252.92,,,77.62,77.62,,0,0,,0,0,,136.86,27.86,440
GINNIFILA,Ginni Filaments Ltd.,,799.08,0,799.08,808.18,4.26,812.45,,508.23,0.16,0,11.4,59.39,33.46,25.72,177.56,815.92,-3.48,0,-3.48,,0.45,0,-0.88,0.45,0.02,-3.49,-3.49,-3.49,,,-0.49,-0.49,,0,0,,0,0,,0,0,0
GIPCL,Gujarat Industries Power Co. Ltd.,,"1,400.81",0,"1,400.81","1,407.35",116.91,"1,524.27",,619.95,0,112.29,0,87.57,50.32,168.4,39.37,"1,077.90",446.36,-218.08,228.28,,93.22,0,-41.34,0,51.88,176.4,176.4,176.4,,,11.66,11.66,,0,0,,0,0,,40.84,8.39,29
GKWLIMITED,GKW Ltd.,,30.39,0,30.39,30.42,0.3,30.72,,0,0,0,0,4.53,0,0.56,5.29,10.37,20.35,0,20.35,,0.71,0,-0.24,0,0.47,19.88,19.88,19.88,,,33.32,33.32,,0,0,,0,0,,0,0,0
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,,"3,089.48",0,"3,089.48","3,128.53",101.48,"3,230.01",,682.07,645.89,0,25.57,537.2,0.55,48.59,631.33,"2,571.20",658.82,4.89,663.71,,192.82,0,45.52,0,238.35,425.36,425.36,425.36,,,25.11,25.11,,0,0,,0,0,,296.46,60.94,200
GLFL,Gujarat Lease Financing Ltd.,,0,0,0,0,0.24,0.24,,0,0,0,0,0.08,0,0.02,0.49,0.59,-0.35,0,-0.35,,0,0,0,0.03,0.03,-0.38,-0.38,-0.38,,,-0.14,-0.14,,0,0,,0,0,,0,0,0
GLOBALVECT,Global Vectra Helicorp Ltd.,,477.84,0,477.84,480.31,4.88,485.19,,0,0,0,0,92.25,13.8,38.82,92.12,480.02,5.17,2.09,7.26,,2.84,0,-1.59,-1,0.25,7.02,7.02,7.02,,,5.01,5.01,,0,0,,0,0,,0,0,0
GLOBUSSPR,Globus Spirits Ltd.,,"1,072.42",89.15,983.27,984.32,7.95,992.27,,600.51,0,0,-3.02,25.61,26.31,36.11,267,952.51,39.76,0,39.76,,9.32,0,5.21,-5.34,9.19,30.57,30.57,30.57,,,10.64,10.64,,0,0,,0,0,,0,0,0
GMBREW,GM Breweries Ltd.,,"1,704.61","1,240.60",464.01,464.01,13.74,477.74,,309.06,0,0,-2.33,10.61,0.07,7.33,29.8,354.54,123.2,0,123.2,,41.4,0,-0.5,0,40.9,82.3,82.3,82.3,,,45.21,45.21,,0,0,,0,0,,4.39,0.89,30
GMDCLTD,Gujarat Mineral Development Corporation Ltd.,,"1,997.33",0,"1,997.33","1,997.33",24.92,"2,022.26",,0,0,"1,129.15",-6.32,122.29,1.83,96.14,74.22,"1,417.30",604.95,-297.65,307.3,,189.72,0,-21.2,0,168.51,138.79,138.79,138.79,,,4.36,4.36,,0,0,,0,0,,111.3,22.88,100
GMMPFAUDLR,GMM Pfaudler Ltd.,,411.62,0,411.62,418.7,7.24,425.94,,212.04,0,0,-9.24,42.21,1.17,10.37,108.12,364.66,61.27,0,61.27,,20.23,0,0.41,0,20.64,40.64,40.64,40.64,,,27.8,27.8,,0,0,,0,0,,7.16,1.47,225
GNFC,Gujarat Narmada Valley Fert & Chem. Ltd.,,"5,864.90",0,"5,864.90","5,896.02",220.54,"6,116.56",,"3,738.38",61.75,0,-49.24,523.63,6.38,262.95,753.34,"5,297.19",819.37,0,819.37,,244.32,0,-32.26,-133.86,78.2,741.17,741.17,741.17,,,47.69,47.69,,0,0,,0,0,,116.56,23.96,70
GOACARBON,Goa Carbon Ltd.,,461.37,0,461.37,461.79,2.25,464.04,,435.47,0,0,-40.23,18.15,11.62,2.04,47.82,474.87,-10.83,0,-10.83,,0.13,0,-3.45,0,-3.32,-7.51,-7.51,-7.51,,,-8.21,-8.21,,0,0,,0,0,,0,0,0
GODFRYPHLP,Godfrey Phillips India Ltd.,,"2,564.42",114.99,"2,449.43","2,477.04",78.99,"2,556.04",,654.71,430.25,0,-14.49,251.6,0.86,95.92,759.46,"2,193.40",362.64,0,362.64,,120.31,0,1.36,0,121.67,240.97,240.97,240.97,,,46.35,46.35,,0,0,,0,0,,41.6,8.55,500
GODREJPROP,Godrej Properties Ltd.,,"1,405.47",0,"1,405.47","1,433.75",460.25,"1,894.00",,0,0,509.34,500.54,143.52,251.95,13.12,190.55,"1,609.02",284.98,0,284.98,,-8.9,0,84.53,0,75.63,209.35,209.35,209.35,,,9.22,9.22,,0,0,,0,0,,0,0,0
GOKEX,Gokaldas Exports Ltd.,,"1,082.12",0,"1,082.12","1,173.37",21.59,"1,194.97",,589.65,0,17.4,-67,394.48,32.9,19.19,177.1,"1,163.70",31.26,-6.27,25,,0,0,0,-0.63,-0.63,25.63,25.63,25.63,,,6.09,5.93,,0,0,,0,0,,0,0,0
GOKULAGRO,Gokul Agro Resources Ltd.,,"4,227.08",0,"4,227.08","4,270.50",9.91,"4,280.41",,"3,767.13",295.63,0,-76.02,22.36,82.57,29.78,150.84,"4,272.27",8.14,0,8.14,,3.7,0,-0.68,0,3.02,5.12,5.12,5.12,,,0.39,0.39,,0,0,,0,0,,0,0,0
GOLDTECH,AION-TECH SOLUTIONS Ltd.,,34.11,0,34.11,34.11,0.25,34.36,,11.45,0,0,0,15.87,0.31,0.37,3.72,31.71,2.66,0,2.66,,-0.37,0,1.36,0,1,1.66,1.66,1.66,,,0.88,0.88,,0,0,,0,0,,0,0,0
GOODLUCK,Good Luck India Ltd.,,"1,630.66",0,"1,630.66","1,656.83",1.74,"1,658.57",,"1,302.02",0.11,0,-56.72,71.01,60.76,23.64,213.64,"1,614.46",44.11,0,44.11,,9.51,1.2,5.56,-0.33,13.53,30.58,30.58,30.58,,,13.29,13.29,,70.4,"1,231.63",,0.05,68.56,,0,0,0
GPPL,Gujarat Pipavav Port Ltd.,,658.07,0,658.07,701.98,45.24,747.22,,0,0,144.24,0,59.69,0.37,112.84,109.19,426.32,320.91,0,320.91,,110.68,0,4.61,0,115.28,205.63,205.63,205.63,,,4.24,4.24,,0,0,,0,0,,164.37,33.79,35
GPTINFRA,GPT Infraprojects Ltd.,,511.72,0,511.72,527,14.64,541.64,,46.51,0.11,103.39,6.68,36.96,40.22,17.46,281.21,532.53,9.11,0,9.11,,5.94,0,-5.23,0,0.72,8.39,8.39,8.39,,,2.88,2.88,,0,0,,0,0,,5.82,0,20
GRANULES,Granules India Ltd.,,"2,053.59",0,"2,053.59","2,098.43",28.49,"2,126.92",,"1,317.33",0,0,-67.02,167,28.36,90.77,348.77,"1,885.21",241.71,0,241.71,,81.92,0,-2.06,0,79.87,161.84,161.84,161.84,,,6.37,6.35,,0,0,,0,0,,25.42,5.22,100
GRAPHITE,Graphite India Ltd.,,"6,597.56",0,"6,597.56","6,737.30",196.35,"6,933.65",,"2,100.22",0,0,-679.33,221.64,10.89,56.01,888.73,"2,598.16","4,335.49",-54.86,"4,280.63",,"1,468.58",0,6.3,0,"1,474.88","2,805.75","2,805.75","2,805.75",,,143.61,143.61,,0,0,,0,0,,625.2,128.51,"2,750.00"
GRASIM,Grasim Industries Ltd.,,"20,345.85",0,"20,345.85","20,550.43",567.98,"21,118.41",,"12,577.07",267.35,"1,123.46",-126.24,"1,529.00",199.05,760.39,"1,108.63","17,438.71","3,679.70","-2,368.01","1,311.69",,983.28,0,-180.7,-6.19,796.39,515.3,515.3,515.3,,,7.84,7.84,,0,0,,0,0,,407.74,48.09,350
GRAVITA,Gravita India Ltd.,,"1,015.43",0,"1,015.43","1,059.36",12.13,"1,071.48",,850.71,68.18,0,14.39,44.97,20.81,6.84,41.5,"1,047.38",24.1,0,24.1,,4.41,0,0.74,0,5.14,18.95,18.95,18.95,,,2.76,2.75,,0,0,,0,0,,4.81,0.99,15
GREENPOWER,Orient Green Power Company Ltd.,,30.06,0,30.06,31.08,23.81,54.89,,0,0,0,0,5.54,34.72,0.01,8.84,49.11,5.78,0,5.78,,0,0,0,0,0,5.78,5.78,-6.49,,,-0.08,-0.08,,0,0,,0,0,,0,0,0
GRINDWELL,Grindwell Norton Ltd.,,"1,551.99",0,"1,551.99","1,566.85",37.67,"1,604.52",,647.48,109.12,0,-29.07,189.54,1.48,42.22,390.66,"1,351.43",253.1,0,253.1,,88.45,0,0.81,0,89.26,163.84,163.84,163.84,,,14.8,14.8,,0,0,,0,0,,55.36,11.38,120
GROBTEA,The Grob Tea Company Ltd.,,79.59,0,79.59,79.78,0.9,80.68,,0.95,2.42,0,-0.25,46.8,0.62,2.85,25.48,78.86,1.82,0,1.82,,0.35,0,0.07,0,0.42,1.4,1.4,1.4,,,12.01,12.01,,0,0,,0,9.69,,0.23,0.05,20
GRPLTD,GRP Ltd.,,372.34,18.48,353.87,356.96,0.87,357.84,,172.02,0,69.41,-0.09,58.28,4.65,12.96,32.37,349.59,8.24,0,8.24,,3.32,0,-0.91,-0.55,1.86,6.38,6.38,6.38,,,47.86,47.86,,0,0,,0,0,,0.17,0.03,80
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,,"1,378.77",0,"1,378.77","1,386.42",171.24,"1,557.66",,680.18,92.26,180.41,-9.15,291.47,5.11,27.08,109.14,"1,376.50",181.16,-2.2,178.96,,65.9,0,3.12,0,69.02,109.94,109.94,109.94,,,9.6,9.6,,0,0,,0,0,,86.79,0,70
GSFC,Gujarat State Fertilizers & Chemicals Ltd.,,"8,574.54",0,"8,574.54","8,574.54",104.9,"8,679.43",,"4,902.74","2,062.92",0,-487.68,521.23,61.26,125.61,827.95,"8,014.02",665.42,0,665.42,,123.23,6.89,53.11,2.29,171.73,493.68,493.68,493.68,,,12.39,12.39,,0,0,,0,0,,87.67,18.02,110
GSS,GSS Infotech Ltd.,,30.86,0,30.86,30.86,1.01,31.87,,0,0,4.18,0,15.42,0.08,0.18,3.08,22.93,8.93,0,8.93,,0.6,0,0,0,0.6,8.33,8.33,8.33,,,4.92,4.92,,0,0,,0,0,,0,0,0
GTL,GTL Ltd.,,218.67,0,218.67,219.05,19.69,238.74,,0,0,46.24,0,72.06,16.67,4.54,281.33,483.46,-244.72,0,-244.72,,0,0,0,0.05,0.05,-244.77,-244.77,-244.77,,,-15.57,-15.57,,0,0,,0,0,,0,0,0
GTLINFRA,GTL Infrastructure Ltd.,,"1,500.21",0,"1,500.21","1,500.21",11.97,"1,512.18",,0,0,"1,083.89",0,67.05,534.33,623.55,125.05,"2,474.57",-962.39,-577.01,"-1,539.40",,0,0,0,0,0,"-1,539.40","-1,539.40","-1,539.40",,,-1.21,-1.21,,0,0,,0,0,,0,0,0
GTPL,GTPL Hathway Ltd.,,798.58,0,798.58,818.79,23.97,842.75,,0,0,434.98,0,56.9,39.15,125.21,103.02,759.27,83.49,-55,28.49,,24.1,0,-9.08,-0.99,14.03,14.46,14.46,14.46,,,1.29,1.29,,0,0,,0,0,,11.25,2.29,10
GUJAPOLLO,Gujarat Apollo Industries Ltd.,,41.98,0,41.98,42.02,4.22,46.23,,19.35,0,0,2.69,3.56,1.15,2.33,7.78,36.87,9.37,-3.18,6.19,,0.78,0,-0.84,0,-0.06,6.25,6.25,6.25,,,4.94,4.94,,0.07,19.28,,0,0,,6.96,0,30
GUJGASLTD,Gujarat Gas Ltd.,,"7,962.48",208.07,"7,754.41","7,754.41",111.28,"7,865.69",,"6,084.00",0,0,-1.05,159.98,196.19,288.01,526.84,"7,253.97",611.72,-17.87,593.85,,132.43,0,44.39,0,176.82,417.03,417.03,417.03,,,6.06,6.06,,0,0,,0,0,,55.07,11.32,50
GUJRAFFIA,Gujarat Raffia Industries Ltd.,,46.01,0,46.01,47.56,0.43,47.99,,33.8,0,0,1.71,1.49,0.72,1.07,8.06,46.83,1.16,0,1.16,,0.23,0,0,0,0.23,0.92,0.92,0.92,,,1.71,1.71,,0,0,,0,0,,0,0,0
GULFOILLUB,Gulf Oil Lubricants India Ltd.,,"1,701.21",0,"1,701.21","1,705.80",29.54,"1,735.34",,898.89,67.54,0,-28.16,101.74,15.16,22.36,382.74,"1,460.26",275.07,0,275.07,,88.37,0,8.92,0,97.29,177.78,177.78,177.78,,,35.73,35.5,,0,0,,0,0,,54.77,11.26,575
GULFPETRO,GP Petroleums Ltd.,,606.46,0,606.46,606.57,1.21,607.78,,338.56,193.44,0,-8.84,25.66,6.67,3.18,23.65,582.33,25.45,0,25.45,,9.54,0,-0.63,0.28,9.2,16.25,16.25,16.25,,,3.19,3.19,,0,0,,0,0,,3.82,0.79,15
GULPOLY,Gulshan Polyols Ltd.,,658.81,0,658.81,673.89,1.96,675.85,,348.22,13.2,157.19,-0.78,22.33,14.26,44.34,50.07,648.83,27.02,0,27.02,,5.93,-0.45,-0.78,0,5.59,21.43,21.43,21.43,,,4.57,4.57,,1.4,346.82,,0.53,2.51,,3.28,0.67,70
GVKPIL,GVK Power & Infrastructure Ltd.,,23.21,0,23.21,23.21,77.1,100.31,,0,0,0,0,2.11,12.48,0.12,7.94,66.65,33.66,0,33.66,,0.19,0,0,-80.47,-80.28,113.94,113.94,113.94,,,0.72,0.72,,0,0,,0,0,,0,0,0
HAL,Hindustan Aeronautics Ltd.,,"19,820.93",0,"19,820.93","20,008.47",375.51,"20,383.98",,"7,356.68",307.49,0,"1,172.01","4,295.17",169.6,"1,024.47","1,916.76","16,641.64","3,742.34",0,"3,742.34",,"1,586.29",0,-199.83,9.82,"1,396.28","2,346.06","2,346.06","2,346.06",,,70.16,70.16,,"6,513.08","1,321.39",,0,0,,662.09,136.09,198
HARRMALAYA,Harrisons Malyalam Ltd.,,339.39,0,339.39,353.75,6.15,359.9,,93.34,21.44,0,0.13,152.27,13.99,4.16,98.67,383.99,-24.09,0,-24.09,,0,0,0,0,0,-24.09,-24.09,-24.09,,,-13.05,-13.05,,0,0,,0,0,,0,0,0
HATSUN,Hatsun Agro Products Ltd.,,"4,751.76",0,"4,751.76","4,760.30",6.05,"4,766.35",,"3,289.59",0.61,0,52.37,155.92,85.72,200.59,820.35,"4,605.16",161.18,0,161.18,,46.28,0,0.06,0,46.34,114.85,114.85,114.85,,,7.19,7.19,,0,0,,0,0,,77.61,15.95,400
HAVELLS,Havells India Ltd.,,"9,967.42",0,"9,967.42","10,057.62",127.55,"10,185.17",,"4,513.04","2,013.67",0,-248.16,832.42,15.91,148.57,"1,754.46","9,029.91","1,155.26",0,"1,155.26",,269.53,0,94.21,0,363.74,791.52,791.52,791.52,,,12.66,12.66,,0,0,,0,0,,250.19,51.43,450
HBLPOWER,HBL Power Systems Ltd.,,"1,246.73",0,"1,246.73","1,257.20",16.94,"1,274.15",,807.34,3.75,145.56,7.41,84.17,30.6,44.35,117.56,"1,240.74",33.41,6.64,40.05,,17.15,0,-1.73,-0.47,14.94,25.11,25.11,25.11,,,0.9,0.9,,0,0,,0,0,,8.35,0,30
HBSL,HB Stockholdings Ltd.,,-3.61,0,-3.61,-3.61,0,-3.61,,0,0,0,0,0.59,0.06,0.2,1.21,1.95,-5.57,0,-5.57,,0.21,0,0,0,0.22,-5.78,-5.78,-5.78,,,-8.1,-8.1,,0,0,,0,0,,0,0,0
HCC,Hindustan Construction Company Ltd.,,"4,180.60",0,"4,180.60","4,603.49",118.13,"4,721.62",,0,0,"3,500.13",0,393.68,698.91,144.53,120.69,"4,857.94",-136.32,"-2,400.30","-2,536.62",,1,0,-612.04,0,-611.04,"-1,925.58","-1,925.58","-1,925.58",,,-16.81,-16.81,,0,0,,0,0,,0,0,0
HCLTECH,HCL Technologies Ltd.,,"26,012.00",0,"26,012.00","26,012.00",805,"26,817.00",,0,142,"4,901.00",22,"8,079.00",16,"1,276.00","2,450.00","16,886.00","9,931.00",0,"9,931.00",,"2,354.00",0,-608,0,"1,746.00","8,185.00","8,185.00","8,185.00",,,59.69,59.66,,0,0,,0,0,,"1,099.00",222,400
