Symbol,Company Name,INCOME,Revenue From Operations [Gross],Less: Excise/Sevice Tax/Other Levies,Revenue From Operations [Net],Total Operating Revenues,Other Income,Total Revenue,EXPENSES,Cost Of Materials Consumed,Purchase Of Stock-In Trade,Operating And Direct Expenses,"Changes In Inventories Of FG,WIP And Stock-In Trade",Employee Benefit Expenses,Finance Costs,Depreciation And Amortisation Expenses,Other Expenses,Total Expenses,"Profit/Loss Before Exceptional, ExtraOrdinary Items And Tax",Exceptional Items,Profit/Loss Before Tax,Tax Expenses-Continued Operations,Current Tax,Less: MAT Credit Entitlement,Deferred Tax,Tax For Earlier Years,Total Tax Expenses,Profit/Loss After Tax And Before ExtraOrdinary Items,Profit/Loss From Continuing Operations,Profit/Loss For The Period,OTHER ADDITIONAL INFORMATION,EARNINGS PER SHARE,Basic EPS (Rs.),Diluted EPS (Rs.),"VALUE OF IMPORTED AND INDIGENIOUS RAW MATERIALS STORES, SPARES AND LOOSE TOOLS",Imported Raw Materials,Indigenous Raw Materials,"STORES, SPARES AND LOOSE TOOLS",Imported Stores And Spares,Indigenous Stores And Spares,DIVIDEND AND DIVIDEND PERCENTAGE,Equity Share Dividend,Tax On Dividend,Equity Dividend Rate (%)
DHANUKA,Dhanuka Agritech Ltd.,,"1,372.02",0,"1,372.02","1,387.47",33.7,"1,421.17",,757.1,141.21,0,-35,118.27,2.69,15.18,136.78,"1,136.23",284.94,0,284.94,,71.42,0,2.96,0,74.38,210.56,210.56,210.56,,,44.61,44.61,,0,0,,0.0,0.0,,99.8,0.0,100
DHUNINV,Dhunseri Investments Ltd.,,11.59,0,11.59,11.59,0,11.59,,0,0,0,0,0.32,0.01,0.04,0.68,1.05,10.54,4.2,14.74,,3.22,0,0.42,7.65,11.28,3.45,3.45,3.45,,,5.66,5.66,,0,0,,0.0,0.0,,0.91,0.0,25
DIVISLAB,Divis Laboratories Ltd.,,"6,687.55",0,"6,687.55","6,798.61",62.53,"6,861.14",,"2,365.50",0,0,-100,808.68,0.69,254.65,903.75,"4,233.27","2,627.87",0,"2,627.87",,609.05,0,64.1,0,673.15,"1,954.72","1,954.72","1,954.72",,,73.63,73.63,,0,0,,0.0,0.0,,0,0.0,"1,000.00"
DLINKINDIA,D-Link India Ltd.,,710.30,0.00,710.30,710.68,5.97,716.65,,0.00,588.15,0.00,8.52,27.17,0.63,3.87,48.64,676.99,39.66,0.00,39.66,,10.17,0.00,0.33,-0.16,10.34,29.32,29.32,29.32,,,8.26,8.26,,0.0,0.00,,0.0,0.0,,3.55,0.0,90.00
DMART,Avenue Supermarts Ltd.,,"25,966.61","2,237.23","23,729.38","23,787.20",208.9,"23,996.10",,0,"20,614.23",0,-257.9,495.13,34.48,371.36,"1,194.01","22,451.31","1,544.79",0,"1,544.79",,389.35,0,3.7,-13.57,379.48,"1,165.31","1,165.31","1,165.31",,,17.99,17.99,,0,0,,0.0,0.0,,0,0.0,0
DNAMEDIA,Diligent Media Corporation Ltd.,,3.15,0,3.15,3.15,0.1,3.25,,0,0,0,0,0,0,0,0.31,0.31,2.94,0,2.94,,0,0,0,0,0,2.94,2.94,-45.62,,,-3.88,-3.88,,0,0,,0.0,0.0,,0,0.0,0
DONEAR,Donear Industries Ltd.,,355.35,0,355.35,357.61,4.13,361.73,,122.09,46.78,0,21.19,43.44,18.34,9.51,109.16,370.51,-8.78,0,-8.78,,0,0,-2.51,0,-2.51,-6.27,-6.27,-6.27,,,-1.21,-1.21,,0,0,,0.0,0.0,,1.04,0.0,10
DPSCLTD,DPSC Ltd.,,463.83,0,463.83,499.75,18.62,518.37,,0,0,0,0,49.41,37.7,29.69,39.35,484.27,34.1,-13.49,20.61,,2.51,0,-8.57,0,-6.06,26.66,26.66,26.66,,,0.17,0.23,,0,0,,0.0,0.0,,2.29,0.0,5
DRREDDY,Dr Reddys Laboratories Ltd.,,"13,281.40",0,"13,281.40","13,349.10",801.1,"14,150.20",,"3,266.30","1,252.30",0,-395.6,"2,270.10",46.7,835,"3,804.20","11,094.00","3,056.20",0,"3,056.20",,540.1,0,329.7,0,869.8,"2,186.40","2,186.40","2,186.40",,,131.84,131.46,,0,0,,0.0,0.0,,414.7,0.0,500
DSSL,Dynacons Systems and Solutions Ltd.,,435.94,0,435.94,435.94,1.87,437.81,,0,0,421.85,-33.75,23.94,7.06,1.26,5.35,425.71,12.1,0,12.1,,3.01,0,-0.13,0,2.87,9.22,9.22,9.22,,,10.08,10.08,,0,0,,0.0,0.0,,0.46,0.0,5
DTIL,Dhunseri Tea & Industries Ltd.,,248.13,0,248.13,248.2,20.69,268.89,,77.01,0.37,0,-12.38,76.64,3.23,8.03,58.62,211.53,57.36,-14.89,42.48,,6.03,0,-0.14,0,5.89,36.59,36.59,36.59,,,52.23,52.23,,0,0,,0.0,0.0,,1.75,0.0,50
DUCON,Ducon Infratechnologies Ltd.,,341.95,0,341.95,341.95,0.54,342.5,,323.45,0,0,0,3.16,12.33,0.26,2.76,341.96,0.54,0,0.54,,0.16,0,-0.04,0,0.12,0.42,0.42,0.42,,,0.02,0.01,,0,0,,0.0,0.0,,0,0.0,0
DVL,Dhunseri Ventures Ltd.,,100.01,0,100.01,100.01,66.68,166.69,,0,0,0,0,6.78,3.78,2.17,14.54,27.27,139.42,0,139.42,,6.64,0,9.62,0,16.26,123.16,123.16,123.16,,,35.16,35.16,,0,0,,0.0,0.0,,1.75,0.0,25
DWARKESH,Dwarikesh Sugar Industries Ltd.,,"1,706.53",0.0,"1,706.53","1,838.85",7.1,"1,845.94",,"1,366.63",0.0,0.0,64.44,92.75,47.65,40.89,113.78,"1,726.14",119.8,0.0,119.8,,21.13,0.0,7.15,-0.01,28.26,91.54,91.54,91.54,,,4.86,4.86,,0.0,"1,366.63",,0.0,0.0,,0.0,0.0,125.0
DYNAMATECH,Dynamatic Technologies Ltd.,,504.58,0,504.58,513.74,4.37,518.11,,225.51,0,0,2.99,80.08,57.76,31.91,82.59,480.84,37.27,0,37.27,,10.14,0,-1.12,0,9.02,28.25,28.25,28.25,,,44.56,44.56,,0,0,,0.0,0.0,,0,0.0,0
DYNPRO,Dynemic Products Ltd.,,201.24,0,201.24,205.59,0.56,206.14,,99.31,10.73,32.47,2.15,10.71,2.28,3.44,6.77,167.86,38.28,0,38.28,,9.98,0,-0.21,0.02,9.8,28.49,28.49,28.49,,,25.05,25.05,,0,0,,0.0,0.0,,0,0.0,0
EASTSILK,Eastern Silk Industries Ltd.,,87.02,0,87.02,90.67,1.25,91.92,,33.75,11.6,14.07,11.67,4.36,1.12,4.76,9.54,90.87,1.05,0,1.05,,0,0,0,0,0,1.04,1.04,1.04,,,0.13,0.13,,0,0,,0.0,0.0,,0,0.0,0
ECLERX,eClerx Services Ltd.,,"1,197.40",0,"1,197.40","1,197.40",39.38,"1,236.79",,0,0,30.34,0,479.62,18.36,50,333.99,912.32,324.47,0,324.47,,86.9,0,-2.18,0.85,85.57,238.9,238.9,238.9,,,67.29,67.03,,0,0,,0.0,0.0,,3.49,0.0,10
EDELWEISS,Edelweiss Financial Services Ltd.,,319.15,0.00,319.15,343.61,"1,378.27","1,721.87",,0.00,0.00,442.29,0.00,191.22,97.33,1.40,147.02,"1,027.95",693.92,0.00,693.92,,-13.60,0.00,-8.70,0.0,-22.29,716.21,716.21,716.21,,,8.05,8.01,,0.0,0.00,,0.0,0.0,,84.22,0.0,145.00
EIHAHOTELS,EIH Associated Hotels Ltd.,,101.39,0.00,101.39,101.39,3.06,104.45,,0.00,0.00,10.27,0.00,41.20,0.53,16.96,68.71,137.67,-33.22,-3.93,-37.15,,0.09,0.00,-10.49,0.0,-10.40,-26.74,-26.74,-26.74,,,-8.78,-8.78,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
EIHOTEL,EIH Ltd.,,432.7,0,432.7,432.7,40.94,473.64,,0,0,69.98,0,315.41,40.43,119.96,321.93,867.71,-394.07,-48.99,-443.05,,1.21,0,-101.13,0,-99.93,-343.12,-343.12,-343.12,,,-5.72,-5.72,,0,0,,0.0,0.0,,0,0.0,0
EIMCOELECO,Eimco Elecon (India) Ltd.,,125.33,0,125.33,125.84,11.33,137.17,,29.92,22.95,1.94,13.74,10.59,0.62,7.3,35.85,122.9,14.27,0,14.27,,3.14,-0.23,-0.36,0,3.01,11.26,11.26,11.26,,,19.51,19.51,,0,0,,0.0,0.0,,2.88,0.0,50
EKC,Everest Kanto Cylinder Ltd.,,745.23,0,745.23,750.63,2.15,752.78,,352.58,56.4,0,-4.07,26.58,20.28,19.03,137.65,608.45,144.33,14.37,158.7,,25.46,0,30.49,0,55.94,102.76,102.76,102.76,,,9.16,9.16,,0,0,,0.0,0.0,,0,0.0,15
ELECON,Elecon Engineering Company Ltd.,,787.58,0,787.58,796.36,10.79,807.15,,319.64,0,73.05,43.59,63.68,54.27,42.31,152.33,748.87,58.28,0,58.28,,0,0,22.02,0,22.02,36.26,36.26,36.26,,,3.23,3.23,,0,0,,0.0,0.0,,0,0.0,20
ELECTCAST,Electrosteel Castings Ltd.,,"2,213.10",0,"2,213.10","2,236.12",48.56,"2,284.68",,"1,037.01",32,0,32.32,170.56,183.83,52.67,727.34,"2,235.73",48.95,0,48.95,,17.96,0,-11.55,-0.71,5.71,43.24,43.24,43.24,,,1,1,,0,0,,0.0,0.0,,12.99,0.0,25
ELECTHERM,Electrotherm (India) Ltd.,,"2,518.12",0,"2,518.12","2,526.79",3.8,"2,530.59",,"1,650.40",46.98,0,-6.51,130.36,49.89,116.85,479.32,"2,467.29",63.3,0,63.3,,0,0,0,0,0,63.3,63.3,63.3,,,49.69,49.69,,0,0,,0.0,0.0,,0,0.0,0
ELGIEQUIP,Elgi Equipments Ltd.,,"1,090.93",0,"1,090.93","1,100.17",24.06,"1,124.23",,533.05,94.42,0,11.41,156.31,3.68,35.33,149.84,984.04,140.19,0,140.19,,36.16,0,-1.05,0,35.1,105.09,105.09,105.09,,,3.32,3.32,,0,0,,0.0,0.0,,0,0.0,80
ELGIRUBCO,Elgi Rubber Company Ltd.,,149.94,0,149.94,151.05,18.42,169.47,,80.8,3.8,0,2.46,20.01,9.11,7.1,35.48,158.76,10.7,1.18,11.88,,0.27,0,0.47,1.1,1.84,10.04,10.04,10.04,,,2.01,2.01,,8.59,72.22,,1.05,1.22,,0,0.0,0
EMAMILTD,Emami Ltd.,,"2,551.73",0,"2,551.73","2,582.29",104.05,"2,686.34",,679.82,174.29,0,-8.16,266.75,12.01,361.15,626.26,"2,112.12",574.22,0,574.22,,100.34,0,-1.25,0,99.09,475.13,475.13,475.13,,,10.68,10.68,,0,0,,0.0,0.0,,355.61,0.0,800
EMMBI,Emmbi Industries Ltd.,,319.84,45.85,273.99,273.99,0.19,274.18,,180.08,0,35.73,-7.96,17.9,11.36,7.25,19.8,264.15,10.03,0,10.03,,1.61,0,0.75,0,2.36,7.67,7.67,7.67,,,4.34,4.34,,3.41,176.67,,0.0,8.65,,0.66,0.05,4
ENDURANCE,Endurance Technologies Ltd.,,"4,658.97",0,"4,658.97","4,773.03",13.55,"4,786.58",,"2,969.19",44.6,0,-44.43,286.56,4.8,203.42,785.53,"4,249.66",536.92,-11.23,525.7,,142.59,0,-9.09,0,133.5,392.2,392.2,392.2,,,27.88,27.88,,0,0,,0.0,0.0,,0,0.0,60
ENERGYDEV,Energy Development Company Ltd.,,11.37,0,11.37,11.37,3.63,15,,0.52,0,0,0.06,3.82,2.4,2.68,5.96,15.44,-0.44,0,-0.44,,0,0,0.05,0,0.05,-0.5,-0.5,-0.5,,,-0.1,-0.1,,0,0,,0.0,0.0,,0,0.0,0
ENGINERSIN,Engineers India Ltd.,,"3,104.69",0,"3,104.69","3,104.69",194.88,"3,299.57",,0,0,"1,663.07",0,858.26,3.66,23.43,245.62,"2,794.03",505.53,-154.96,350.57,,153.36,0,-62.31,0.02,91.07,259.5,259.5,259.5,,,4.16,4.16,,0,0,,0.0,0.0,,176.63,0.0,40
ENIL,Entertainment Network India Ltd.,,264.43,0,264.43,266.82,17.73,284.55,,0,0,0,0,92.38,18.32,94.8,158.18,363.68,-79.13,-74.26,-153.4,,0,0,-44.46,0.33,-44.13,-109.27,-109.27,-109.27,,,-22.92,-22.92,,0,0,,0.0,0.0,,4.77,0.0,10
EPL,EPL Ltd.,,792.2,0,792.2,840.9,114.3,955.2,,357,0,0,-0.3,126.1,14.8,89.6,193.8,781,174.2,0,174.2,,28.5,0,-7.3,0,21.2,153,153,153,,,4.85,4.84,,0,0,,0.0,0.0,,129.4,0.0,205
EROSMEDIA,Eros International Media Ltd.,,244.5,0,244.5,244.5,68.14,312.64,,0,0,223.86,-8.46,31.38,109.43,6.1,108.8,471.11,-158.47,0,-158.47,,0,0,0,11.36,11.36,-169.83,-169.83,-169.83,,,-17.74,-17.74,,0,0,,0.0,0.0,,0,0.0,0
ESABINDIA,Esab India Ltd.,,681.87,0,681.87,684.61,7.73,692.34,,310.63,124.34,0,4.18,76.32,0.41,11.71,84.22,611.81,80.53,0,80.53,,20.55,0,0.36,0.33,21.24,59.29,59.29,59.29,,,38.52,38.52,,0,0,,0.0,0.0,,137,0.0,440
ESSARSHPNG,Essar Shipping Ltd.,,152.15,0,152.15,166.94,8.95,175.89,,0,0,84.35,0,52.62,212.16,112.53,12.29,473.95,-298.06,0.79,-297.27,,0.62,0,0,0,0.62,-297.89,-297.89,-297.89,,,-14.39,-14.39,,0,0,,0.0,0.0,,0,0.0,0
ESSENTIA,Integra Essentia Ltd.,,0,0,0,0,0,0,,0.01,0,0,0,0,0.26,0.18,0.15,0.61,-0.61,0,-0.61,,0,0,0,0,0,-0.61,-0.61,-0.61,,,-0.17,-0.17,,0,0,,0.0,0.0,,0,0.0,0
ESTER,Ester Industries Ltd.,,984.86,0,984.86,991.76,7.98,999.74,,517.12,0,115.03,-6.61,68.09,18.55,35.22,62.35,809.76,189.98,0,189.98,,48.82,0,-0.91,0,47.9,142.08,142.08,142.08,,,17.04,17.04,,0,0,,0.0,0.0,,33.36,0.0,68
EVEREADY,Eveready Industries India Ltd.,,"1,248.99",0,"1,248.99","1,248.99",4.18,"1,253.17",,431.3,260.55,0,-6.81,142.63,52.03,27.23,196.6,"1,103.53",149.64,-629.7,-480.06,,4.33,0,-175.26,0,-170.93,-309.13,-309.13,-309.13,,,-42.53,-42.53,,0,0,,0.0,0.0,,0,0.0,0
EVERESTIND,Everest Industries Ltd.,,"1,205.10",0,"1,205.10","1,213.24",8.89,"1,222.13",,612.24,3.66,0,36.6,108.84,3.9,25.31,338.74,"1,129.29",92.84,0,92.84,,41,0,-5.76,0,35.25,57.59,57.59,57.59,,,36.83,36.83,,0,0,,0.0,0.0,,1.56,0.0,75
EXCEL,Excel Realty N Infra Ltd.,,7.54,0,7.54,7.54,1.67,9.21,,0,6.57,0,-0.23,0.56,0.05,0.21,2.31,9.47,-0.26,0,-0.26,,0,0,0.02,0.07,0.08,-0.35,-0.35,-0.35,,,-0.04,-0.04,,0,0,,0.0,0.0,,0,0.0,0
EXCELINDUS,Excel Industries Ltd.,,744.01,0,744.01,749.47,8.26,757.72,,359.04,2.23,0,7.94,89.38,2.18,27.15,170.1,658.02,99.7,0,99.7,,21.62,0,7.89,0,29.51,70.19,70.19,70.19,,,55.84,55.84,,0,0,,0.0,0.0,,0,0.0,225
EXPLEOSOL,Expleo Solutions Ltd.,,300.89,0,300.89,300.89,4.94,305.83,,0,0,0,0,126.54,1.06,5.78,109.95,243.33,62.5,0,62.5,,17.33,0,-0.08,0,17.25,45.26,45.26,45.26,,,44.14,44.14,,0,0,,0.0,0.0,,0,0.0,0
FACT,Fertilisers and Chemicals Travancore Ltd.,,"2,242.34",0,"2,242.34","3,258.82",67.59,"3,326.41",,"1,390.48",340.91,0,96.72,229.22,245.26,22.69,649.14,"2,974.43",351.98,0,351.98,,0,0,0,0,0,351.98,351.98,351.98,,,5.44,5.44,,0,0,,2.45,33.72,,0,0.0,0
FCL,Fineotex Chemical Ltd.,,128.41,0,128.41,129.48,15.52,145,,74.03,0,0,-1.47,6.96,0.32,1.42,18.74,100,45,0,45,,7.8,0,1.22,0,9.02,35.99,35.99,35.99,,,3.25,3.25,,0,0,,0.0,0.0,,0,0.0,15
FCSSOFT,FCS Software Solutions Ltd.,,33.67,0,33.67,33.67,2.67,36.34,,0,0,6.77,0,20.12,2.32,4.61,0,33.84,2.5,-12.96,-10.46,,0.61,0,0.14,0,0.75,-11.21,-11.21,-11.21,,,-0.07,-0.07,,0,0,,0.0,0.0,,0,0.0,0
FDC,FDC Ltd.,,"1,315.58",0,"1,315.58","1,325.45",97.15,"1,422.60",,346.65,90.9,0,-25.5,294.31,3.4,37.62,294.76,"1,042.14",380.45,0,380.45,,84.5,0,1.44,0.02,85.96,294.49,294.49,294.49,,,17.32,17.32,,0,0,,0.0,0.0,,0,0.0,0
FEDDERELEC,Fedders Electric and Engineering Ltd.,,17.43,0,17.43,17.43,0.38,17.81,,14.83,0,0,0.14,6,7.73,17.53,27.68,73.91,-56.1,0,-56.1,,0,0,-2.09,0,-2.09,-54.01,-54.01,-54.01,,,-15.9,-15.9,,0,14.83,,0.0,0.0,,0,0.0,0
FEDERALBNK,Federal Bank Ltd.,,"10,795.12","2,348.94",368.16,245.68,"13,757.90","1,944.91","15,702.82",,"8,224.20","2,034.18",104.5,"1,553.03","3,691.72",555.76,-8.79,"1,649.63","2,196.60","14,112.52","1,590.30","1,590.30","2,616.67","4,206.96",,397.57,153.45,229.57,0,0,0.0,"3,305.38","4,206.96",,,7.97,7.94,,35.0,,,,,
FIEMIND,FIEM Industries Ltd.,,"1,207.50",0,"1,207.50","1,220.92",3.37,"1,224.29",,735.54,6.4,101.59,12.49,163.7,11.64,57.09,67.42,"1,155.87",68.42,-3.18,65.24,,19.55,0,-0.61,-0.82,18.12,47.12,47.12,47.12,,,35.81,35.81,,0,0,,0.0,0.0,,3.95,0.0,160
FILATEX,Filatex India Ltd.,,"2,221.97",0,"2,221.97","2,227.15",9.45,"2,236.61",,"1,566.14",36.19,181.71,-24.11,67.14,58.81,58.36,52.75,"1,996.98",239.63,0,239.63,,61.38,0,12.42,0,73.8,165.83,165.83,165.83,,,7.51,7.47,,0,0,,0.0,0.0,,0,0.0,20
FINCABLES,Finolex Cables Ltd.,,"2,722.15",0,"2,722.15","2,768.11",76.99,"2,845.10",,"2,129.91",76.24,0,-154.71,137.87,0.76,38.96,223.95,"2,452.98",392.12,0,392.12,,112.63,0,-3.4,0,109.23,282.89,282.89,282.89,,,18.5,18.5,,0,0,,0.0,0.0,,84.12,0.0,275
FINEORG,Fine Organics Industries Ltd.,,"1,121.25",0,"1,121.25","1,121.29",17.02,"1,138.31",,715.36,0.04,0,10.82,76.17,6.09,46.76,126.83,982.08,156.24,0,156.24,,43.2,0,-1.91,0.02,41.31,114.93,114.93,114.93,,,37.49,37.49,,0,0,,0.0,0.0,,9.2,0.0,220
FLEXITUFF,Flexituff Ventures International  Ltd.,,865.61,0.00,865.61,867.90,72.68,940.57,,488.21,34.50,0.00,13.70,168.34,72.92,72.73,170.03,"1,020.43",-79.86,0.00,-79.86,,0.00,0.00,-22.13,0.0,-22.13,-57.73,-57.73,-57.73,,,-23.20,-23.2,,0.0,0.00,,0.0,0.0,,0.00,0.0,0.00
FSL,Firstsource Solutions Ltd.,,"1,285.15",0,"1,285.15","1,324.74",28.22,"1,352.96",,0,0,0,0,630.62,15.3,79.8,201.91,927.63,425.33,0,425.33,,59.04,0,-0.36,0,58.67,366.65,366.65,366.65,,,5.38,5.2,,0,0,,0.0,0.0,,203.77,0.0,30
GABRIEL,Gabriel India Ltd.,,"1,680.73",0,"1,680.73","1,694.83",24.31,"1,719.15",,"1,241.27",30.03,0,-6.02,147.41,6.55,42.39,179.62,"1,641.24",77.91,0,77.91,,14.89,0,2.74,0,17.63,60.27,60.27,60.27,,,4.2,4.2,,0,0,,0.0,0.0,,15.08,0.0,90
GAIL,GAIL India Ltd.,,"56,737.79",7.64,"56,730.15","56,730.15","2,004.46","58,734.61",,"3,905.88","39,898.99",0,543.69,"1,530.98",155.9,"1,907.88","4,405.48","52,348.80","6,385.81",0,"6,385.81",,"1,549.58",0,-60.18,6.23,"1,495.63","4,890.18","4,890.18","4,890.18",,,10.85,10.85,,"2,377.71","1,528.16",,153.87,265.23,,"2,237.63",0.0,50
GALAXYSURF,Galaxy Surfactants Ltd.,,"1,816.62",0,"1,816.62","1,830.50",4.4,"1,834.90",,"1,247.95",10.38,0,-50.27,105.7,8.37,49.8,223.65,"1,595.58",239.32,0,239.32,,62.23,0,-0.77,0,61.46,177.86,177.86,177.86,,,50.17,50.17,,0,0,,0.0,0.0,,49.64,0.0,180
GALLANTT,Gallantt Ispat Ltd.,,988.74,0,988.74,"1,007.05",2.31,"1,009.37",,740.65,9.24,0,7.63,33.03,9.71,15.65,105.47,921.39,87.98,0,87.98,,24.37,0,7.35,-0.53,31.19,56.79,56.79,56.79,,,6.98,6.98,,0,0,,0.0,0.0,,0,0.0,0
GANDHITUBE,Gandhi Special Tubes Ltd.,,110.22,0.00,110.22,113.53,6.13,119.66,,36.67,0.00,0.00,0.85,8.26,0.05,3.30,22.96,72.09,47.57,0.00,47.57,,11.61,0.00,-0.20,0.0,11.41,36.15,36.15,36.15,,,27.98,27.98,,0.0,0.00,,0.0,0.0,,11.63,0.0,180.00
GANECOS,Ganesha Ecosphere Ltd.,,742.26,0,742.26,751.14,10.77,761.91,,460.36,18.77,97.07,-3.59,48.01,8.71,27.16,45.81,702.29,59.62,0,59.62,,12.53,0,1.9,0,14.43,45.19,45.19,45.19,,,20.7,20.7,,0,0,,0.0,0.0,,4.37,0.0,20
GANESHHOUC,Ganesh Housing Corporation Ltd.,,1.18,0,1.18,4.22,10.08,14.31,,0,0,8,-11.54,9.99,44.49,1.72,7.6,60.26,-45.96,0,-45.96,,10.95,0,-9.99,0,0.96,-46.92,-46.92,-46.92,,,-9.53,-9.53,,0,0,,0.0,0.0,,0,0.0,0
GARFIBRES,Garware Technical Fibres Ltd.,,"1,003.27",0,"1,003.27","1,017.26",34.54,"1,051.80",,245.87,30.36,0,20.22,149.88,9.97,20.64,372.17,849.12,202.67,0,202.67,,44.71,0,3.34,0,48.04,154.63,154.63,154.63,,,72.87,72.87,,0,0,,0.0,0.0,,0,0.0,25
GEECEE,GeeCee Ventures Ltd.,,41.69,0.00,41.69,41.69,2.28,43.97,,0.00,0.00,12.82,4.20,4.21,0.00,1.50,4.43,27.17,16.81,0.00,16.81,,3.41,0.00,0.82,-0.02,4.20,12.60,12.60,12.60,,,6.03,6.03,,0.0,0.00,,0.0,0.0,,0.00,0.0,19.00
GEEKAYWIRE,Geekay Wires Ltd.,,170.21,0,170.21,170.21,5.66,175.86,,142.77,0,6.41,-8.03,7.49,5.88,3.09,9.43,167.04,8.83,0,8.83,,2.2,0,0.32,0,2.52,6.3,6.3,6.3,,,6.03,6.03,,0,0,,0.0,0.0,,2.09,0.0,41
GENESYS,Genesys International Corporation Ltd.,,79.56,0,79.56,79.56,2.7,82.26,,0,0,16.22,0,46.07,2.95,9.82,19.33,94.39,-12.13,-27.85,-39.98,,0,0,-2.94,0.29,-2.65,-37.33,-37.33,-37.33,,,-11.97,-11.6,,0,0,,0.0,0.0,,0,0.0,0
GENUSPOWER,Genus Power Infrastructures Ltd.,,608.6,0,608.6,608.6,26.73,635.33,,355.65,0,0,-5.41,87.8,24.5,21.76,68.62,552.92,82.41,0,82.41,,28.46,0,1.13,1.67,31.26,51.16,51.16,51.16,,,1.99,1.99,,0,0,,0.0,0.0,,2.3,0.0,50
GEOJITFSL,Geojit Financial Services Ltd.,,403.19,0,403.19,403.19,2.28,405.47,,0,0,71.13,0,110.31,3.03,22.09,45,253.53,151.94,0,151.94,,38.3,0,0.74,-0.96,38.08,113.86,113.86,113.86,,,4.78,4.78,,0,0,,0.0,0.0,,35.75,0.0,350
GEPIL,GE Power India Ltd.,,"3,339.11",0,"3,339.11","3,343.02",101.67,"3,444.69",,"2,023.37",0,545.56,-22.6,382.79,67.22,50.06,266.94,"3,313.34",131.35,-36.3,95.05,,15.98,0,12.24,0,28.22,66.83,66.83,66.83,,,9.94,9.94,,0,0,,0.0,0.0,,6.72,0.0,10
GESHIP,Great Eastern Shipping Company Ltd.,,"2,642.49",0,"2,642.49","2,674.12",218.73,"2,892.85",,0,0,682.02,0,457.69,227.31,438.65,21.31,"1,826.98","1,065.87",0,"1,065.87",,25,0,10.74,0,35.74,"1,030.13","1,030.13","1,030.13",,,70.09,69.96,,0,0,,0.0,0.0,,39.68,0.0,90
GHCL,Gujarat Heavy Chemicals Ltd.,,"2,823.09",0,"2,823.09","2,823.09",26.62,"2,849.71",,"1,136.75",173.31,0,-44.64,172.46,90.21,133.19,766.03,"2,427.31",422.4,0,422.4,,105.86,0,7.49,-0.93,112.42,309.98,309.98,309.98,,,32.62,32.54,,0,0,,0.0,0.0,,0,0.0,55
GICHSGFIN,GIC Housing Finance Ltd.,,"1,226.47",0,"1,226.47","1,230.27",10.06,"1,240.33",,0,0,0,0,43.46,822.87,4.48,49.8,"1,105.78",134.55,0,134.55,,51.75,0,-23.13,0.36,28.98,105.57,105.57,105.57,,,19.6,19.6,,0,0,,0.0,0.0,,10.77,0.0,40
GILLANDERS,Gillanders Arbuthnot & Co Ltd.,,381.22,0,381.22,391.1,9.02,400.12,,72.79,32.55,0,41.97,107.03,31.65,11.95,109.69,407.62,-7.5,-2.24,-9.74,,0,0,0,0,0,-9.74,-9.74,-9.74,,,-4.57,-4.57,,0,0,,0.0,0.0,,0,0.0,0
GILLETTE,Gillette India Ltd.,,"2,009.42",0,"2,009.42","2,009.42",31.73,"2,041.15",,482.67,416.55,0,-18.49,143.22,5.25,57.52,524.97,"1,611.69",429.46,0,429.46,,107.9,0,0.59,10.59,119.08,310.38,310.38,310.38,,,95.25,95.25,,0,0,,0.0,0.0,,430.12,0.0,"1,190.00"
GINNIFILA,Ginni Filaments Ltd.,,774.3,0,774.3,778.42,2.59,781.01,,427.29,0,0,12.98,61.53,27.11,24.8,166.23,719.95,61.06,2.41,63.46,,24.63,0,-2.46,0,22.17,41.3,41.3,41.3,,,5.82,5.8,,0,0,,0.0,0.0,,0,0.0,0
GIPCL,Gujarat Industries Power Co. Ltd.,,"1,335.35",0,"1,335.35","1,335.35",30.28,"1,365.62",,611,0,136.33,0,106.07,42.2,161.85,36.18,"1,093.64",271.98,0,271.98,,49.11,0,39.61,0,88.73,183.26,183.26,183.26,,,12.12,12.12,,0,0,,0.0,0.0,,43.86,0.0,27
GKWLIMITED,GKW Ltd.,,39.1,0,39.1,39.1,1.5,40.6,,0,0,0,0,2.25,0.09,1.03,5.59,8.96,31.64,0,31.64,,5.69,0,-1.06,-0.25,4.37,27.27,27.27,27.27,,,45.71,45.71,,0,0,,0.0,0.0,,0,0.0,0
GLAXO,GlaxoSmithKline Pharmaceuticals Ltd.,,"2,886.42",0,"2,886.42","2,920.48",110.19,"3,030.66",,452.4,823.09,81.96,-26.12,616.16,3.53,78.6,375.21,"2,404.84",625.83,-172.6,453.23,,158.67,0,7.87,0,166.54,286.69,286.69,357.57,,,31.32,21.11,,0,0,,0.0,0.0,,677.62,0.0,300
GLFL,Gujarat Lease Financing Ltd.,,0,0,0,0,0.03,0.03,,0,0,0,0,0.09,0,0.02,0.26,0.38,-0.35,0,-0.35,,0,0,0,0,0,-0.35,-0.35,-0.35,,,-0.13,-0.13,,0,0,,0.0,0.0,,0,0.0,0
