Company_Name,Symbol,URL
Dhunseri Ventures Limited,DVL,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/dhunseriventures/DTI
Dwarikesh Sugar Industries Limited,DWARKESH,https://www.moneycontrol.com/india/stockpricequote/sugar/dwarikeshsugarindustries/DSI01
Dynamatic Technologies Limited,DYNAMATECH,https://www.moneycontrol.com/india/stockpricequote/pumps/dynamatictechnologies/DT05
Dynemic Products Limited,DYNPRO,https://www.moneycontrol.com/india/stockpricequote/dyespigments/dynemicproducts/DP12
Eastern Silk Industries Limited,EASTSILK,https://www.moneycontrol.com/india/stockpricequote/textiles-syntheticsilk/easternsilkindustries/ESI06
eClerx Services Limited,ECLERX,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/eclerxservices/eS06
Edelweiss FiNaNcial Services Limited,EDELWEISS,https://www.moneycontrol.com/india/stockpricequote/finance-general/edelweissfinancialservices/EC01
EIH Associated Hotels Limited,EIHAHOTELS,https://www.moneycontrol.com/india/stockpricequote/hotels/eihassociatedhotels/EIH01
EIH Limited,EIHOTEL,https://www.moneycontrol.com/india/stockpricequote/hotels/eih/EIH
Eimco Elecon (India) Limited,EIMCOELECO,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/eimcoeleconindia/EEI
Everest Kanto Cylinder Limited,EKC,https://www.moneycontrol.com/india/stockpricequote/packaging/everestkantocylinder/EKC
Elecon Engineering Company Limited,ELECON,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/eleconengineeringcompany/EEC
Electrosteel Castings Limited,ELECTCAST,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/electrosteelcastings/EC02
Electrotherm (India) Limited,ELECTHERM,https://www.moneycontrol.com/india/stockpricequote/engineering/electrothermindia/EI02
Elgi Equipments Limited,ELGIEQUIP,https://www.moneycontrol.com/india/stockpricequote/compressors/elgiequipments/EE01
Elgi Rubber Company Limited,ELGIRUBCO,https://www.moneycontrol.com/india/stockpricequote/tyres/elgirubbercompany/ERC01
Emami Limited,EMAMILTD,https://www.moneycontrol.com/india/stockpricequote/personal-care/emami/E06
Emmbi Industries Limited,EMMBI,https://www.moneycontrol.com/india/stockpricequote/packaging/emmbiindustries/EP09
Endurance Technologies Limited,ENDURANCE,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/endurancetechnologies/ET01
Energy Development Company Limited,ENERGYDEV,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/energydevelopmentcompany/EDC
Engineers India Limited,ENGINERSIN,https://www.moneycontrol.com/india/stockpricequote/engineering/engineersindia/EI14
Entertainment Network (India) Limited,ENIL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/entertainmentnetworkindia/ENI
EPL Limited,EPL,https://www.moneycontrol.com/india/stockpricequote/packaging/epl/EP11
Eros International Media Limited,EROSMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/erosinternationalmedia/EIM
Esab India Limited,ESABINDIA,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/esabindia/EI06
Essar Shipping Limited,ESSARSHPNG,https://www.moneycontrol.com/india/stockpricequote/shipping/essarshipping/ES10
Integra Essentia Limited,ESSENTIA,https://www.moneycontrol.com/india/stockpricequote/textilesapparel/integraessentia/IGT
Ester Industries Limited,ESTER,https://www.moneycontrol.com/india/stockpricequote/packaging/esterindustries/EI20
Eveready Industries India Limited,EVEREADY,https://www.moneycontrol.com/india/stockpricequote/dry-cells/evereadyindustriesindia/EII02
Everest Industries Limited,EVERESTIND,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/everestindustries/EI19
Excel Realty N Infra Limited,EXCEL,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/excelrealtyninfra/EI07
Excel Industries Limited,EXCELINDUS,https://www.moneycontrol.com/india/stockpricequote/chemicals/excelindustries/EI10
Expleo Solutions Limited,EXPLEOSOL,https://www.moneycontrol.com/india/stockpricequote/computers-software/expleosolutions/TGS01
Fertilizers and Chemicals Travancore Limited,FACT,https://www.moneycontrol.com/india/stockpricequote/fertilisers/fertiliserschemicalstravancore/FCT
Fineotex Chemical Limited,FCL,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/fineotexchemical/FC02
FCS Software Solutions Limited,FCSSOFT,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/fcssoftwaresolutions/FCS
FDC Limited,FDC,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/fdc/FDC
Fedders Electric and Engineering Limited,FEDDERELEC,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/fedderselectricengineering/FL
The Federal Bank  Limited,FEDERALBNK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/federalbank/FB
Fiem Industries Limited,FIEMIND,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/fiemindustries/FIE
Filatex India Limited,FILATEX,https://www.moneycontrol.com/india/stockpricequote/textiles-manmade/filatexindia/FI06
Finolex Cables Limited,FINCABLES,https://www.moneycontrol.com/india/stockpricequote/cables-telephone/finolexcables/FC01
Fine Organic Industries Limited,FINEORG,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/fineorganicsindustries/FOI
Flexituff Ventures International Limited,FLEXITUFF,https://www.moneycontrol.com/india/stockpricequote/packaging/flexituffventuresinternational/FI08
Firstsource Solutions Limited,FSL,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/firstsourcesolutions/FS07
Gabriel India Limited,GABRIEL,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/gabrielindia/GI02
GAIL (India) Limited,GAIL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/gailindia/GAI
Galaxy Surfactants Limited,GALAXYSURF,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/galaxysurfactantsltd/GSL06
Gallantt Ispat Limited,GALLANTT,https://www.moneycontrol.com/india/stockpricequote/ironsteel/gallanttispat/GM02
Gandhi Special Tubes Limited,GANDHITUBE,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/gandhispecialtubes/GST
Ganesha Ecosphere Limited,GANECOS,https://www.moneycontrol.com/india/stockpricequote/textiles-processing/ganeshaecosphere/GP01
Ganesh Housing Corporation Limited,GANESHHOUC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-housing/ganeshhousingcorporation/GHC02
Garware Technical Fibres Limited,GARFIBRES,https://www.moneycontrol.com/india/stockpricequote/textiles-general/garwaretechnicalfibres/GWR
GeeCee Ventures Limited,GEECEE,https://www.moneycontrol.com/india/stockpricequote/construction-real-estate/geeceeventures/GCI05
Geekay Wires Limited,GEEKAYWIRE,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/geekaywires/GW01
Genesys International Corporation Limited,GENESYS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/genesysinternationalcorporation/GIC10
Genus Power Infrastructures Limited,GENUSPOWER,https://www.moneycontrol.com/india/stockpricequote/electricals/genuspowerinfrastructures/GPI08
Geojit FiNaNcial Services Limited,GEOJITFSL,https://www.moneycontrol.com/india/stockpricequote/finance-general/geojitfinancialservices/GBN01
GE Power India Limited,GEPIL,https://www.moneycontrol.com/india/stockpricequote/power-transmissionequipment/gepowerindia/AP29
The Great Eastern Shipping Company Limited,GESHIP,https://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
Gujarat Heavy Chemicals Limited,GHCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC
GIC Housing FiNaNce Limited,GICHSGFIN,https://www.moneycontrol.com/india/stockpricequote/finance-housing/gichousingfinance/GIC
Gillanders Arbuthnot & Company Limited,GILLANDERS,https://www.moneycontrol.com/india/stockpricequote/diversified/gillandersarbuthnotco/GAC03
Gillette India Limited,GILLETTE,https://www.moneycontrol.com/india/stockpricequote/personal-care/gilletteindia/GI22
Ginni Filaments Limited,GINNIFILA,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/ginnifilaments/GF01
Gujarat Industries Power Company Limited,GIPCL,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/gujaratindustriespowerco/GIP
GKW Limited,GKWLIMITED,https://www.moneycontrol.com/india/stockpricequote/fasteners/gkw/GKW
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glaxosmithklinepharmaceuticals/GSK
Gujarat Lease FiNaNcing Limited,GLFL,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/gujaratleasefinancing/GLF01
Global Vectra Helicorp Limited,GLOBALVECT,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/globalvectrahelicorp/GVH
Globus Spirits Limited,GLOBUSSPR,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/globusspirits/GS
GM Breweries Limited,GMBREW,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/gmbreweries/GMB
Gujarat Mineral Development Corporation Limited,GMDCLTD,https://www.moneycontrol.com/india/stockpricequote/miningminerals/gujaratmineraldevelopmentcorporation/GMD
GMM Pfaudler Limited,GMMPFAUDLR,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gmmpfaudler/GMM01
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,https://www.moneycontrol.com/india/stockpricequote/fertilizers/gujaratnarmadavalleyfertchem/GNV
Goa Carbon Limited,GOACARBON,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/goacarbon/GC04
Godfrey Phillips India Limited,GODFRYPHLP,https://www.moneycontrol.com/india/stockpricequote/cigarettes/godfreyphillipsindia/GPI
Godrej Properties Limited,GODREJPROP,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/godrejproperties/GP11
Gokaldas Exports Limited,GOKEX,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/gokaldasexports/GE05
Gokul Agro Resources Limited,GOKULAGRO,https://www.moneycontrol.com/india/stockpricequote/edible-oilssolvent-extraction/gokulagroresources/GAR
Goldstone Technologies Limited,GOLDTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/aion-techsolutions/GT04
Goodluck India Limited,GOODLUCK,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/goodluckindia/GLS
Gujarat Pipavav Port Limited,GPPL,https://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03
GPT Infraprojects Limited,GPTINFRA,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/gptinfraprojects/GPT01
Granules India Limited,GRANULES,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/granulesindia/GI25
Graphite India Limited,GRAPHITE,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/graphiteindia/GI13
Grasim Industries Limited,GRASIM,https://www.moneycontrol.com/india/stockpricequote/diversified/grasimindustries/GI01
Gravita India Limited,GRAVITA,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/gravitaindia/GI09
Orient Green Power Company Limited,GREENPOWER,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/orientgreenpowercompany/OGP
Grindwell Norton Limited,GRINDWELL,https://www.moneycontrol.com/india/stockpricequote/abrasives/grindwellnorton/GN
The Grob Tea Company Limited,GROBTEA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/thegrobteacompany/TGT
GRP Limited,GRPLTD,https://www.moneycontrol.com/india/stockpricequote/rubber/grp/GRR
Garden Reach Shipbuilders & Engineers Limited,GRSE,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gardenreachshipbuildersengineers/GRS01
Gujarat State Fertilizers & Chemicals Limited,GSFC,https://www.moneycontrol.com/india/stockpricequote/fertilisers/gujaratstatefertilizerschemicals/GSF
GSS Infotech Limited,GSS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/gssinfotech/GAI05
GTL Limited,GTL,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/gtl/GTL01
GTL Infrastructure Limited,GTLINFRA,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/gtlinfrastructure/GTL02
GTPL Hathway Limited,GTPL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/gtplhathway/GH02
Gujarat Apollo Industries Limited,GUJAPOLLO,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/gujaratapolloindustries/GAI03
Gujarat Gas Limited,GUJGASLTD,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/gujaratgas/GGC
Gujarat Raffia Industries Limited,GUJRAFFIA,https://www.moneycontrol.com/india/stockpricequote/packaging/gujaratraffiaindustries/GRI
Gulf Oil Lubricants India Limited,GULFOILLUB,https://www.moneycontrol.com/india/stockpricequote/lubricants/gulfoillubricantsindia/GOL01
GP Petroleums Limited,GULFPETRO,https://www.moneycontrol.com/india/stockpricequote/lubricants/gppetroleums/SP36
Gulshan Polyols Limited,GULPOLY,https://www.moneycontrol.com/india/stockpricequote/chemicals/gulshanpolyols/GP9
GVK Power & Infrastructure Limited,GVKPIL,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/gvkpowerinfrastructure/GVK
Hindustan Aeronautics Limited,HAL,https://www.moneycontrol.com/india/stockpricequote/aerospacedefence/hindustanaeronautics/HAL
Harrisons  Malayalam Limited,HARRMALAYA,https://www.moneycontrol.com/india/stockpricequote/plantations-teacoffee/harrisonsmalyalam/HM02
Hatsun Agro Product Limited,HATSUN,https://www.moneycontrol.com/india/stockpricequote/food-processing/hatsunagroproducts/HAP
Havells India Limited,HAVELLS,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/havellsindia/HI01
HBL Power Systems Limited,HBLPOWER,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hblpowersystems/HBL02
HB Stockholdings Limited,HBSL,https://www.moneycontrol.com/india/stockpricequote/finance-leasinghire-purchase/hbstockholdings/HBS
Hindustan Construction Company Limited,HCC,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/hindustanconstructioncompany/HCC
HCL Technologies Limited,HCLTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software/hcltechnologies/HCL02
HDFC Asset Management Company Limited,HDFCAMC,https://www.moneycontrol.com/india/stockpricequote/finance-investments/hdfcassetmanagementcompany/HAM02
HDFC Bank Limited,HDFCBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/hdfcbank/HDF01
HDFC Life Insurance Company Limited,HDFCLIFE,https://www.moneycontrol.com/india/stockpricequote/lifehealth-insurance/hdfclifeinsurancecompany/HSL01
HEG Limited,HEG,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/heg/HEG
Hercules Hoists Limited,HERCULES,https://www.moneycontrol.com/india/stockpricequote/engineering/herculeshoists/HH01
Heritage Foods Limited,HERITGFOOD,https://www.moneycontrol.com/india/stockpricequote/food-processing/heritagefoods/HFI
Hero MotoCorp Limited,HEROMOTOCO,https://www.moneycontrol.com/india/stockpricequote/auto-23-wheelers/heromotocorp/HHM
Heubach Colorants India Limited,HEUBACHIND,https://www.moneycontrol.com/india/stockpricequote/speciality-chemicals/heubachcolorantsindia/CCI08
H.G. Infra Engineering Limited,HGINFRA,https://www.moneycontrol.com/india/stockpricequote/infrastructure-general/hginfraengineeringltd/HIE
Hikal Limited,HIKAL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/hikal/H05
HIL Limited,HIL,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/hil/HI09
Himatsingka Seide Limited,HIMATSEIDE,https://www.moneycontrol.com/india/stockpricequote/textiles-syntheticsilk/himatsingkaseide/HS
Hindustan Composites Limited,HINDCOMPOS,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/hindustancomposites/HC06
Hindustan Copper Limited,HINDCOPPER,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustancopper/HC07
Hindustan Motors Limited,HINDMOTORS,https://www.moneycontrol.com/india/stockpricequote/auto-carsjeeps/hindustanmotors/HM
Hindustan Petroleum Corporation Limited,HINDPETRO,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
Hindustan Unilever Limited,HINDUNILVR,https://www.moneycontrol.com/india/stockpricequote/personal-care/hindustanunilever/HU
Hindustan Zinc Limited,HINDZINC,https://www.moneycontrol.com/india/stockpricequote/metals-non-ferrous/hindustanzinc/HZ
Hind Rectifiers Limited,HIRECT,https://www.moneycontrol.com/india/stockpricequote/electricals/hindrectifiers/HR01
Hisar Metal Industries Limited,HISARMETAL,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/hisarmetal/HM05
Hitech Corporation Limited,HITECHCORP,https://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08
The Hi-Tech Gears Limited,HITECHGEAR,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/thehi-techgears/HTG
HLV LIMITED,HLVLTD,https://www.moneycontrol.com/india/stockpricequote/hotels/hlv/HLV
Hindustan Media Ventures Limited,HMVL,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hindustanmediaventures/HMV
Honeywell Automation India Limited,HONAUT,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/honeywellautomation/HA04
HOV Services Limited,HOVS,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/hovservices/HOV
HPL Electric & Power Limited,HPL,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/hplelectricpower/HEP
Himadri Speciality Chemical Limited,HSCL,https://www.moneycontrol.com/india/stockpricequote/chemicals/himadrispecialitychemical/HCI01
HT Media Limited,HTMEDIA,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/htmedia/HT
Hubtown Limited,HUBTOWN,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/hubtown/AC24
Housing & Urban Development Corporation Limited,HUDCO,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-real-estate/housingurbandevelopmentcorporation/HUD
Indiabulls Housing FiNaNce Limited,IBULHSGFIN,https://www.moneycontrol.com/india/stockpricequote/finance-housing/indiabullshousingfinance/IHF01
ICICI Bank Limited,ICICIBANK,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/icicibank/ICI02
ICICI Lombard General Insurance Company Limited,ICICIGI,https://www.moneycontrol.com/india/stockpricequote/multiline-insurancebrokers/icicilombardgeneralinsurancecompany/ILG
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,https://www.moneycontrol.com/india/stockpricequote/finance-general/iciciprudentiallifeinsurancecompany/IPL01
Indo Count Industries Limited,ICIL,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/indocountindustries/ICI07
Vodafone Idea Limited,IDEA,https://www.moneycontrol.com/india/stockpricequote/telecommunications-service/vodafoneidealimited/IC8
IDFC First Bank Limited,IDFCFIRSTB,https://www.moneycontrol.com/india/stockpricequote/banks-private-sector/idfcfirstbank/IDF01
Indian Energy Exchange Limited,IEX,https://www.moneycontrol.com/india/stockpricequote/diversified/indianenergyexchange/IEE
IFB Agro Industries Limited,IFBAGRO,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/ifbagroindustries/IFB
IFB Industries Limited,IFBIND,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/ifbindustries/IFB02
IFGL Refractories Limited,IFGLEXPOR,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/ifglrefractories/IFG
Igarashi Motors India Limited,IGARASHI,https://www.moneycontrol.com/india/stockpricequote/electric-equipment/igarashimotors/IM01
Indraprastha Gas Limited,IGL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/indraprasthagas/IG04
IG Petrochemicals Limited,IGPL,https://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP
Industrial Investment Trust Limited,IITL,https://www.moneycontrol.com/india/stockpricequote/finance-investments/industrialinvestmenttrust/IIT01
India Motor Parts and Accessories Limited,IMPAL,https://www.moneycontrol.com/india/stockpricequote/trading/indiamotorpartsaccessories/IMP03
Impex Ferro Tech Limited,IMPEXFERRO,https://www.moneycontrol.com/india/stockpricequote/miningminerals/impexferrotech/IFT
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,https://www.moneycontrol.com/india/stockpricequote/steel-mediumsmall/incredibleindustries/AI67
Indbank Merchant Banking Services Limited,INDBANK,https://www.moneycontrol.com/india/stockpricequote/finance-general/indbankmerchantbankingservices/IMB
The India Cements Limited,INDIACEM,https://www.moneycontrol.com/india/stockpricequote/cement-major/indiacements/IC
India Glycols Limited,INDIAGLYCO,https://www.moneycontrol.com/india/stockpricequote/chemicals/indiaglycols/IG
Indiamart Intermesh Limited,INDIAMART,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indiamartintermesh/II12
Indian Bank,INDIANB,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianbank/IB04
Indian Card Clothing Company Limited,INDIANCARD,https://www.moneycontrol.com/india/stockpricequote/textiles-machinery/indiancardclothing/ICC01
Indian Hume Pipe Company Limited,INDIANHUME,https://www.moneycontrol.com/india/stockpricequote/cement-productsbuilding-materials/indianhumepipecompany/IHP
InterGlobe Aviation Limited,INDIGO,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/interglobeaviation/IA04
India Nippon Electricals Limited,INDNIPPON,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/indianipponelectricals/INE
Indoco Remedies Limited,INDOCO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indocoremedies/IR05
Indo Rama Synthetics (India) Limited,INDORAMA,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-synthetic-blended/indoramasyntheticsindia/IRS
Indo Thai Securities Limited,INDOTHAI,https://www.moneycontrol.com/india/stockpricequote/finance-general/indothaisecurities/ITS
Ind-Swift Laboratories Limited,INDSWFTLAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ind-swiftlaboratories/ISL
Ind-Swift Limited,INDSWFTLTD,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ind-swift/IS02
Indian Terrain Fashions Limited,INDTERRAIN,https://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/indianterrainfashions/ITF
Infibeam Avenues Limited,INFIBEAM,https://www.moneycontrol.com/india/stockpricequote/online-services/infibeamavenues/IIL03
InfoBeans Technologies Limited,INFOBEAN,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/infobeanstechnologies/IT05
Infomedia Press Limited,INFOMEDIA,https://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13
Infosys Limited,INFY,https://www.moneycontrol.com/india/stockpricequote/computers-software/infosys/IT
Ingersoll Rand (India) Limited,INGERRAND,https://www.moneycontrol.com/india/stockpricequote/compressors/ingersollrandindia/IRI01
Inox Wind Limited,INOXWIND,https://www.moneycontrol.com/india/stockpricequote/power-generationdistribution/inoxwind/IW
Insecticides (India) Limited,INSECTICID,https://www.moneycontrol.com/india/stockpricequote/pesticidesagro-chemicals/insecticidesindia/II16
Intellect Design Arena Limited,INTELLECT,https://www.moneycontrol.com/india/stockpricequote/computers-software/intellectdesignarena/IDA
Intense Technologies Limited,INTENTECH,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/intensetechnologies/FI17
Indian Overseas Bank,IOB,https://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianoverseasbank/IOB
Indian Oil Corporation Limited,IOC,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
IOL Chemicals and Pharmaceuticals Limited,IOLCP,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/iolchemicalspharmaceuticals/IOL01
IPCA Laboratories Limited,IPCALAB,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ipcalaboratories/IL
IRB Infrastructure Developers Limited,IRB,https://www.moneycontrol.com/india/stockpricequote/transport-infrastructure/irbinfrastructuredevelopers/IID01
Ircon International Limited,IRCON,https://www.moneycontrol.com/india/stockpricequote/engineering-heavy/irconinternational/II07
ICICI Securities Limited,ISEC,https://www.moneycontrol.com/india/stockpricequote/finance-stock-broking/icicisecurities/ISL04
Intrasoft Technologies Limited,ISFT,https://www.moneycontrol.com/india/stockpricequote/retail/intrasofttechnologies/IT04
ISMT Limited,ISMTLTD,https://www.moneycontrol.com/india/stockpricequote/steel-rolling/ismt/ISM01
ITC Limited,ITC,https://www.moneycontrol.com/india/stockpricequote/diversified/itc/ITC
India Tourism Development Corporation Limited,ITDC,https://www.moneycontrol.com/india/stockpricequote/hotels/indiatourismdevelopmentcorporation/ITD02
ITD Cementation India Limited,ITDCEM,https://www.moneycontrol.com/india/stockpricequote/constructioncontracting-civil/itdcementationindia/ITD03
ITI Limited,ITI,https://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/iti/ITI
IL&FS Investment Managers Limited,IVC,https://www.moneycontrol.com/india/stockpricequote/finance-investments/ilandfsinvestmentmanagers/ILF02
IZMO Limited,IZMO,https://www.moneycontrol.com/india/stockpricequote/computers-software-mediumsmall/izmo/LM02
Jagran Prakashan Limited,JAGRAN,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jagsonpalpharmaceuticals/JP02
Jai Balaji Industries Limited,JAIBALAJI,https://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/jaibalajiindustries/JBI
Jai Corp Limited,JAICORPLTD,https://www.moneycontrol.com/india/stockpricequote/steel-gpgc-sheets/jaicorp/JC08
Jamna Auto Industries Limited,JAMNAAUTO,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/jamnaautoindustries/JAI
Jay Bharat Maruti Limited,JAYBARMARU,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/jaybharatmaruti/JBM
Jayaswal Neco Industries Limited,JAYNECOIND,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/jayaswalnecoindustries/JNI02
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jbchemicalspharmaceuticals/JBC01
JBM Auto Limited,JBMA,https://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/jbmauto/JBM03
Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-white-goods/johnsoncontrols-hitachiairconditioningindia/HHL
JHS Svendgaard Laboratories Limited,JHS,https://www.moneycontrol.com/india/stockpricequote/personal-care/jhssvendgaardlaboratories/JHS01
JIK Industries Limited,JIKIND,https://www.moneycontrol.com/india/stockpricequote/trading/jikindustries/JIK
Jindal Photo Limited,JINDALPHOT,https://www.moneycontrol.com/india/stockpricequote/consumer-goods-electronic/jindalphoto/JP11
Jindal Poly Films Limited,JINDALPOLY,https://www.moneycontrol.com/india/stockpricequote/packaging/jindalpolyfilms/JPF01
Jindal Saw Limited,JINDALSAW,https://www.moneycontrol.com/india/stockpricequote/steel-tubespipes/jindalsaw/JS08
Jindal Cotex Limited,JINDCOT,https://www.moneycontrol.com/india/stockpricequote/textiles-spinning-cotton-blended/jindalcotex/JC
Jindal Drilling And Industries Limited,JINDRILL,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/jindaldrillingindustries/JDI
Jindal Worldwide Limited,JINDWORLD,https://www.moneycontrol.com/india/stockpricequote/textiles-general/jindalworldwide/JW01
Jain Irrigation Systems Limited,JISLJALEQS,https://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02
JK Cement Limited,JKCEMENT,https://www.moneycontrol.com/india/stockpricequote/cement-major/jkcement/JKC03
